token,cluster,plaintext,freq,pt_len
101,5,puis,3,4.0
102,3,si,8,2.0
103,9,va,2,2.0
105,3,ce,29,2.0
107,8,fai,15,3.0
109,3,ma,7,2.0
11',5,un,12,2.0
112,0,so,10,2.0
113,5,ve,21,2.0
115,8,ci,6,2.0
119,9,me,15,2.0
12',0,deux,2,4.0
120,8,on,2,2.0
121,5,particulier,3,11.0
122,6,su,6,2.0
123,6,vi,6,2.0
124,7,avec,8,4.0
125,9,co,22,2.0
127,8,facil,1,5.0
129,3,mi,16,2.0
13',0,?,1,
130,0,oit,12,3.0
132,5,sans,3,4.0
133,5,vo,7,2.0
134,3,autre,1,5.0
136,1,?,1,
138,5,Hongrois,1,8.0
139,1,mo,11,2.0
14',0,quatre,1,6.0
146,1,demande,1,7.0
148,1,honneur,1,7.0
150,3,ou,2,2.0
154,8,an,2,2.0
159,4,Majeste,5,7.0
16',0,six,2,3.0
160,0,oblig,1,5.0
164,1,aussi,1,5.0
17',0,septem,1,6.0
170,0,ordinaire,1,9.0
174,3,Austriche,1,9.0
175,7,cette,3,5.0
177,1,France,8,6.0
178,8,heur,1,4.0
181,4,Pologne,10,7.0
184,8,au,12,2.0
186,6,?,3,
189,9,ment,12,4.0
19',0,neuf,1,4.0
190,0,ordre,1,5.0
191,0,qua,1,3.0
198,6,ja,10,2.0
20,8,a,66,1.0
20',5,dix,1,3.0
201,6,que,20,3.0
202,3,secret,1,6.0
203,8,voir,1,4.0
206,5,entre,2,5.0
208,1,je,10,2.0
211,5,qui,6,3.0
213,3,vous,11,4.0
215,1,contraire,1,9.0
216,8,eux,5,3.0
22,0,b,6,1.0
222,3,service,1,7.0
223,3,vostre,7,6.0
229,0,ministre,1,8.0
231,8,quu,1,3.0
232,0,seul,2,4.0
234,1,argent,1,6.0
236,9,en,19,2.0
237,3,for,3,3.0
238,8,ju,2,2.0
239,5,mais,3,4.0
24,5,c,24,1.0
246,1,est,21,3.0
249,1,moyen,1,5.0
256,1,Espagnol,1,8.0
258,1,jamais,2,6.0
26,7,d,17,1.0
261,1,quelle,1,6.0
266,9,election,1,8.0
269,7,Mr,10,2.0
271,3,quelque,1,7.0
274,1,Alleman,1,7.0
278,3,il,23,2.0
28,3,e,45,1.0
280,0,pa,11,2.0
281,0,quil,9,4.0
285,4,cour,4,4.0
287,3,ga,3,2.0
288,6,jour,3,4.0
289,1,Madame,1,6.0
290,3,pe,7,2.0
293,3,xa,1,2.0
296,0,engage,4,6.0
297,8,ge,6,2.0
298,6,interest,3,8.0
299,6,maison,3,6.0
30,1,f,6,1.0
30',0,vingt,1,5.0
300,1,pi,1,2.0
301,0,quoique,1,7.0
307,1,gi,3,2.0
310,8,po,8,2.0
311,7,ra,24,2.0
32,3,g,11,1.0
320,8,pu,2,2.0
321,9,re,57,2.0
322,3,ta,3,2.0
324,0,ba,2,2.0
325,8,comme,10,5.0
328,0,intention,1,9.0
331,9,ri,15,2.0
332,5,te,20,2.0
334,0,be,2,2.0
335,4,Cardinal,21,8.0
339,0,na,6,2.0
341,8,ro,8,2.0
342,9,ti,20,2.0
344,8,bi,1,2.0
346,1,encore,1,6.0
347,8,gener,1,5.0
348,6,la,40,2.0
349,3,ne,33,2.0
35',0,?,1,
351,3,ru,2,2.0
352,8,to,1,2.0
354,1,bo,2,2.0
355,8,da,1,2.0
356,0,Empereur,1,8.0
357,5,gouvern,1,7.0
358,4,le,54,2.0
359,6,ni,10,2.0
36,1,i,32,1.0
36',0,?,2,
361,1,Roy,4,3.0
362,9,tu,2,2.0
363,2,zi,6,2.0
364,9,bu,1,2.0
365,1,de,72,2.0
368,8,li,2,2.0
369,8,no,2,2.0
370,4,par,10,3.0
374,0,beaucoup,1,8.0
375,8,di,6,2.0
377,1,grand,4,5.0
378,1,lo,9,2.0
379,5,nu,2,2.0
38',1,?,1,
380,0,pall,1,4.0
382,7,tant,1,4.0
385,1,do,5,2.0
388,8,lu,2,2.0
390,1,point,1,5.0
392,1,tion,11,4.0
394,1,Bethune,2,7.0
395,1,du,7,2.0
398,0,lettre,3,6.0
399,1,Nonce,1,5.0
40,9,l,17,1.0
404,4,bon,1,3.0
405,6,dans,9,4.0
41,0,r,20,1.0
410,6,Pape,5,4.0
414,3,bien,5,4.0
42,9,m,10,1.0
420,3,pour,14,4.0
423,2,ki,7,2.0
426,1,fa,3,2.0
43,4,s,34,1.0
436,1,fe,4,2.0
437,1,ha,1,2.0
438,5,luy,2,3.0
44,9,n,68,1.0
442,6,tout,6,4.0
446,9,fi,8,2.0
447,5,he,10,2.0
449,0,nous,2,4.0
451,8,Reine,1,5.0
455,0,donne,2,5.0
456,1,fo,1,2.0
458,4,leur,5,4.0
46,2,o,14,1.0
461,4,sa,6,2.0
462,8,temps,3,5.0
468,0,long,1,4.0
470,8,pendant,1,7.0
471,0,se,33,2.0
48,9,p,17,1.0
52,0,r,41,1.0
54,7,s,39,1.0
56,8,t,50,1.0
58,1,u,33,1.0
60,0,x,7,1.0
62,1,y,15,1.0
64,7,z,2,1.0
66,8,&,38,1.0
68,3,st,7,2.0
70,6,nt,12,2.0
72,1,ns,1,2.0
74,9,er,7,2.0
95,0,ca,13,2.0
ψ,4,s,37,1.0
