token,cluster,plaintext,freq,pt_len
101,4,puis,3,4.0
102,1,si,8,2.0
103,9,va,2,2.0
105,1,ce,29,2.0
107,1,fai,15,3.0
109,4,ma,7,2.0
11',3,un,12,2.0
112,4,so,10,2.0
113,4,ve,21,2.0
115,9,ci,6,2.0
119,1,me,15,2.0
12',6,deux,2,4.0
120,0,on,2,2.0
121,4,particulier,3,11.0
122,3,su,6,2.0
123,8,vi,6,2.0
124,2,avec,8,4.0
125,9,co,22,2.0
127,6,facil,1,5.0
129,1,mi,16,2.0
13',5,?,1,
130,6,oit,12,3.0
132,4,sans,3,4.0
133,4,vo,7,2.0
134,1,autre,1,5.0
136,4,?,1,
138,4,Hongrois,1,8.0
139,4,mo,11,2.0
14',5,quatre,1,6.0
146,7,demande,1,7.0
148,0,honneur,1,7.0
150,1,ou,2,2.0
154,6,an,2,2.0
159,7,Majeste,5,7.0
16',5,six,2,3.0
160,6,oblig,1,5.0
164,0,aussi,1,5.0
17',5,septem,1,6.0
170,6,ordinaire,1,9.0
174,4,Austriche,1,9.0
175,5,cette,3,5.0
177,7,France,8,6.0
178,3,heur,1,4.0
181,8,Pologne,10,7.0
184,0,au,12,2.0
186,8,?,3,
189,9,ment,12,4.0
19',5,neuf,1,4.0
190,0,ordre,1,5.0
191,0,qua,1,3.0
198,3,ja,10,2.0
20,3,a,66,1.0
20',0,dix,1,3.0
201,0,que,20,3.0
202,4,secret,1,6.0
203,0,voir,1,4.0
206,4,entre,2,5.0
208,0,je,10,2.0
211,3,qui,6,3.0
213,4,vous,11,4.0
215,0,contraire,1,9.0
216,3,eux,5,3.0
22,5,b,6,1.0
222,4,service,1,7.0
223,1,vostre,7,6.0
229,8,ministre,1,8.0
231,6,quu,1,3.0
232,7,seul,2,4.0
234,7,argent,1,6.0
236,0,en,19,2.0
237,1,for,3,3.0
238,9,ju,2,2.0
239,4,mais,3,4.0
24,4,c,24,1.0
246,3,est,21,3.0
249,8,moyen,1,5.0
256,0,Espagnol,1,8.0
258,0,jamais,2,6.0
26,2,d,17,1.0
261,7,quelle,1,6.0
266,6,election,1,8.0
269,2,Mr,10,2.0
271,1,quelque,1,7.0
274,0,Alleman,1,7.0
278,4,il,23,2.0
28,1,e,45,1.0
280,5,pa,11,2.0
281,4,quil,9,4.0
285,5,cour,4,4.0
287,1,ga,3,2.0
288,3,jour,3,4.0
289,4,Madame,1,6.0
290,4,pe,7,2.0
293,1,xa,1,2.0
296,0,engage,4,6.0
297,9,ge,6,2.0
298,8,interest,3,8.0
299,8,maison,3,6.0
30,3,f,6,1.0
30',5,vingt,1,5.0
300,0,pi,1,2.0
301,6,quoique,1,7.0
307,0,gi,3,2.0
310,9,po,8,2.0
311,2,ra,24,2.0
32,1,g,11,1.0
320,9,pu,2,2.0
321,9,re,57,2.0
322,1,ta,3,2.0
324,8,ba,2,2.0
325,3,comme,10,5.0
328,0,intention,1,9.0
331,6,ri,15,2.0
332,4,te,20,2.0
334,8,be,2,2.0
335,8,Cardinal,21,8.0
339,5,na,6,2.0
341,6,ro,8,2.0
342,6,ti,20,2.0
344,9,bi,1,2.0
346,0,encore,1,6.0
347,3,gener,1,5.0
348,3,la,40,2.0
349,1,ne,33,2.0
35',5,?,1,
351,4,ru,2,2.0
352,0,to,1,2.0
354,7,bo,2,2.0
355,0,da,1,2.0
356,8,Empereur,1,8.0
357,6,gouvern,1,7.0
358,5,le,54,2.0
359,8,ni,10,2.0
36,4,i,32,1.0
36',5,?,2,
361,8,Roy,4,3.0
362,6,tu,2,2.0
363,2,zi,6,2.0
364,9,bu,1,2.0
365,0,de,72,2.0
368,0,li,2,2.0
369,8,no,2,2.0
370,7,par,10,3.0
374,0,beaucoup,1,8.0
375,9,di,6,2.0
377,3,grand,4,5.0
378,0,lo,9,2.0
379,4,nu,2,2.0
38',0,?,1,
380,8,pall,1,4.0
382,2,tant,1,4.0
385,1,do,5,2.0
388,4,lu,2,2.0
390,0,point,1,5.0
392,4,tion,11,4.0
394,7,Bethune,2,7.0
395,0,du,7,2.0
398,7,lettre,3,6.0
399,3,Nonce,1,5.0
40,6,l,17,1.0
404,8,bon,1,3.0
405,8,dans,9,4.0
41,0,r,20,1.0
410,3,Pape,5,4.0
414,4,bien,5,4.0
42,9,m,10,1.0
420,4,pour,14,4.0
423,2,ki,7,2.0
426,7,fa,3,2.0
43,7,s,34,1.0
436,3,fe,4,2.0
437,4,ha,1,2.0
438,4,luy,2,3.0
44,6,n,68,1.0
442,3,tout,6,4.0
446,9,fi,8,2.0
447,4,he,10,2.0
449,6,nous,2,4.0
451,0,Reine,1,5.0
455,7,donne,2,5.0
456,7,fo,1,2.0
458,8,leur,5,4.0
46,2,o,14,1.0
461,8,sa,6,2.0
462,3,temps,3,5.0
468,0,long,1,4.0
470,0,pendant,1,7.0
471,0,se,33,2.0
48,6,p,17,1.0
52,0,r,41,1.0
54,7,s,39,1.0
56,0,t,50,1.0
58,4,u,33,1.0
60,5,x,7,1.0
62,4,y,15,1.0
64,2,z,2,1.0
66,3,&,38,1.0
68,1,st,7,2.0
70,3,nt,12,2.0
72,0,ns,1,2.0
74,6,er,7,2.0
95,0,ca,13,2.0
ψ,7,s,37,1.0
