token,cluster,plaintext,freq,pt_len
101,9,puis,3,4.0
102,9,si,8,2.0
103,0,va,2,2.0
105,8,ce,29,2.0
107,7,fai,15,3.0
109,1,ma,7,2.0
11',8,un,12,2.0
112,8,so,10,2.0
113,8,ve,21,2.0
115,6,ci,6,2.0
119,8,me,15,2.0
12',0,deux,2,4.0
120,3,on,2,2.0
121,1,particulier,3,11.0
122,3,su,6,2.0
123,5,vi,6,2.0
124,3,avec,8,4.0
125,8,co,22,2.0
127,0,facil,1,5.0
129,8,mi,16,2.0
13',6,?,1,
130,6,oit,12,3.0
132,2,sans,3,4.0
133,7,vo,7,2.0
134,3,autre,1,5.0
136,5,?,1,
138,9,Hongrois,1,8.0
139,8,mo,11,2.0
14',4,quatre,1,6.0
146,1,demande,1,7.0
148,1,honneur,1,7.0
150,7,ou,2,2.0
154,0,an,2,2.0
159,1,Majeste,5,7.0
16',4,six,2,3.0
160,0,oblig,1,5.0
164,3,aussi,1,5.0
17',4,septem,1,6.0
170,0,ordinaire,1,9.0
174,9,Austriche,1,9.0
175,6,cette,3,5.0
177,2,France,8,6.0
178,5,heur,1,4.0
181,8,Pologne,10,7.0
184,8,au,12,2.0
186,5,?,3,
189,0,ment,12,4.0
19',4,neuf,1,4.0
190,0,ordre,1,5.0
191,3,qua,1,3.0
198,8,ja,10,2.0
20,8,a,66,1.0
20',9,dix,1,3.0
201,8,que,20,3.0
202,9,secret,1,6.0
203,7,voir,1,4.0
206,2,entre,2,5.0
208,3,je,10,2.0
211,8,qui,6,3.0
213,9,vous,11,4.0
215,3,contraire,1,9.0
216,5,eux,5,3.0
22,4,b,6,1.0
222,9,service,1,7.0
223,3,vostre,7,6.0
229,6,ministre,1,8.0
231,0,quu,1,3.0
232,9,seul,2,4.0
234,2,argent,1,6.0
236,8,en,19,2.0
237,3,for,3,3.0
238,7,ju,2,2.0
239,9,mais,3,4.0
24,8,c,24,1.0
246,8,est,21,3.0
249,5,moyen,1,5.0
256,3,Espagnol,1,8.0
258,9,jamais,2,6.0
26,8,d,17,1.0
261,6,quelle,1,6.0
266,0,election,1,8.0
269,5,Mr,10,2.0
271,3,quelque,1,7.0
274,9,Alleman,1,7.0
278,8,il,23,2.0
28,8,e,45,1.0
280,6,pa,11,2.0
281,8,quil,9,4.0
285,6,cour,4,4.0
287,3,ga,3,2.0
288,5,jour,3,4.0
289,1,Madame,1,6.0
290,8,pe,7,2.0
293,3,xa,1,2.0
296,3,engage,4,6.0
297,7,ge,6,2.0
298,5,interest,3,8.0
299,5,maison,3,6.0
30,5,f,6,1.0
30',4,vingt,1,5.0
300,1,pi,1,2.0
301,0,quoique,1,7.0
307,3,gi,3,2.0
310,7,po,8,2.0
311,8,ra,24,2.0
32,8,g,11,1.0
320,7,pu,2,2.0
321,8,re,57,2.0
322,3,ta,3,2.0
324,5,ba,2,2.0
325,5,comme,10,5.0
328,0,intention,1,9.0
331,0,ri,15,2.0
332,8,te,20,2.0
334,5,be,2,2.0
335,5,Cardinal,21,8.0
339,6,na,6,2.0
341,0,ro,8,2.0
342,8,ti,20,2.0
344,7,bi,1,2.0
346,8,encore,1,6.0
347,5,gener,1,5.0
348,8,la,40,2.0
349,8,ne,33,2.0
35',4,?,1,
351,9,ru,2,2.0
352,3,to,1,2.0
354,1,bo,2,2.0
355,3,da,1,2.0
356,6,Empereur,1,8.0
357,0,gouvern,1,7.0
358,8,le,54,2.0
359,5,ni,10,2.0
36,8,i,32,1.0
36',4,?,2,
361,1,Roy,4,3.0
362,0,tu,2,2.0
363,6,zi,6,2.0
364,0,bu,1,2.0
365,8,de,72,2.0
368,7,li,2,2.0
369,5,no,2,2.0
370,8,par,10,3.0
374,0,beaucoup,1,8.0
375,5,di,6,2.0
377,5,grand,4,5.0
378,8,lo,9,2.0
379,2,nu,2,2.0
38',0,?,1,
380,5,pall,1,4.0
382,8,tant,1,4.0
385,3,do,5,2.0
388,7,lu,2,2.0
390,3,point,1,5.0
392,3,tion,11,4.0
394,4,Bethune,2,7.0
395,3,du,7,2.0
398,1,lettre,3,6.0
399,5,Nonce,1,5.0
40,8,l,17,1.0
404,5,bon,1,3.0
405,0,dans,9,4.0
41,8,r,20,1.0
410,3,Pape,5,4.0
414,7,bien,5,4.0
42,7,m,10,1.0
420,8,pour,14,4.0
423,6,ki,7,2.0
426,3,fa,3,2.0
43,8,s,34,1.0
436,5,fe,4,2.0
437,9,ha,1,2.0
438,2,luy,2,3.0
44,8,n,68,1.0
442,5,tout,6,4.0
446,0,fi,8,2.0
447,8,he,10,2.0
449,0,nous,2,4.0
451,0,Reine,1,5.0
455,2,donne,2,5.0
456,1,fo,1,2.0
458,8,leur,5,4.0
46,8,o,14,1.0
461,5,sa,6,2.0
462,0,temps,3,5.0
468,6,long,1,4.0
470,6,pendant,1,7.0
471,8,se,33,2.0
48,9,p,17,1.0
52,8,r,41,1.0
54,8,s,39,1.0
56,8,t,50,1.0
58,8,u,33,1.0
60,1,x,7,1.0
62,3,y,15,1.0
64,6,z,2,1.0
66,8,&,38,1.0
68,9,st,7,2.0
70,8,nt,12,2.0
72,9,ns,1,2.0
74,0,er,7,2.0
95,8,ca,13,2.0
ψ,8,s,37,1.0
