token,cluster,plaintext,freq,pt_len
101,7,puis,3,4.0
102,3,si,8,2.0
103,3,va,2,2.0
105,3,ce,29,2.0
107,1,fai,15,3.0
109,1,ma,7,2.0
11',1,un,12,2.0
112,3,so,10,2.0
113,7,ve,21,2.0
115,6,ci,6,2.0
119,1,me,15,2.0
12',5,deux,2,4.0
120,1,on,2,2.0
121,7,particulier,3,11.0
122,5,su,6,2.0
123,7,vi,6,2.0
124,3,avec,8,4.0
125,8,co,22,2.0
127,8,facil,1,5.0
129,3,mi,16,2.0
13',2,?,1,
130,9,oit,12,3.0
132,9,sans,3,4.0
133,0,vo,7,2.0
134,0,autre,1,5.0
136,0,?,1,
138,7,Hongrois,1,8.0
139,0,mo,11,2.0
14',1,quatre,1,6.0
146,7,demande,1,7.0
148,2,honneur,1,7.0
150,7,ou,2,2.0
154,8,an,2,2.0
159,9,Majeste,5,7.0
16',5,six,2,3.0
160,9,oblig,1,5.0
164,3,aussi,1,5.0
17',9,septem,1,6.0
170,3,ordinaire,1,9.0
174,7,Austriche,1,9.0
175,4,cette,3,5.0
177,0,France,8,6.0
178,1,heur,1,4.0
181,4,Pologne,10,7.0
184,5,au,12,2.0
186,6,?,3,
189,3,ment,12,4.0
19',2,neuf,1,4.0
190,2,ordre,1,5.0
191,7,qua,1,3.0
198,6,ja,10,2.0
20,1,a,66,1.0
20',7,dix,1,3.0
201,6,que,20,3.0
202,7,secret,1,6.0
203,5,voir,1,4.0
206,3,entre,2,5.0
208,4,je,10,2.0
211,7,qui,6,3.0
213,3,vous,11,4.0
215,1,contraire,1,9.0
216,1,eux,5,3.0
22,9,b,6,1.0
222,3,service,1,7.0
223,1,vostre,7,6.0
229,1,ministre,1,8.0
231,2,quu,1,3.0
232,9,seul,2,4.0
234,5,argent,1,6.0
236,4,en,19,2.0
237,1,for,3,3.0
238,8,ju,2,2.0
239,7,mais,3,4.0
24,7,c,24,1.0
246,7,est,21,3.0
249,4,moyen,1,5.0
256,8,Espagnol,1,8.0
258,1,jamais,2,6.0
26,9,d,17,1.0
261,4,quelle,1,6.0
266,8,election,1,8.0
269,9,Mr,10,2.0
271,8,quelque,1,7.0
274,2,Alleman,1,7.0
278,3,il,23,2.0
28,3,e,45,1.0
280,4,pa,11,2.0
281,5,quil,9,4.0
285,8,cour,4,4.0
287,1,ga,3,2.0
288,0,jour,3,4.0
289,2,Madame,1,6.0
290,3,pe,7,2.0
293,2,xa,1,2.0
296,7,engage,4,6.0
297,3,ge,6,2.0
298,6,interest,3,8.0
299,8,maison,3,6.0
30,0,f,6,1.0
30',8,vingt,1,5.0
300,2,pi,1,2.0
301,2,quoique,1,7.0
307,5,gi,3,2.0
310,5,po,8,2.0
311,9,ra,24,2.0
32,5,g,11,1.0
320,8,pu,2,2.0
321,3,re,57,2.0
322,3,ta,3,2.0
324,8,ba,2,2.0
325,1,comme,10,5.0
328,2,intention,1,9.0
331,8,ri,15,2.0
332,7,te,20,2.0
334,8,be,2,2.0
335,4,Cardinal,21,8.0
339,5,na,6,2.0
341,8,ro,8,2.0
342,7,ti,20,2.0
344,3,bi,1,2.0
346,2,encore,1,6.0
347,5,gener,1,5.0
348,6,la,40,2.0
349,1,ne,33,2.0
35',1,?,1,
351,7,ru,2,2.0
352,8,to,1,2.0
354,4,bo,2,2.0
355,2,da,1,2.0
356,4,Empereur,1,8.0
357,7,gouvern,1,7.0
358,1,le,54,2.0
359,6,ni,10,2.0
36,5,i,32,1.0
36',5,?,2,
361,4,Roy,4,3.0
362,3,tu,2,2.0
363,9,zi,6,2.0
364,1,bu,1,2.0
365,1,de,72,2.0
368,1,li,2,2.0
369,1,no,2,2.0
370,9,par,10,3.0
374,2,beaucoup,1,8.0
375,1,di,6,2.0
377,8,grand,4,5.0
378,4,lo,9,2.0
379,5,nu,2,2.0
38',2,?,1,
380,5,pall,1,4.0
382,7,tant,1,4.0
385,5,do,5,2.0
388,5,lu,2,2.0
390,3,point,1,5.0
392,8,tion,11,4.0
394,5,Bethune,2,7.0
395,1,du,7,2.0
398,8,lettre,3,6.0
399,4,Nonce,1,5.0
40,7,l,17,1.0
404,4,bon,1,3.0
405,6,dans,9,4.0
41,8,r,20,1.0
410,6,Pape,5,4.0
414,1,bien,5,4.0
42,3,m,10,1.0
420,3,pour,14,4.0
423,0,ki,7,2.0
426,3,fa,3,2.0
43,0,s,34,1.0
436,0,fe,4,2.0
437,7,ha,1,2.0
438,7,luy,2,3.0
44,8,n,68,1.0
442,5,tout,6,4.0
446,8,fi,8,2.0
447,7,he,10,2.0
449,8,nous,2,4.0
451,2,Reine,1,5.0
455,8,donne,2,5.0
456,4,fo,1,2.0
458,6,leur,5,4.0
46,9,o,14,1.0
461,4,sa,6,2.0
462,8,temps,3,5.0
468,8,long,1,4.0
470,2,pendant,1,7.0
471,9,se,33,2.0
48,7,p,17,1.0
52,1,r,41,1.0
54,7,s,39,1.0
56,1,t,50,1.0
58,5,u,33,1.0
60,4,x,7,1.0
62,1,y,15,1.0
64,7,z,2,1.0
66,3,&,38,1.0
68,5,st,7,2.0
70,6,nt,12,2.0
72,0,ns,1,2.0
74,8,er,7,2.0
95,8,ca,13,2.0
ψ,9,s,37,1.0
