token,cluster,plaintext,freq,pt_len
101,1,puis,3,4.0
102,3,si,8,2.0
103,0,va,2,2.0
105,0,ce,29,2.0
107,3,fai,15,3.0
109,3,ma,7,2.0
11',7,un,12,2.0
112,2,so,10,2.0
113,6,ve,21,2.0
115,7,ci,6,2.0
119,2,me,15,2.0
12',1,deux,2,4.0
120,3,on,2,2.0
121,6,particulier,3,11.0
122,8,su,6,2.0
123,7,vi,6,2.0
124,1,avec,8,4.0
125,0,co,22,2.0
127,2,facil,1,5.0
129,3,mi,16,2.0
13',2,?,1,
130,1,oit,12,3.0
132,1,sans,3,4.0
133,6,vo,7,2.0
134,1,autre,1,5.0
136,6,?,1,
138,1,Hongrois,1,8.0
139,8,mo,11,2.0
14',8,quatre,1,6.0
146,1,demande,1,7.0
148,1,honneur,1,7.0
150,1,ou,2,2.0
154,2,an,2,2.0
159,4,Majeste,5,7.0
16',2,six,2,3.0
160,1,oblig,1,5.0
164,3,aussi,1,5.0
17',1,septem,1,6.0
170,1,ordinaire,1,9.0
174,3,Austriche,1,9.0
175,4,cette,3,5.0
177,6,France,8,6.0
178,2,heur,1,4.0
181,4,Pologne,10,7.0
184,1,au,12,2.0
186,2,?,3,
189,0,ment,12,4.0
19',3,neuf,1,4.0
190,3,ordre,1,5.0
191,1,qua,1,3.0
198,7,ja,10,2.0
20,2,a,66,1.0
20',1,dix,1,3.0
201,7,que,20,3.0
202,1,secret,1,6.0
203,2,voir,1,4.0
206,3,entre,2,5.0
208,3,je,10,2.0
211,1,qui,6,3.0
213,1,vous,11,4.0
215,8,contraire,1,9.0
216,2,eux,5,3.0
22,4,b,6,1.0
222,3,service,1,7.0
223,3,vostre,7,6.0
229,3,ministre,1,8.0
231,2,quu,1,3.0
232,1,seul,2,4.0
234,3,argent,1,6.0
236,0,en,19,2.0
237,3,for,3,3.0
238,2,ju,2,2.0
239,3,mais,3,4.0
24,9,c,24,1.0
246,8,est,21,3.0
249,8,moyen,1,5.0
256,8,Espagnol,1,8.0
258,1,jamais,2,6.0
26,5,d,17,1.0
261,1,quelle,1,6.0
266,1,election,1,8.0
269,4,Mr,10,2.0
271,2,quelque,1,7.0
274,8,Alleman,1,7.0
278,3,il,23,2.0
28,3,e,45,1.0
280,4,pa,11,2.0
281,1,quil,9,4.0
285,4,cour,4,4.0
287,3,ga,3,2.0
288,6,jour,3,4.0
289,1,Madame,1,6.0
290,2,pe,7,2.0
293,3,xa,1,2.0
296,1,engage,4,6.0
297,8,ge,6,2.0
298,7,interest,3,8.0
299,2,maison,3,6.0
30,6,f,6,1.0
30',2,vingt,1,5.0
300,1,pi,1,2.0
301,3,quoique,1,7.0
307,1,gi,3,2.0
310,2,po,8,2.0
311,5,ra,24,2.0
32,3,g,11,1.0
320,2,pu,2,2.0
321,0,re,57,2.0
322,6,ta,3,2.0
324,2,ba,2,2.0
325,2,comme,10,5.0
328,3,intention,1,9.0
331,0,ri,15,2.0
332,7,te,20,2.0
334,2,be,2,2.0
335,4,Cardinal,21,8.0
339,1,na,6,2.0
341,7,ro,8,2.0
342,0,ti,20,2.0
344,3,bi,1,2.0
346,8,encore,1,6.0
347,2,gener,1,5.0
348,6,la,40,2.0
349,3,ne,33,2.0
35',2,?,1,
351,3,ru,2,2.0
352,2,to,1,2.0
354,3,bo,2,2.0
355,2,da,1,2.0
356,1,Empereur,1,8.0
357,1,gouvern,1,7.0
358,2,le,54,2.0
359,7,ni,10,2.0
36,4,i,32,1.0
36',2,?,2,
361,4,Roy,4,3.0
362,0,tu,2,2.0
363,5,zi,6,2.0
364,0,bu,1,2.0
365,8,de,72,2.0
368,2,li,2,2.0
369,7,no,2,2.0
370,4,par,10,3.0
374,8,beaucoup,1,8.0
375,2,di,6,2.0
377,8,grand,4,5.0
378,8,lo,9,2.0
379,7,nu,2,2.0
38',8,?,1,
380,4,pall,1,4.0
382,1,tant,1,4.0
385,2,do,5,2.0
388,7,lu,2,2.0
390,3,point,1,5.0
392,1,tion,11,4.0
394,8,Bethune,2,7.0
395,8,du,7,2.0
398,4,lettre,3,6.0
399,8,Nonce,1,5.0
40,0,l,17,1.0
404,4,bon,1,3.0
405,7,dans,9,4.0
41,2,r,20,1.0
410,7,Pape,5,4.0
414,8,bien,5,4.0
42,0,m,10,1.0
420,3,pour,14,4.0
423,5,ki,7,2.0
426,3,fa,3,2.0
43,4,s,34,1.0
436,6,fe,4,2.0
437,1,ha,1,2.0
438,6,luy,2,3.0
44,0,n,68,1.0
442,4,tout,6,4.0
446,0,fi,8,2.0
447,9,he,10,2.0
449,2,nous,2,4.0
451,8,Reine,1,5.0
455,3,donne,2,5.0
456,8,fo,1,2.0
458,4,leur,5,4.0
46,5,o,14,1.0
461,4,sa,6,2.0
462,2,temps,3,5.0
468,2,long,1,4.0
470,7,pendant,1,7.0
471,4,se,33,2.0
48,0,p,17,1.0
52,2,r,41,1.0
54,1,s,39,1.0
56,7,t,50,1.0
58,7,u,33,1.0
60,4,x,7,1.0
62,8,y,15,1.0
64,1,z,2,1.0
66,2,&,38,1.0
68,3,st,7,2.0
70,8,nt,12,2.0
72,1,ns,1,2.0
74,0,er,7,2.0
95,0,ca,13,2.0
ψ,4,s,37,1.0
