token,cluster,plaintext,freq,pt_len
101,2,puis,3,4.0
102,6,si,8,2.0
103,0,va,2,2.0
105,3,ce,29,2.0
107,3,fai,15,3.0
109,4,ma,7,2.0
11',3,un,12,2.0
112,3,so,10,2.0
113,3,ve,21,2.0
115,1,ci,6,2.0
119,3,me,15,2.0
12',0,deux,2,4.0
120,3,on,2,2.0
121,4,particulier,3,11.0
122,3,su,6,2.0
123,1,vi,6,2.0
124,1,avec,8,4.0
125,3,co,22,2.0
127,0,facil,1,5.0
129,3,mi,16,2.0
13',5,?,1,
130,3,oit,12,3.0
132,8,sans,3,4.0
133,7,vo,7,2.0
134,6,autre,1,5.0
136,4,?,1,
138,2,Hongrois,1,8.0
139,3,mo,11,2.0
14',5,quatre,1,6.0
146,4,demande,1,7.0
148,4,honneur,1,7.0
150,6,ou,2,2.0
154,8,an,2,2.0
159,4,Majeste,5,7.0
16',5,six,2,3.0
160,0,oblig,1,5.0
164,6,aussi,1,5.0
17',5,septem,1,6.0
170,8,ordinaire,1,9.0
174,2,Austriche,1,9.0
175,1,cette,3,5.0
177,4,France,8,6.0
178,9,heur,1,4.0
181,4,Pologne,10,7.0
184,3,au,12,2.0
186,9,?,3,
189,6,ment,12,4.0
19',5,neuf,1,4.0
190,0,ordre,1,5.0
191,8,qua,1,3.0
198,3,ja,10,2.0
20,3,a,66,1.0
20',2,dix,1,3.0
201,3,que,20,3.0
202,2,secret,1,6.0
203,7,voir,1,4.0
206,8,entre,2,5.0
208,8,je,10,2.0
211,3,qui,6,3.0
213,2,vous,11,4.0
215,8,contraire,1,9.0
216,7,eux,5,3.0
22,5,b,6,1.0
222,2,service,1,7.0
223,6,vostre,7,6.0
229,1,ministre,1,8.0
231,0,quu,1,3.0
232,2,seul,2,4.0
234,4,argent,1,6.0
236,3,en,19,2.0
237,6,for,3,3.0
238,7,ju,2,2.0
239,2,mais,3,4.0
24,3,c,24,1.0
246,3,est,21,3.0
249,1,moyen,1,5.0
256,1,Espagnol,1,8.0
258,2,jamais,2,6.0
26,3,d,17,1.0
261,1,quelle,1,6.0
266,0,election,1,8.0
269,1,Mr,10,2.0
271,6,quelque,1,7.0
274,9,Alleman,1,7.0
278,3,il,23,2.0
28,3,e,45,1.0
280,3,pa,11,2.0
281,3,quil,9,4.0
285,1,cour,4,4.0
287,6,ga,3,2.0
288,9,jour,3,4.0
289,4,Madame,1,6.0
290,8,pe,7,2.0
293,6,xa,1,2.0
296,1,engage,4,6.0
297,7,ge,6,2.0
298,1,interest,3,8.0
299,1,maison,3,6.0
30,1,f,6,1.0
30',5,vingt,1,5.0
300,4,pi,1,2.0
301,0,quoique,1,7.0
307,8,gi,3,2.0
310,7,po,8,2.0
311,3,ra,24,2.0
32,6,g,11,1.0
320,7,pu,2,2.0
321,3,re,57,2.0
322,6,ta,3,2.0
324,1,ba,2,2.0
325,1,comme,10,5.0
328,0,intention,1,9.0
331,3,ri,15,2.0
332,3,te,20,2.0
334,1,be,2,2.0
335,1,Cardinal,21,8.0
339,0,na,6,2.0
341,3,ro,8,2.0
342,3,ti,20,2.0
344,7,bi,1,2.0
346,1,encore,1,6.0
347,9,gener,1,5.0
348,3,la,40,2.0
349,3,ne,33,2.0
35',5,?,1,
351,2,ru,2,2.0
352,6,to,1,2.0
354,4,bo,2,2.0
355,6,da,1,2.0
356,1,Empereur,1,8.0
357,0,gouvern,1,7.0
358,3,le,54,2.0
359,1,ni,10,2.0
36,3,i,32,1.0
36',5,?,2,
361,4,Roy,4,3.0
362,0,tu,2,2.0
363,1,zi,6,2.0
364,0,bu,1,2.0
365,3,de,72,2.0
368,7,li,2,2.0
369,1,no,2,2.0
370,3,par,10,3.0
374,0,beaucoup,1,8.0
375,6,di,6,2.0
377,9,grand,4,5.0
378,3,lo,9,2.0
379,4,nu,2,2.0
38',0,?,1,
380,1,pall,1,4.0
382,1,tant,1,4.0
385,8,do,5,2.0
388,7,lu,2,2.0
390,4,point,1,5.0
392,3,tion,11,4.0
394,5,Bethune,2,7.0
395,4,du,7,2.0
398,4,lettre,3,6.0
399,9,Nonce,1,5.0
40,3,l,17,1.0
404,1,bon,1,3.0
405,3,dans,9,4.0
41,3,r,20,1.0
410,8,Pape,5,4.0
414,7,bien,5,4.0
42,7,m,10,1.0
420,3,pour,14,4.0
423,1,ki,7,2.0
426,1,fa,3,2.0
43,3,s,34,1.0
436,9,fe,4,2.0
437,2,ha,1,2.0
438,4,luy,2,3.0
44,3,n,68,1.0
442,9,tout,6,4.0
446,0,fi,8,2.0
447,6,he,10,2.0
449,8,nous,2,4.0
451,8,Reine,1,5.0
455,4,donne,2,5.0
456,4,fo,1,2.0
458,1,leur,5,4.0
46,4,o,14,1.0
461,1,sa,6,2.0
462,9,temps,3,5.0
468,1,long,1,4.0
470,1,pendant,1,7.0
471,3,se,33,2.0
48,3,p,17,1.0
52,3,r,41,1.0
54,3,s,39,1.0
56,3,t,50,1.0
58,3,u,33,1.0
60,4,x,7,1.0
62,3,y,15,1.0
64,1,z,2,1.0
66,3,&,38,1.0
68,2,st,7,2.0
70,3,nt,12,2.0
72,2,ns,1,2.0
74,0,er,7,2.0
95,3,ca,13,2.0
ψ,3,s,37,1.0
