token,cluster,plaintext,freq,pt_len
101,7,puis,3,4.0
102,7,si,8,2.0
103,0,va,2,2.0
105,3,ce,29,2.0
107,4,fai,15,3.0
109,9,ma,7,2.0
11',7,un,12,2.0
112,4,so,10,2.0
113,0,ve,21,2.0
115,2,ci,6,2.0
119,0,me,15,2.0
12',0,deux,2,4.0
120,6,on,2,2.0
121,9,particulier,3,11.0
122,3,su,6,2.0
123,5,vi,6,2.0
124,3,avec,8,4.0
125,6,co,22,2.0
127,0,facil,1,5.0
129,0,mi,16,2.0
13',1,?,1,
130,6,oit,12,3.0
132,6,sans,3,4.0
133,4,vo,7,2.0
134,3,autre,1,5.0
136,4,?,1,
138,7,Hongrois,1,8.0
139,9,mo,11,2.0
14',1,quatre,1,6.0
146,9,demande,1,7.0
148,7,honneur,1,7.0
150,4,ou,2,2.0
154,3,an,2,2.0
159,9,Majeste,5,7.0
16',1,six,2,3.0
160,6,oblig,1,5.0
164,3,aussi,1,5.0
17',1,septem,1,6.0
170,6,ordinaire,1,9.0
174,7,Austriche,1,9.0
175,2,cette,3,5.0
177,8,France,8,6.0
178,5,heur,1,4.0
181,9,Pologne,10,7.0
184,6,au,12,2.0
186,5,?,3,
189,0,ment,12,4.0
19',1,neuf,1,4.0
190,0,ordre,1,5.0
191,6,qua,1,3.0
198,4,ja,10,2.0
20,0,a,66,1.0
20',7,dix,1,3.0
201,7,que,20,3.0
202,7,secret,1,6.0
203,4,voir,1,4.0
206,4,entre,2,5.0
208,3,je,10,2.0
211,0,qui,6,3.0
213,7,vous,11,4.0
215,6,contraire,1,9.0
216,4,eux,5,3.0
22,1,b,6,1.0
222,7,service,1,7.0
223,3,vostre,7,6.0
229,2,ministre,1,8.0
231,0,quu,1,3.0
232,5,seul,2,4.0
234,8,argent,1,6.0
236,6,en,19,2.0
237,9,for,3,3.0
238,4,ju,2,2.0
239,7,mais,3,4.0
24,8,c,24,1.0
246,0,est,21,3.0
249,5,moyen,1,5.0
256,8,Espagnol,1,8.0
258,7,jamais,2,6.0
26,6,d,17,1.0
261,2,quelle,1,6.0
266,6,election,1,8.0
269,5,Mr,10,2.0
271,3,quelque,1,7.0
274,0,Alleman,1,7.0
278,0,il,23,2.0
28,0,e,45,1.0
280,2,pa,11,2.0
281,3,quil,9,4.0
285,2,cour,4,4.0
287,3,ga,3,2.0
288,5,jour,3,4.0
289,9,Madame,1,6.0
290,3,pe,7,2.0
293,3,xa,1,2.0
296,8,engage,4,6.0
297,4,ge,6,2.0
298,5,interest,3,8.0
299,8,maison,3,6.0
30,4,f,6,1.0
30',1,vingt,1,5.0
300,0,pi,1,2.0
301,0,quoique,1,7.0
307,3,gi,3,2.0
310,4,po,8,2.0
311,3,ra,24,2.0
32,3,g,11,1.0
320,4,pu,2,2.0
321,6,re,57,2.0
322,3,ta,3,2.0
324,5,ba,2,2.0
325,5,comme,10,5.0
328,0,intention,1,9.0
331,0,ri,15,2.0
332,4,te,20,2.0
334,5,be,2,2.0
335,5,Cardinal,21,8.0
339,0,na,6,2.0
341,6,ro,8,2.0
342,6,ti,20,2.0
344,4,bi,1,2.0
346,9,encore,1,6.0
347,4,gener,1,5.0
348,8,la,40,2.0
349,3,ne,33,2.0
35',1,?,1,
351,7,ru,2,2.0
352,3,to,1,2.0
354,9,bo,2,2.0
355,4,da,1,2.0
356,2,Empereur,1,8.0
357,0,gouvern,1,7.0
358,5,le,54,2.0
359,5,ni,10,2.0
36,4,i,32,1.0
36',1,?,2,
361,9,Roy,4,3.0
362,0,tu,2,2.0
363,2,zi,6,2.0
364,6,bu,1,2.0
365,0,de,72,2.0
368,4,li,2,2.0
369,5,no,2,2.0
370,6,par,10,3.0
374,0,beaucoup,1,8.0
375,0,di,6,2.0
377,0,grand,4,5.0
378,4,lo,9,2.0
379,8,nu,2,2.0
38',6,?,1,
380,5,pall,1,4.0
382,6,tant,1,4.0
385,9,do,5,2.0
388,4,lu,2,2.0
390,9,point,1,5.0
392,8,tion,11,4.0
394,1,Bethune,2,7.0
395,3,du,7,2.0
398,9,lettre,3,6.0
399,5,Nonce,1,5.0
40,6,l,17,1.0
404,5,bon,1,3.0
405,6,dans,9,4.0
41,6,r,20,1.0
410,3,Pape,5,4.0
414,4,bien,5,4.0
42,4,m,10,1.0
420,6,pour,14,4.0
423,2,ki,7,2.0
426,8,fa,3,2.0
43,0,s,34,1.0
436,3,fe,4,2.0
437,7,ha,1,2.0
438,8,luy,2,3.0
44,6,n,68,1.0
442,5,tout,6,4.0
446,6,fi,8,2.0
447,0,he,10,2.0
449,3,nous,2,4.0
451,4,Reine,1,5.0
455,8,donne,2,5.0
456,9,fo,1,2.0
458,6,leur,5,4.0
46,9,o,14,1.0
461,5,sa,6,2.0
462,4,temps,3,5.0
468,0,long,1,4.0
470,0,pendant,1,7.0
471,0,se,33,2.0
48,7,p,17,1.0
52,6,r,41,1.0
54,0,s,39,1.0
56,4,t,50,1.0
58,4,u,33,1.0
60,9,x,7,1.0
62,8,y,15,1.0
64,2,z,2,1.0
66,0,&,38,1.0
68,7,st,7,2.0
70,0,nt,12,2.0
72,7,ns,1,2.0
74,0,er,7,2.0
95,6,ca,13,2.0
ψ,0,s,37,1.0
