token,cluster,plaintext,freq,pt_len
101,9,puis,3,4.0
102,9,si,8,2.0
103,3,va,2,2.0
105,3,ce,29,2.0
107,4,fai,15,3.0
109,9,ma,7,2.0
11',3,un,12,2.0
112,4,so,10,2.0
113,4,ve,21,2.0
115,8,ci,6,2.0
119,9,me,15,2.0
12',0,deux,2,4.0
120,1,on,2,2.0
121,0,particulier,3,11.0
122,4,su,6,2.0
123,8,vi,6,2.0
124,6,avec,8,4.0
125,3,co,22,2.0
127,0,facil,1,5.0
129,3,mi,16,2.0
13',1,?,1,
130,1,oit,12,3.0
132,4,sans,3,4.0
133,5,vo,7,2.0
134,0,autre,1,5.0
136,4,?,1,
138,9,Hongrois,1,8.0
139,1,mo,11,2.0
14',1,quatre,1,6.0
146,4,demande,1,7.0
148,4,honneur,1,7.0
150,3,ou,2,2.0
154,4,an,2,2.0
159,6,Majeste,5,7.0
16',1,six,2,3.0
160,0,oblig,1,5.0
164,4,aussi,1,5.0
17',1,septem,1,6.0
170,3,ordinaire,1,9.0
174,0,Austriche,1,9.0
175,6,cette,3,5.0
177,1,France,8,6.0
178,4,heur,1,4.0
181,7,Pologne,10,7.0
184,8,au,12,2.0
186,7,?,3,
189,3,ment,12,4.0
19',1,neuf,1,4.0
190,0,ordre,1,5.0
191,1,qua,1,3.0
198,4,ja,10,2.0
20,0,a,66,1.0
20',3,dix,1,3.0
201,4,que,20,3.0
202,9,secret,1,6.0
203,4,voir,1,4.0
206,4,entre,2,5.0
208,5,je,10,2.0
211,1,qui,6,3.0
213,9,vous,11,4.0
215,1,contraire,1,9.0
216,4,eux,5,3.0
22,1,b,6,1.0
222,9,service,1,7.0
223,9,vostre,7,6.0
229,8,ministre,1,8.0
231,0,quu,1,3.0
232,1,seul,2,4.0
234,4,argent,1,6.0
236,9,en,19,2.0
237,9,for,3,3.0
238,4,ju,2,2.0
239,9,mais,3,4.0
24,5,c,24,1.0
246,7,est,21,3.0
249,1,moyen,1,5.0
256,4,Espagnol,1,8.0
258,0,jamais,2,6.0
26,2,d,17,1.0
261,1,quelle,1,6.0
266,0,election,1,8.0
269,2,Mr,10,2.0
271,0,quelque,1,7.0
274,0,Alleman,1,7.0
278,0,il,23,2.0
28,3,e,45,1.0
280,8,pa,11,2.0
281,1,quil,9,4.0
285,6,cour,4,4.0
287,3,ga,3,2.0
288,7,jour,3,4.0
289,0,Madame,1,6.0
290,3,pe,7,2.0
293,9,xa,1,2.0
296,8,engage,4,6.0
297,4,ge,6,2.0
298,1,interest,3,8.0
299,1,maison,3,6.0
30,4,f,6,1.0
30',1,vingt,1,5.0
300,0,pi,1,2.0
301,1,quoique,1,7.0
307,1,gi,3,2.0
310,4,po,8,2.0
311,2,ra,24,2.0
32,0,g,11,1.0
320,4,pu,2,2.0
321,9,re,57,2.0
322,5,ta,3,2.0
324,8,ba,2,2.0
325,1,comme,10,5.0
328,0,intention,1,9.0
331,3,ri,15,2.0
332,3,te,20,2.0
334,8,be,2,2.0
335,2,Cardinal,21,8.0
339,1,na,6,2.0
341,4,ro,8,2.0
342,3,ti,20,2.0
344,4,bi,1,2.0
346,1,encore,1,6.0
347,4,gener,1,5.0
348,4,la,40,2.0
349,0,ne,33,2.0
35',1,?,1,
351,9,ru,2,2.0
352,1,to,1,2.0
354,0,bo,2,2.0
355,1,da,1,2.0
356,1,Empereur,1,8.0
357,0,gouvern,1,7.0
358,2,le,54,2.0
359,8,ni,10,2.0
36,5,i,32,1.0
36',1,?,2,
361,4,Roy,4,3.0
362,3,tu,2,2.0
363,2,zi,6,2.0
364,3,bu,1,2.0
365,3,de,72,2.0
368,4,li,2,2.0
369,8,no,2,2.0
370,1,par,10,3.0
374,0,beaucoup,1,8.0
375,4,di,6,2.0
377,3,grand,4,5.0
378,0,lo,9,2.0
379,5,nu,2,2.0
38',0,?,1,
380,1,pall,1,4.0
382,1,tant,1,4.0
385,0,do,5,2.0
388,4,lu,2,2.0
390,0,point,1,5.0
392,5,tion,11,4.0
394,1,Bethune,2,7.0
395,0,du,7,2.0
398,0,lettre,3,6.0
399,0,Nonce,1,5.0
40,9,l,17,1.0
404,1,bon,1,3.0
405,4,dans,9,4.0
41,8,r,20,1.0
410,3,Pape,5,4.0
414,0,bien,5,4.0
42,3,m,10,1.0
420,1,pour,14,4.0
423,2,ki,7,2.0
426,5,fa,3,2.0
43,7,s,34,1.0
436,0,fe,4,2.0
437,4,ha,1,2.0
438,5,luy,2,3.0
44,3,n,68,1.0
442,7,tout,6,4.0
446,3,fi,8,2.0
447,5,he,10,2.0
449,3,nous,2,4.0
451,4,Reine,1,5.0
455,5,donne,2,5.0
456,0,fo,1,2.0
458,6,leur,5,4.0
46,6,o,14,1.0
461,7,sa,6,2.0
462,4,temps,3,5.0
468,1,long,1,4.0
470,0,pendant,1,7.0
471,7,se,33,2.0
48,9,p,17,1.0
52,1,r,41,1.0
54,1,s,39,1.0
56,4,t,50,1.0
58,1,u,33,1.0
60,1,x,7,1.0
62,5,y,15,1.0
64,2,z,2,1.0
66,7,&,38,1.0
68,9,st,7,2.0
70,7,nt,12,2.0
72,3,ns,1,2.0
74,0,er,7,2.0
95,1,ca,13,2.0
ψ,7,s,37,1.0
