token,cluster,plaintext,freq,pt_len
101,4,puis,3,4.0
102,4,si,8,2.0
103,6,va,2,2.0
105,5,ce,29,2.0
107,1,fai,15,3.0
109,8,ma,7,2.0
11',1,un,12,2.0
112,5,so,10,2.0
113,1,ve,21,2.0
115,3,ci,6,2.0
119,0,me,15,2.0
12',6,deux,2,4.0
120,1,on,2,2.0
121,0,particulier,3,11.0
122,3,su,6,2.0
123,3,vi,6,2.0
124,7,avec,8,4.0
125,6,co,22,2.0
127,5,facil,1,5.0
129,0,mi,16,2.0
13',5,?,1,
130,6,oit,12,3.0
132,1,sans,3,4.0
133,1,vo,7,2.0
134,4,autre,1,5.0
136,1,?,1,
138,1,Hongrois,1,8.0
139,8,mo,11,2.0
14',2,quatre,1,6.0
146,8,demande,1,7.0
148,1,honneur,1,7.0
150,0,ou,2,2.0
154,6,an,2,2.0
159,8,Majeste,5,7.0
16',2,six,2,3.0
160,6,oblig,1,5.0
164,1,aussi,1,5.0
17',2,septem,1,6.0
170,6,ordinaire,1,9.0
174,1,Austriche,1,9.0
175,7,cette,3,5.0
177,8,France,8,6.0
178,3,heur,1,4.0
181,8,Pologne,10,7.0
184,6,au,12,2.0
186,9,?,3,
189,6,ment,12,4.0
19',2,neuf,1,4.0
190,5,ordre,1,5.0
191,5,qua,1,3.0
198,3,ja,10,2.0
20,1,a,66,1.0
20',1,dix,1,3.0
201,1,que,20,3.0
202,4,secret,1,6.0
203,3,voir,1,4.0
206,1,entre,2,5.0
208,8,je,10,2.0
211,1,qui,6,3.0
213,4,vous,11,4.0
215,5,contraire,1,9.0
216,3,eux,5,3.0
22,2,b,6,1.0
222,4,service,1,7.0
223,0,vostre,7,6.0
229,9,ministre,1,8.0
231,5,quu,1,3.0
232,5,seul,2,4.0
234,1,argent,1,6.0
236,6,en,19,2.0
237,0,for,3,3.0
238,3,ju,2,2.0
239,4,mais,3,4.0
24,1,c,24,1.0
246,3,est,21,3.0
249,3,moyen,1,5.0
256,9,Espagnol,1,8.0
258,1,jamais,2,6.0
26,7,d,17,1.0
261,5,quelle,1,6.0
266,6,election,1,8.0
269,7,Mr,10,2.0
271,5,quelque,1,7.0
274,1,Alleman,1,7.0
278,0,il,23,2.0
28,0,e,45,1.0
280,2,pa,11,2.0
281,5,quil,9,4.0
285,7,cour,4,4.0
287,0,ga,3,2.0
288,3,jour,3,4.0
289,1,Madame,1,6.0
290,0,pe,7,2.0
293,0,xa,1,2.0
296,9,engage,4,6.0
297,3,ge,6,2.0
298,9,interest,3,8.0
299,9,maison,3,6.0
30,1,f,6,1.0
30',2,vingt,1,5.0
300,5,pi,1,2.0
301,5,quoique,1,7.0
307,5,gi,3,2.0
310,6,po,8,2.0
311,7,ra,24,2.0
32,0,g,11,1.0
320,3,pu,2,2.0
321,6,re,57,2.0
322,4,ta,3,2.0
324,9,ba,2,2.0
325,3,comme,10,5.0
328,5,intention,1,9.0
331,6,ri,15,2.0
332,1,te,20,2.0
334,9,be,2,2.0
335,9,Cardinal,21,8.0
339,5,na,6,2.0
341,6,ro,8,2.0
342,6,ti,20,2.0
344,6,bi,1,2.0
346,8,encore,1,6.0
347,3,gener,1,5.0
348,1,la,40,2.0
349,0,ne,33,2.0
35',2,?,1,
351,4,ru,2,2.0
352,1,to,1,2.0
354,8,bo,2,2.0
355,5,da,1,2.0
356,9,Empereur,1,8.0
357,5,gouvern,1,7.0
358,9,le,54,2.0
359,3,ni,10,2.0
36,8,i,32,1.0
36',2,?,2,
361,8,Roy,4,3.0
362,6,tu,2,2.0
363,7,zi,6,2.0
364,6,bu,1,2.0
365,1,de,72,2.0
368,3,li,2,2.0
369,3,no,2,2.0
370,9,par,10,3.0
374,5,beaucoup,1,8.0
375,3,di,6,2.0
377,1,grand,4,5.0
378,0,lo,9,2.0
379,1,nu,2,2.0
38',5,?,1,
380,9,pall,1,4.0
382,7,tant,1,4.0
385,0,do,5,2.0
388,1,lu,2,2.0
390,8,point,1,5.0
392,8,tion,11,4.0
394,5,Bethune,2,7.0
395,8,du,7,2.0
398,8,lettre,3,6.0
399,3,Nonce,1,5.0
40,6,l,17,1.0
404,9,bon,1,3.0
405,9,dans,9,4.0
41,5,r,20,1.0
410,1,Pape,5,4.0
414,0,bien,5,4.0
42,6,m,10,1.0
420,4,pour,14,4.0
423,7,ki,7,2.0
426,8,fa,3,2.0
43,8,s,34,1.0
436,1,fe,4,2.0
437,1,ha,1,2.0
438,8,luy,2,3.0
44,5,n,68,1.0
442,3,tout,6,4.0
446,6,fi,8,2.0
447,1,he,10,2.0
449,0,nous,2,4.0
451,3,Reine,1,5.0
455,8,donne,2,5.0
456,8,fo,1,2.0
458,9,leur,5,4.0
46,7,o,14,1.0
461,9,sa,6,2.0
462,3,temps,3,5.0
468,5,long,1,4.0
470,5,pendant,1,7.0
471,5,se,33,2.0
48,4,p,17,1.0
52,5,r,41,1.0
54,8,s,39,1.0
56,1,t,50,1.0
58,3,u,33,1.0
60,5,x,7,1.0
62,8,y,15,1.0
64,7,z,2,1.0
66,3,&,38,1.0
68,4,st,7,2.0
70,3,nt,12,2.0
72,4,ns,1,2.0
74,6,er,7,2.0
95,5,ca,13,2.0
ψ,8,s,37,1.0
