token,cluster,plaintext,freq,pt_len
101,6,puis,3,4.0
102,6,si,8,2.0
103,6,va,2,2.0
105,6,ce,29,2.0
107,6,fai,15,3.0
109,6,ma,7,2.0
11',6,un,12,2.0
112,2,so,10,2.0
113,3,ve,21,2.0
115,3,ci,6,2.0
119,6,me,15,2.0
12',3,deux,2,4.0
120,6,on,2,2.0
121,1,particulier,3,11.0
122,3,su,6,2.0
123,3,vi,6,2.0
124,0,avec,8,4.0
125,6,co,22,2.0
127,5,facil,1,5.0
129,1,mi,16,2.0
13',7,?,1,
130,5,oit,12,3.0
132,1,sans,3,4.0
133,5,vo,7,2.0
134,3,autre,1,5.0
136,3,?,1,
138,6,Hongrois,1,8.0
139,2,mo,11,2.0
14',8,quatre,1,6.0
146,5,demande,1,7.0
148,3,honneur,1,7.0
150,6,ou,2,2.0
154,6,an,2,2.0
159,2,Majeste,5,7.0
16',8,six,2,3.0
160,3,oblig,1,5.0
164,3,aussi,1,5.0
17',8,septem,1,6.0
170,5,ordinaire,1,9.0
174,3,Austriche,1,9.0
175,0,cette,3,5.0
177,4,France,8,6.0
178,3,heur,1,4.0
181,2,Pologne,10,7.0
184,6,au,12,2.0
186,7,?,3,
189,6,ment,12,4.0
19',8,neuf,1,4.0
190,3,ordre,1,5.0
191,5,qua,1,3.0
198,4,ja,10,2.0
20,1,a,66,1.0
20',6,dix,1,3.0
201,7,que,20,3.0
202,6,secret,1,6.0
203,3,voir,1,4.0
206,1,entre,2,5.0
208,5,je,10,2.0
211,2,qui,6,3.0
213,6,vous,11,4.0
215,5,contraire,1,9.0
216,3,eux,5,3.0
22,8,b,6,1.0
222,3,service,1,7.0
223,1,vostre,7,6.0
229,7,ministre,1,8.0
231,5,quu,1,3.0
232,7,seul,2,4.0
234,5,argent,1,6.0
236,6,en,19,2.0
237,1,for,3,3.0
238,3,ju,2,2.0
239,6,mais,3,4.0
24,4,c,24,1.0
246,1,est,21,3.0
249,7,moyen,1,5.0
256,7,Espagnol,1,8.0
258,3,jamais,2,6.0
26,0,d,17,1.0
261,5,quelle,1,6.0
266,5,election,1,8.0
269,0,Mr,10,2.0
271,3,quelque,1,7.0
274,3,Alleman,1,7.0
278,1,il,23,2.0
28,6,e,45,1.0
280,7,pa,11,2.0
281,5,quil,9,4.0
285,0,cour,4,4.0
287,3,ga,3,2.0
288,3,jour,3,4.0
289,3,Madame,1,6.0
290,1,pe,7,2.0
293,5,xa,1,2.0
296,7,engage,4,6.0
297,3,ge,6,2.0
298,7,interest,3,8.0
299,2,maison,3,6.0
30,3,f,6,1.0
30',8,vingt,1,5.0
300,3,pi,1,2.0
301,5,quoique,1,7.0
307,5,gi,3,2.0
310,3,po,8,2.0
311,0,ra,24,2.0
32,5,g,11,1.0
320,3,pu,2,2.0
321,6,re,57,2.0
322,4,ta,3,2.0
324,7,ba,2,2.0
325,7,comme,10,5.0
328,3,intention,1,9.0
331,6,ri,15,2.0
332,3,te,20,2.0
334,7,be,2,2.0
335,0,Cardinal,21,8.0
339,5,na,6,2.0
341,6,ro,8,2.0
342,6,ti,20,2.0
344,3,bi,1,2.0
346,5,encore,1,6.0
347,3,gener,1,5.0
348,4,la,40,2.0
349,1,ne,33,2.0
35',8,?,1,
351,3,ru,2,2.0
352,3,to,1,2.0
354,2,bo,2,2.0
355,7,da,1,2.0
356,7,Empereur,1,8.0
357,5,gouvern,1,7.0
358,0,le,54,2.0
359,7,ni,10,2.0
36,2,i,32,1.0
36',8,?,2,
361,3,Roy,4,3.0
362,5,tu,2,2.0
363,9,zi,6,2.0
364,6,bu,1,2.0
365,3,de,72,2.0
368,6,li,2,2.0
369,7,no,2,2.0
370,8,par,10,3.0
374,3,beaucoup,1,8.0
375,3,di,6,2.0
377,3,grand,4,5.0
378,5,lo,9,2.0
379,1,nu,2,2.0
38',3,?,1,
380,7,pall,1,4.0
382,7,tant,1,4.0
385,1,do,5,2.0
388,5,lu,2,2.0
390,5,point,1,5.0
392,4,tion,11,4.0
394,8,Bethune,2,7.0
395,3,du,7,2.0
398,3,lettre,3,6.0
399,3,Nonce,1,5.0
40,6,l,17,1.0
404,7,bon,1,3.0
405,3,dans,9,4.0
41,7,r,20,1.0
410,3,Pape,5,4.0
414,5,bien,5,4.0
42,6,m,10,1.0
420,7,pour,14,4.0
423,9,ki,7,2.0
426,4,fa,3,2.0
43,2,s,34,1.0
436,3,fe,4,2.0
437,3,ha,1,2.0
438,4,luy,2,3.0
44,6,n,68,1.0
442,3,tout,6,4.0
446,6,fi,8,2.0
447,4,he,10,2.0
449,1,nous,2,4.0
451,3,Reine,1,5.0
455,2,donne,2,5.0
456,5,fo,1,2.0
458,2,leur,5,4.0
46,9,o,14,1.0
461,4,sa,6,2.0
462,3,temps,3,5.0
468,3,long,1,4.0
470,3,pendant,1,7.0
471,2,se,33,2.0
48,6,p,17,1.0
52,7,r,41,1.0
54,2,s,39,1.0
56,6,t,50,1.0
58,5,u,33,1.0
60,5,x,7,1.0
62,4,y,15,1.0
64,0,z,2,1.0
66,3,&,38,1.0
68,6,st,7,2.0
70,3,nt,12,2.0
72,6,ns,1,2.0
74,5,er,7,2.0
95,5,ca,13,2.0
ψ,2,s,37,1.0
