token,cluster,plaintext,freq,pt_len
101,8,puis,3,4.0
102,8,si,8,2.0
103,3,va,2,2.0
105,9,ce,29,2.0
107,0,fai,15,3.0
109,6,ma,7,2.0
11',8,un,12,2.0
112,9,so,10,2.0
113,7,ve,21,2.0
115,3,ci,6,2.0
119,6,me,15,2.0
12',9,deux,2,4.0
120,9,on,2,2.0
121,6,particulier,3,11.0
122,0,su,6,2.0
123,5,vi,6,2.0
124,1,avec,8,4.0
125,3,co,22,2.0
127,9,facil,1,5.0
129,6,mi,16,2.0
13',9,?,1,
130,9,oit,12,3.0
132,7,sans,3,4.0
133,7,vo,7,2.0
134,6,autre,1,5.0
136,0,?,1,
138,8,Hongrois,1,8.0
139,4,mo,11,2.0
14',2,quatre,1,6.0
146,4,demande,1,7.0
148,4,honneur,1,7.0
150,3,ou,2,2.0
154,9,an,2,2.0
159,1,Majeste,5,7.0
16',2,six,2,3.0
160,3,oblig,1,5.0
164,9,aussi,1,5.0
17',2,septem,1,6.0
170,9,ordinaire,1,9.0
174,8,Austriche,1,9.0
175,1,cette,3,5.0
177,4,France,8,6.0
178,0,heur,1,4.0
181,4,Pologne,10,7.0
184,8,au,12,2.0
186,5,?,3,
189,3,ment,12,4.0
19',2,neuf,1,4.0
190,9,ordre,1,5.0
191,9,qua,1,3.0
198,0,ja,10,2.0
20,0,a,66,1.0
20',8,dix,1,3.0
201,8,que,20,3.0
202,8,secret,1,6.0
203,3,voir,1,4.0
206,7,entre,2,5.0
208,4,je,10,2.0
211,7,qui,6,3.0
213,8,vous,11,4.0
215,9,contraire,1,9.0
216,0,eux,5,3.0
22,2,b,6,1.0
222,8,service,1,7.0
223,6,vostre,7,6.0
229,5,ministre,1,8.0
231,9,quu,1,3.0
232,8,seul,2,4.0
234,9,argent,1,6.0
236,8,en,19,2.0
237,6,for,3,3.0
238,3,ju,2,2.0
239,8,mais,3,4.0
24,7,c,24,1.0
246,0,est,21,3.0
249,5,moyen,1,5.0
256,5,Espagnol,1,8.0
258,8,jamais,2,6.0
26,1,d,17,1.0
261,4,quelle,1,6.0
266,3,election,1,8.0
269,1,Mr,10,2.0
271,9,quelque,1,7.0
274,0,Alleman,1,7.0
278,6,il,23,2.0
28,0,e,45,1.0
280,2,pa,11,2.0
281,8,quil,9,4.0
285,5,cour,4,4.0
287,6,ga,3,2.0
288,0,jour,3,4.0
289,7,Madame,1,6.0
290,6,pe,7,2.0
293,6,xa,1,2.0
296,5,engage,4,6.0
297,3,ge,6,2.0
298,5,interest,3,8.0
299,5,maison,3,6.0
30,0,f,6,1.0
30',2,vingt,1,5.0
300,9,pi,1,2.0
301,9,quoique,1,7.0
307,9,gi,3,2.0
310,3,po,8,2.0
311,1,ra,24,2.0
32,6,g,11,1.0
320,3,pu,2,2.0
321,3,re,57,2.0
322,6,ta,3,2.0
324,5,ba,2,2.0
325,0,comme,10,5.0
328,9,intention,1,9.0
331,3,ri,15,2.0
332,8,te,20,2.0
334,5,be,2,2.0
335,5,Cardinal,21,8.0
339,2,na,6,2.0
341,3,ro,8,2.0
342,3,ti,20,2.0
344,3,bi,1,2.0
346,4,encore,1,6.0
347,0,gener,1,5.0
348,0,la,40,2.0
349,6,ne,33,2.0
35',2,?,1,
351,8,ru,2,2.0
352,9,to,1,2.0
354,4,bo,2,2.0
355,9,da,1,2.0
356,5,Empereur,1,8.0
357,9,gouvern,1,7.0
358,5,le,54,2.0
359,5,ni,10,2.0
36,7,i,32,1.0
36',2,?,2,
361,0,Roy,4,3.0
362,3,tu,2,2.0
363,1,zi,6,2.0
364,3,bu,1,2.0
365,9,de,72,2.0
368,9,li,2,2.0
369,5,no,2,2.0
370,5,par,10,3.0
374,9,beaucoup,1,8.0
375,3,di,6,2.0
377,0,grand,4,5.0
378,9,lo,9,2.0
379,7,nu,2,2.0
38',9,?,1,
380,5,pall,1,4.0
382,1,tant,1,4.0
385,6,do,5,2.0
388,7,lu,2,2.0
390,4,point,1,5.0
392,4,tion,11,4.0
394,4,Bethune,2,7.0
395,9,du,7,2.0
398,4,lettre,3,6.0
399,0,Nonce,1,5.0
40,8,l,17,1.0
404,5,bon,1,3.0
405,5,dans,9,4.0
41,9,r,20,1.0
410,7,Pape,5,4.0
414,7,bien,5,4.0
42,3,m,10,1.0
420,8,pour,14,4.0
423,1,ki,7,2.0
426,4,fa,3,2.0
43,4,s,34,1.0
436,0,fe,4,2.0
437,8,ha,1,2.0
438,7,luy,2,3.0
44,9,n,68,1.0
442,0,tout,6,4.0
446,3,fi,8,2.0
447,7,he,10,2.0
449,9,nous,2,4.0
451,9,Reine,1,5.0
455,4,donne,2,5.0
456,4,fo,1,2.0
458,5,leur,5,4.0
46,1,o,14,1.0
461,5,sa,6,2.0
462,0,temps,3,5.0
468,9,long,1,4.0
470,9,pendant,1,7.0
471,9,se,33,2.0
48,8,p,17,1.0
52,9,r,41,1.0
54,4,s,39,1.0
56,0,t,50,1.0
58,9,u,33,1.0
60,4,x,7,1.0
62,4,y,15,1.0
64,1,z,2,1.0
66,0,&,38,1.0
68,8,st,7,2.0
70,0,nt,12,2.0
72,8,ns,1,2.0
74,3,er,7,2.0
95,9,ca,13,2.0
ψ,4,s,37,1.0
