n,German,Latin,English,French,Dutch
1,38.478505637063485,26.02139090046875,29.961402919953013,36.10763403236516,47.75873855609884
2,2.997159221529293,3.408614592111745,3.4809308757130273,3.353849189646153,9.55226999012031
3,0.8460418068324017,0.5796457445352975,0.8601643230305401,1.0324180693391707,0.9107976607351295
4,0.11275925688856954,0.15239570128419774,0.14959386703502559,0.19306828086892083,0.24863625372163434
5,0.04254526568326389,0.04490555754416603,0.030206468403554582,0.047557277239406524,0.050496490928125505
