type,idx,folio,pos,token,tok_freq,partner,partner_freq
A,4.r.1,4,14,"cc,a,m",45,"c^c,c,a,m",9
B,4.r.1,4,14,"cc,a,m",45,"c^c,a,m",20
A,4.r.1,4,17,"cc,o,Q",15,"c^c,c,o,Q",4
B,4.r.1,4,17,"cc,o,Q",15,"c^c,o,Q",5
B,4.r.1,4,18,"o,M,cc,o,x",22,"o,M,c^c,o,x",2
A,4.r.1,4,19,"cc,o,x",349,"c^c,c,o,x",96
B,4.r.1,4,19,"cc,o,x",349,"c^c,o,x",163
A,4.r.1,4,20,"cc,9",131,"c^c,c,9",257
B,4.r.1,4,20,"cc,9",131,"c^c,9",82
A,4.r.1,4,21,"cc,a,m",45,"c^c,c,a,m",9
B,4.r.1,4,21,"cc,a,m",45,"c^c,a,m",20
B,4.r.1,4,24,"c^c,a,n",8,"cc,a,n",18
B,4.r.1,4,25,"4,o,M,cc,o,x",14,"4,o,M,c^c,o,x",1
A,4.r.1,4,26,"cc,9",131,"c^c,c,9",257
B,4.r.1,4,26,"cc,9",131,"c^c,9",82
A,4.r.2,4,1,"4,o,M,cc,9",61,"4,o,M,c^c,c,9",5
B,4.r.2,4,1,"4,o,M,cc,9",61,"4,o,M,c^c,9",5
A,4.r.2,4,3,"cc,o,Z",212,"c^c,c,o,Z",41
B,4.r.2,4,3,"cc,o,Z",212,"c^c,o,Z",87
B,4.r.2,4,4,"c^c,9,M,cc,9",2,"cc,9,M,cc,9",1
B,4.r.2,4,10,"c^c,o,Z",87,"cc,o,Z",212
B,4.r.2,4,11,"c^c,o,x",163,"cc,o,x",349
B,4.r.2,4,12,"c^c,o,x",163,"cc,o,x",349
A,4.r.2,4,17,"M,cc,9",17,"M,c^c,c,9",7
B,4.r.2,4,17,"M,cc,9",17,"M,c^c,9",4
B,4.r.2,4,20,"c^c,o,Z",87,"cc,o,Z",212
A,4.r.2,4,27,"cc,a,m",45,"c^c,c,a,m",9
B,4.r.2,4,27,"cc,a,m",45,"c^c,a,m",20
A,4.r.2,4,28,"cc,a,m",45,"c^c,c,a,m",9
B,4.r.2,4,28,"cc,a,m",45,"c^c,a,m",20
A,4.v.1,4,1,"N,c^c,c,o",4,"N,cc,o",6
B,4.v.1,4,1,"N,c^c,c,o",4,"N,cc,c,o",4
B,4.v.1,4,2,"N,cc,o,9",2,"N,c^c,o,9",1
A,4.v.1,4,3,"cc,o,P2,cc,9",4,"c^c,c,o,P2,cc,9",1
A,4.v.1,4,7,"cc,c,9",322,"c^c,c,c,9",137
B,4.v.1,4,7,"cc,c,9",322,"c^c,c,9",257
A,4.v.1,4,8,"cc,9",131,"c^c,c,9",257
B,4.v.1,4,8,"cc,9",131,"c^c,9",82
A,4.v.1,4,13,"cc,o,x,8,9",10,"c^c,c,o,x,8,9",3
B,4.v.1,4,13,"cc,o,x,8,9",10,"c^c,o,x,8,9",8
B,4.v.1,4,14,"c^c,o",115,"cc,o",70
B,4.v.1,4,15,"c^c,o",115,"cc,o",70
A,4.v.1,4,16,"cc,a,m",45,"c^c,c,a,m",9
B,4.v.1,4,16,"cc,a,m",45,"c^c,a,m",20
B,4.v.1,4,17,"c^c,a,m",20,"cc,a,m",45
A,4.v.1,4,21,"4,o,N,cc,9",64,"4,o,N,c^c,c,9",7
B,4.v.1,4,21,"4,o,N,cc,9",64,"4,o,N,c^c,9",9
B,4.v.1,4,23,"cc,o,M,c,o,x",2,"c^c,o,M,c,o,x",1
A,4.v.1,4,26,"cc,o,a,m",6,"c^c,c,o,a,m",1
B,4.v.1,4,26,"cc,o,a,m",6,"c^c,o,a,m",3
B,4.v.1,4,27,"c^c,o,Z",87,"cc,o,Z",212
A,4.v.1,4,28,"c^c,c,c,9",137,"cc,c,9",322
B,4.v.1,4,28,"c^c,c,c,9",137,"cc,c,c,9",160
A,4.v.1,4,31,"c^c,c,9",257,"cc,9",131
B,4.v.1,4,31,"c^c,c,9",257,"cc,c,9",322
B,4.v.1,4,33,"cc,o,8,a,n",7,"c^c,o,8,a,n",3
B,4.v.1,4,35,"c^c,o,N,cc,9",7,"cc,o,N,cc,9",17
A,4.v.2,4,1,"c^c,c,c,o,Z",4,"cc,c,o,Z",77
B,4.v.2,4,1,"c^c,c,c,o,Z",4,"cc,c,c,o,Z",12
A,4.v.2,4,2,"cc,o,Z",212,"c^c,c,o,Z",41
B,4.v.2,4,2,"cc,o,Z",212,"c^c,o,Z",87
B,4.v.2,4,3,"c^c,o,M,cc,9",5,"cc,o,M,cc,9",12
A,4.v.2,4,3,"c^c,o,M,cc,9",5,"c^c,o,M,c^c,c,9",1
B,4.v.2,4,3,"c^c,o,M,cc,9",5,"c^c,o,M,c^c,9",1
A,4.v.2,4,6,"cc,o,Z",212,"c^c,c,o,Z",41
B,4.v.2,4,6,"cc,o,Z",212,"c^c,o,Z",87
B,4.v.2,4,8,"c^c,o",115,"cc,o",70
A,4.v.2,4,14,"cc,c,M,c,9",85,"c^c,c,c,M,c,9",20
B,4.v.2,4,14,"cc,c,M,c,9",85,"c^c,c,M,c,9",34
B,4.v.2,4,15,"c^c,o,N,9",7,"cc,o,N,9",37
A,4.v.2,4,18,"c^c,c,o",40,"cc,o",70
B,4.v.2,4,18,"c^c,c,o",40,"cc,c,o",67
A,4.v.2,4,20,"cc,o,x",349,"c^c,c,o,x",96
B,4.v.2,4,20,"cc,o,x",349,"c^c,o,x",163
B,4.v.2,4,22,"c^c,o",115,"cc,o",70
B,4.v.2,4,24,"c^c,o,8",11,"cc,o,8",7
B,4.v.2,4,26,"c^c,M,a,m",1,"cc,M,a,m",3
B,4.v.2,4,29,"c^c,o",115,"cc,o",70
B,4.v.2,4,32,"c^c,a,Z",33,"cc,a,Z",72
A,4.v.2,4,33,"cc,a,Z",72,"c^c,c,a,Z",23
B,4.v.2,4,33,"cc,a,Z",72,"c^c,a,Z",33
B,4.v.2,4,35,"c^c,o,8,9",51,"cc,o,8,9",83
A,4.v.2,4,37,"cc,c,o,Z",77,"c^c,c,c,o,Z",4
B,4.v.2,4,37,"cc,c,o,Z",77,"c^c,c,o,Z",41
B,4.v.2,4,39,"c^c,o,8,a,m",22,"cc,o,8,a,m",45
B,4.v.2,4,41,"o,c^c,o,8,9",1,"o,cc,o,8,9",1
B,5.r.1,5,0,"N,c^c,o,8,9",2,"N,cc,o,8,9",4
A,5.r.1,5,5,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,5.r.1,5,5,"cc,o,8,9",83,"c^c,o,8,9",51
B,5.r.1,5,8,"o,cc,c,9",6,"o,c^c,c,9",5
B,5.r.1,5,11,"c^c,o",115,"cc,o",70
A,5.r.1,5,14,"cc,c,9",322,"c^c,c,c,9",137
B,5.r.1,5,14,"cc,c,9",322,"c^c,c,9",257
A,5.r.1,5,19,"cc,9",131,"c^c,c,9",257
B,5.r.1,5,19,"cc,9",131,"c^c,9",82
A,5.r.1,5,22,"cc,o",70,"c^c,c,o",40
B,5.r.1,5,22,"cc,o",70,"c^c,o",115
A,5.r.1,5,24,"o,M,cc,9",40,"o,M,c^c,c,9",7
B,5.r.1,5,24,"o,M,cc,9",40,"o,M,c^c,9",4
A,5.r.1,5,27,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,5.r.1,5,27,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
B,5.r.1,5,28,"cc,a,i",12,"c^c,a,i",5
A,5.r.1,5,30,"cc,c,o,Z",77,"c^c,c,c,o,Z",4
B,5.r.1,5,30,"cc,c,o,Z",77,"c^c,c,o,Z",41
A,5.r.1,5,31,"cc,o,c,M,c,9",18,"c^c,c,o,c,M,c,9",2
B,5.r.1,5,31,"cc,o,c,M,c,9",18,"c^c,o,c,M,c,9",9
B,5.r.1,5,32,"M,c^c,9",4,"M,cc,9",17
B,5.r.1,5,33,"c^c,o,8,9",51,"cc,o,8,9",83
B,5.r.1,5,36,"c^c,o",115,"cc,o",70
B,5.r.1,5,39,"c^c,o,8,a,m",22,"cc,o,8,a,m",45
B,5.r.1,5,40,"c^c,o",115,"cc,o",70
A,5.r.1,5,41,"cc,c,o,Z",77,"c^c,c,c,o,Z",4
B,5.r.1,5,41,"cc,c,o,Z",77,"c^c,c,o,Z",41
B,5.r.1,5,47,"c^c,o,M,c^c,9",1,"cc,o,M,c^c,9",1
B,5.r.1,5,47,"c^c,o,M,c^c,9",1,"c^c,o,M,cc,9",5
A,5.r.1,5,52,"cc,c,o",67,"c^c,c,c,o",9
B,5.r.1,5,52,"cc,c,o",67,"c^c,c,o",40
A,5.r.1,5,53,"N,cc,9",25,"N,c^c,c,9",5
B,5.r.1,5,53,"N,cc,9",25,"N,c^c,9",5
B,5.r.1,5,54,"c^c,o,8,9",51,"cc,o,8,9",83
A,5.v.1,5,1,"cc,o,Z",212,"c^c,c,o,Z",41
B,5.v.1,5,1,"cc,o,Z",212,"c^c,o,Z",87
B,5.v.1,5,3,"P2,c^c,o,8",1,"P2,cc,o,8",1
A,5.v.1,5,4,"cc,o,x,2",4,"c^c,c,o,x,2",2
B,5.v.1,5,4,"cc,o,x,2",4,"c^c,o,x,2",1
A,5.v.1,5,5,"cc,o,8,a,m",45,"c^c,c,o,8,a,m",3
B,5.v.1,5,5,"cc,o,8,a,m",45,"c^c,o,8,a,m",22
A,5.v.1,5,8,"8,cc,o,x",21,"8,c^c,c,o,x",8
B,5.v.1,5,8,"8,cc,o,x",21,"8,c^c,o,x",4
B,5.v.1,5,9,"c^c,9",82,"cc,9",131
A,5.v.1,5,10,"cc,o,x",349,"c^c,c,o,x",96
B,5.v.1,5,10,"cc,o,x",349,"c^c,o,x",163
B,5.v.1,5,20,"o,M,cc,o,Z",15,"o,M,c^c,o,Z",1
A,5.v.1,5,24,"cc,o,Z",212,"c^c,c,o,Z",41
B,5.v.1,5,24,"cc,o,Z",212,"c^c,o,Z",87
A,5.v.1,5,27,"c^c,c,c,2",8,"cc,c,2",28
B,5.v.1,5,27,"c^c,c,c,2",8,"cc,c,c,2",32
B,5.v.1,5,30,"c^c,o,x",163,"cc,o,x",349
A,5.v.1,5,35,"cc,o,Z",212,"c^c,c,o,Z",41
B,5.v.1,5,35,"cc,o,Z",212,"c^c,o,Z",87
B,5.v.1,5,37,"o,M,cc,o,x",22,"o,M,c^c,o,x",2
A,5.v.1,5,40,"cc,o,x",349,"c^c,c,o,x",96
B,5.v.1,5,40,"cc,o,x",349,"c^c,o,x",163
B,5.v.1,5,41,"cc,o,M,a,m",8,"c^c,o,M,a,m",2
A,5.v.1,5,43,"cc,o,x",349,"c^c,c,o,x",96
B,5.v.1,5,43,"cc,o,x",349,"c^c,o,x",163
B,6.r.1,6,2,"c^c,o,x",163,"cc,o,x",349
A,6.r.1,6,3,"cc,o,x,o,Z",6,"c^c,c,o,x,o,Z",1
B,6.r.1,6,3,"cc,o,x,o,Z",6,"c^c,o,x,o,Z",1
A,6.r.1,6,5,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.r.1,6,5,"cc,o,Z",212,"c^c,o,Z",87
A,6.r.1,6,10,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,6.r.1,6,10,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,6.r.1,6,11,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.r.1,6,11,"cc,o,Z",212,"c^c,o,Z",87
A,6.r.1,6,12,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.r.1,6,12,"cc,o,Z",212,"c^c,o,Z",87
B,6.r.1,6,18,"N,c^c,o,Z",2,"N,cc,o,Z",20
A,6.r.1,6,19,"cc,o,N,9",37,"c^c,c,o,N,9",7
B,6.r.1,6,19,"cc,o,N,9",37,"c^c,o,N,9",7
A,6.r.1,6,26,"cc,o,2",33,"c^c,c,o,2",13
B,6.r.1,6,26,"cc,o,2",33,"c^c,o,2",9
A,6.r.1,6,27,"c^c,c,o,Z",41,"cc,o,Z",212
B,6.r.1,6,27,"c^c,c,o,Z",41,"cc,c,o,Z",77
A,6.r.1,6,31,"cc,9",131,"c^c,c,9",257
B,6.r.1,6,31,"cc,9",131,"c^c,9",82
A,6.r.1,6,34,"c^c,c,c,2",8,"cc,c,2",28
B,6.r.1,6,34,"c^c,c,c,2",8,"cc,c,c,2",32
A,6.r.1,6,46,"cc,o",70,"c^c,c,o",40
B,6.r.1,6,46,"cc,o",70,"c^c,o",115
A,6.r.1,6,48,"cc,o,x",349,"c^c,c,o,x",96
B,6.r.1,6,48,"cc,o,x",349,"c^c,o,x",163
A,6.r.1,6,51,"9,cc,o,x",12,"9,c^c,c,o,x",2
B,6.r.1,6,51,"9,cc,o,x",12,"9,c^c,o,x",2
B,6.r.1,6,53,"P2,cc,a,Z",3,"P2,c^c,a,Z",1
A,6.r.1,6,54,"c^c,c,o",40,"cc,o",70
B,6.r.1,6,54,"c^c,c,o",40,"cc,c,o",67
A,6.r.1,6,57,"c^c,c,o,x",96,"cc,o,x",349
B,6.r.1,6,57,"c^c,c,o,x",96,"cc,c,o,x",152
B,6.r.1,6,60,"cc,o,Z,9",10,"c^c,o,Z,9",5
B,6.r.1,6,61,"M,cc,o,Z",17,"M,c^c,o,Z",4
A,6.r.1,6,63,"cc,9",131,"c^c,c,9",257
B,6.r.1,6,63,"cc,9",131,"c^c,9",82
B,6.r.1,6,64,"c^c,o,Z",87,"cc,o,Z",212
A,6.r.1,6,66,"c^c,c",23,cc,2
B,6.r.1,6,66,"c^c,c",23,"cc,c",1
A,6.r.1,6,68,"9,cc,a,Z",1,"9,c^c,c,a,Z",1
B,6.r.1,6,68,"9,cc,a,Z",1,"9,c^c,a,Z",1
A,6.r.1,6,71,"cc,o,N,a,m",16,"c^c,c,o,N,a,m",2
B,6.r.1,6,71,"cc,o,N,a,m",16,"c^c,o,N,a,m",4
B,6.r.1,6,73,"c^c,o,x",163,"cc,o,x",349
A,6.r.1,6,75,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.r.1,6,75,"cc,o,Z",212,"c^c,o,Z",87
B,6.r.1,6,80,"9,c^c,o",5,"9,cc,o",4
B,6.v.1,6,1,"cc,c,c,N,a,Z",1,"c^c,c,c,N,a,Z",1
B,6.v.1,6,3,"c^c,o,Z",87,"cc,o,Z",212
A,6.v.1,6,6,"cc,a,Z",72,"c^c,c,a,Z",23
B,6.v.1,6,6,"cc,a,Z",72,"c^c,a,Z",33
A,6.v.1,6,7,"o,M,cc,9",40,"o,M,c^c,c,9",7
B,6.v.1,6,7,"o,M,cc,9",40,"o,M,c^c,9",4
A,6.v.1,6,9,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.v.1,6,9,"cc,o,Z",212,"c^c,o,Z",87
A,6.v.1,6,10,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,6.v.1,6,10,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
B,6.v.1,6,12,"cc,c,a,2",1,"c^c,c,a,2",2
A,6.v.1,6,14,"N,cc,c,9",23,"N,c^c,c,c,9",1
B,6.v.1,6,14,"N,cc,c,9",23,"N,c^c,c,9",5
A,6.v.1,6,15,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.v.1,6,15,"cc,o,Z",212,"c^c,o,Z",87
A,6.v.1,6,16,"cc,a,m",45,"c^c,c,a,m",9
B,6.v.1,6,16,"cc,a,m",45,"c^c,a,m",20
A,6.v.1,6,19,"cc,o,x",349,"c^c,c,o,x",96
B,6.v.1,6,19,"cc,o,x",349,"c^c,o,x",163
B,6.v.1,6,25,"9,c^c,c,N,c,9",1,"9,cc,c,N,c,9",1
A,6.v.1,6,30,"8,cc,9",25,"8,c^c,c,9",12
B,6.v.1,6,30,"8,cc,9",25,"8,c^c,9",7
B,6.v.1,6,35,"c^c,a",2,"cc,a",1
A,6.v.2,6,0,"M,cc,o,8,9",7,"M,c^c,c,o,8,9",2
B,6.v.2,6,2,"cc,o,c,M,c,c,9",5,"c^c,o,c,M,c,c,9",1
A,6.v.2,6,4,"9,cc,o,2",1,"9,c^c,c,o,2",1
A,6.v.2,6,5,"9,cc,o,x",12,"9,c^c,c,o,x",2
B,6.v.2,6,5,"9,cc,o,x",12,"9,c^c,o,x",2
A,6.v.2,6,9,"9,cc,o,Z",14,"9,c^c,c,o,Z",4
B,6.v.2,6,9,"9,cc,o,Z",14,"9,c^c,o,Z",3
A,6.v.2,6,10,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.v.2,6,10,"cc,o,Z",212,"c^c,o,Z",87
A,6.v.2,6,11,"o,N,cc,c,9",28,"o,N,c^c,c,c,9",2
B,6.v.2,6,11,"o,N,cc,c,9",28,"o,N,c^c,c,9",10
A,6.v.2,6,14,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.v.2,6,14,"cc,o,Z",212,"c^c,o,Z",87
B,6.v.2,6,18,"9,cc,c,a,Z",3,"9,c^c,c,a,Z",1
A,6.v.2,6,19,"N,cc,8,9",21,"N,c^c,c,8,9",7
B,6.v.2,6,19,"N,cc,8,9",21,"N,c^c,8,9",4
A,6.v.2,6,21,"cc,a,Z",72,"c^c,c,a,Z",23
B,6.v.2,6,21,"cc,a,Z",72,"c^c,a,Z",33
A,6.v.2,6,27,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.v.2,6,27,"cc,o,Z",212,"c^c,o,Z",87
A,6.v.2,6,30,"cc,o,c,N,c,9",17,"c^c,c,o,c,N,c,9",3
B,6.v.2,6,30,"cc,o,c,N,c,9",17,"c^c,o,c,N,c,9",9
A,6.v.2,6,33,"cc,9",131,"c^c,c,9",257
B,6.v.2,6,33,"cc,9",131,"c^c,9",82
A,6.v.2,6,36,"o,cc,9",3,"o,c^c,c,9",5
B,6.v.2,6,36,"o,cc,9",3,"o,c^c,9",1
A,6.v.2,6,45,"cc,c,2",28,"c^c,c,c,2",8
B,6.v.2,6,45,"cc,c,2",28,"c^c,c,2",4
B,6.v.2,6,48,"N,cc,o,Z",20,"N,c^c,o,Z",2
A,6.v.2,6,49,"cc,9",131,"c^c,c,9",257
B,6.v.2,6,49,"cc,9",131,"c^c,9",82
A,6.v.2,6,51,"8,cc,o,Z",22,"8,c^c,c,o,Z",3
B,6.v.2,6,51,"8,cc,o,Z",22,"8,c^c,o,Z",13
A,6.v.2,6,56,"cc,o,Z",212,"c^c,c,o,Z",41
B,6.v.2,6,56,"cc,o,Z",212,"c^c,o,Z",87
B,7.r.1,7,1,"c^c,o,P2,cc,c,9",1,"cc,o,P2,cc,c,9",1
A,7.r.1,7,3,"c^c,c,9",257,"cc,9",131
B,7.r.1,7,3,"c^c,c,9",257,"cc,c,9",322
A,7.r.1,7,5,"c^c,c,c,9",137,"cc,c,9",322
B,7.r.1,7,5,"c^c,c,c,9",137,"cc,c,c,9",160
B,7.r.1,7,7,"8,cc,c,c,9",10,"8,c^c,c,c,9",9
B,7.r.1,7,10,"c^c,o,Z",87,"cc,o,Z",212
A,7.r.1,7,12,"8,cc,c,9",16,"8,c^c,c,c,9",9
B,7.r.1,7,12,"8,cc,c,9",16,"8,c^c,c,9",12
A,7.r.1,7,13,"N,cc,c,9",23,"N,c^c,c,c,9",1
B,7.r.1,7,13,"N,cc,c,9",23,"N,c^c,c,9",5
A,7.r.1,7,14,"o,M,cc,9",40,"o,M,c^c,c,9",7
B,7.r.1,7,14,"o,M,cc,9",40,"o,M,c^c,9",4
A,7.r.1,7,15,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,7.r.1,7,15,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
A,7.r.1,7,17,"cc,c,o,8,a,m",10,"c^c,c,c,o,8,a,m",1
B,7.r.1,7,17,"cc,c,o,8,a,m",10,"c^c,c,o,8,a,m",3
A,7.r.1,7,18,"c^c,c,c,9",137,"cc,c,9",322
B,7.r.1,7,18,"c^c,c,c,9",137,"cc,c,c,9",160
A,7.r.1,7,20,"4,o,M,cc,9",61,"4,o,M,c^c,c,9",5
B,7.r.1,7,20,"4,o,M,cc,9",61,"4,o,M,c^c,9",5
A,7.r.1,7,22,"4,o,N,cc,o",11,"4,o,N,c^c,c,o",1
A,7.r.1,7,23,"cc,o",70,"c^c,c,o",40
B,7.r.1,7,23,"cc,o",70,"c^c,o",115
A,7.r.1,7,26,"9,cc,c,9",15,"9,c^c,c,c,9",8
B,7.r.1,7,26,"9,cc,c,9",15,"9,c^c,c,9",11
A,7.r.2,7,1,"c^c,c,9",257,"cc,9",131
B,7.r.2,7,1,"c^c,c,9",257,"cc,c,9",322
B,7.r.2,7,4,"o,M,cc,o,Z",15,"o,M,c^c,o,Z",1
A,7.r.2,7,5,"cc,o,a,m",6,"c^c,c,o,a,m",1
B,7.r.2,7,5,"cc,o,a,m",6,"c^c,o,a,m",3
A,7.r.2,7,8,"cc,o,x",349,"c^c,c,o,x",96
B,7.r.2,7,8,"cc,o,x",349,"c^c,o,x",163
B,7.r.2,7,9,"o,M,cc,o,x",22,"o,M,c^c,o,x",2
B,7.r.2,7,11,"c^c,o,8,9",51,"cc,o,8,9",83
B,7.r.2,7,12,"c^c,o,x",163,"cc,o,x",349
B,7.r.2,7,13,"cc,o,M,cc,9",12,"c^c,o,M,cc,9",5
B,7.r.2,7,13,"cc,o,M,cc,9",12,"cc,o,M,c^c,9",1
A,7.r.2,7,14,"o,N,cc,c,9",28,"o,N,c^c,c,c,9",2
B,7.r.2,7,14,"o,N,cc,c,9",28,"o,N,c^c,c,9",10
A,7.r.2,7,16,"cc,o,M,9",35,"c^c,c,o,M,9",1
B,7.r.2,7,16,"cc,o,M,9",35,"c^c,o,M,9",6
A,7.r.2,7,17,"4,o,N,cc,9",64,"4,o,N,c^c,c,9",7
B,7.r.2,7,17,"4,o,N,cc,9",64,"4,o,N,c^c,9",9
B,7.r.2,7,18,"c^c,o,x",163,"cc,o,x",349
A,7.r.2,7,20,"cc,o,M,9",35,"c^c,c,o,M,9",1
B,7.r.2,7,20,"cc,o,M,9",35,"c^c,o,M,9",6
A,7.r.2,7,22,"4,o,N,c,cc,9",11,"4,o,N,c,c^c,c,9",1
B,7.r.2,7,22,"4,o,N,c,cc,9",11,"4,o,N,c,c^c,9",1
B,7.r.2,7,24,"cc,o,m",13,"c^c,o,m",6
A,7.r.2,7,25,"cc,o,x",349,"c^c,c,o,x",96
B,7.r.2,7,25,"cc,o,x",349,"c^c,o,x",163
A,7.r.2,7,27,"c^c,c,N,c,9",60,"cc,N,c,9",5
B,7.r.2,7,27,"c^c,c,N,c,9",60,"cc,c,N,c,9",134
B,7.r.2,7,28,"cc,o,cc,9",4,"cc,o,c^c,9",3
A,7.r.2,7,31,"cc,o,Z",212,"c^c,c,o,Z",41
B,7.r.2,7,31,"cc,o,Z",212,"c^c,o,Z",87
A,7.r.2,7,33,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,7.r.2,7,33,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,7.v.1,7,1,"c^c,c,9",257,"cc,9",131
B,7.v.1,7,1,"c^c,c,9",257,"cc,c,9",322
A,7.v.1,7,2,"M,cc,o,8,9",7,"M,c^c,c,o,8,9",2
B,7.v.1,7,4,"o,M,c^c,o,x",2,"o,M,cc,o,x",22
B,7.v.1,7,7,"cc,o,cc,9",4,"cc,o,c^c,9",3
B,7.v.1,7,11,"cc,c,P2,cc,9",4,"c^c,c,P2,cc,9",4
A,7.v.1,7,16,"4,o,N,cc,9",64,"4,o,N,c^c,c,9",7
B,7.v.1,7,16,"4,o,N,cc,9",64,"4,o,N,c^c,9",9
B,7.v.1,7,17,"8,9,N,cc,9",2,"8,9,N,c^c,9",1
A,7.v.1,7,18,"cc,N,c,c,9",13,"c^c,c,N,c,c,9",16
B,7.v.1,7,18,"cc,N,c,c,9",13,"c^c,N,c,c,9",2
B,7.v.1,7,19,"N,c^c,9",5,"N,cc,9",25
A,7.v.1,7,23,"cc,c,c,9",160,"c^c,c,c,c,9",4
B,7.v.1,7,23,"cc,c,c,9",160,"c^c,c,c,9",137
A,7.v.1,7,25,"cc,c,o,x,8,9",7,"c^c,c,c,o,x,8,9",1
B,7.v.1,7,25,"cc,c,o,x,8,9",7,"c^c,c,o,x,8,9",3
B,7.v.1,7,30,"c^c,o",115,"cc,o",70
B,7.v.1,7,31,"N,c^c,9",5,"N,cc,9",25
B,7.v.1,7,32,"c^c,o,x",163,"cc,o,x",349
A,7.v.1,7,36,"4,o,M,cc,9",61,"4,o,M,c^c,c,9",5
B,7.v.1,7,36,"4,o,M,cc,9",61,"4,o,M,c^c,9",5
A,7.v.1,7,37,"cc,c,c,9",160,"c^c,c,c,c,9",4
B,7.v.1,7,37,"cc,c,c,9",160,"c^c,c,c,9",137
B,7.v.1,7,38,"M,cc,c,c,9",5,"M,c^c,c,c,9",1
B,7.v.2,7,0,"N,cc,o,Z",20,"N,c^c,o,Z",2
A,7.v.2,7,1,"c^c,c,o,8",10,"cc,o,8",7
B,7.v.2,7,1,"c^c,c,o,8",10,"cc,c,o,8",4
A,7.v.2,7,2,"c^c,c,o,8,a,m",3,"cc,o,8,a,m",45
B,7.v.2,7,2,"c^c,c,o,8,a,m",3,"cc,c,o,8,a,m",10
B,7.v.2,7,3,"c^c,o,8,a,m",22,"cc,o,8,a,m",45
A,7.v.2,7,8,"cc,o,Z",212,"c^c,c,o,Z",41
B,7.v.2,7,8,"cc,o,Z",212,"c^c,o,Z",87
A,7.v.2,7,9,"cc,c,o,Z",77,"c^c,c,c,o,Z",4
B,7.v.2,7,9,"cc,c,o,Z",77,"c^c,c,o,Z",41
B,7.v.2,7,11,"c^c,o,M,cc,o",1,"cc,o,M,cc,o",1
A,7.v.2,7,18,"cc,o",70,"c^c,c,o",40
B,7.v.2,7,18,"cc,o",70,"c^c,o",115
B,7.v.2,7,19,"cc,c,c,o,8,9",9,"c^c,c,c,o,8,9",2
B,7.v.2,7,20,"4,o,M,cc,c,9",17,"4,o,M,c^c,c,9",5
B,7.v.2,7,22,"o,N,cc,o,Z",14,"o,N,c^c,o,Z",1
B,7.v.2,7,24,"c^c,o",115,"cc,o",70
B,7.v.2,7,27,"cc,o,N,cc,9",17,"c^c,o,N,cc,9",7
B,7.v.2,7,27,"cc,o,N,cc,9",17,"cc,o,N,c^c,9",1
B,8.r.1,8,0,"P2,c^c,o,x",5,"P2,cc,o,x",8
A,8.r.1,8,1,"cc,o,Z",212,"c^c,c,o,Z",41
B,8.r.1,8,1,"cc,o,Z",212,"c^c,o,Z",87
B,8.r.1,8,2,"o,M,c^c,a,x",1,"o,M,cc,a,x",4
A,8.r.1,8,5,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,8.r.1,8,5,"cc,o,8,9",83,"c^c,o,8,9",51
B,8.r.1,8,6,"c^c,9",82,"cc,9",131
B,8.r.1,8,8,"c^c,o,Z",87,"cc,o,Z",212
B,8.r.1,8,10,c^c,17,cc,2
B,8.r.1,8,12,"c^c,o",115,"cc,o",70
A,8.r.1,8,17,"cc,o,8,a,Z",13,"c^c,c,o,8,a,Z",1
B,8.r.1,8,18,"c^c,9",82,"cc,9",131
A,8.r.1,8,20,"cc,o,8,a,m",45,"c^c,c,o,8,a,m",3
B,8.r.1,8,20,"cc,o,8,a,m",45,"c^c,o,8,a,m",22
B,8.r.1,8,21,"c^c,o,N,cc,9",7,"cc,o,N,cc,9",17
B,8.r.1,8,22,"cc,o,Z,8,9",3,"c^c,o,Z,8,9",1
A,8.r.1,8,24,"cc,o,Z",212,"c^c,c,o,Z",41
B,8.r.1,8,24,"cc,o,Z",212,"c^c,o,Z",87
A,8.r.1,8,25,"cc,o,Z",212,"c^c,c,o,Z",41
B,8.r.1,8,25,"cc,o,Z",212,"c^c,o,Z",87
A,8.r.1,8,26,"c^c,c,c,9",137,"cc,c,9",322
B,8.r.1,8,26,"c^c,c,c,9",137,"cc,c,c,9",160
