"url","author1","shorttitle","title","year","category"
"https://www.deutschestextarchiv.de/berg_ostasien02_1866","Berg, Albert","","Die preussische Expedition nach Ost-Asien","1866","Wissenschaft"
"https://www.deutschestextarchiv.de/berg_ostasien03_1873","Berg, Albert","","Die preussische Expedition nach Ost-Asien","1873","Wissenschaft"
"https://www.deutschestextarchiv.de/berg_ostasienbotanik_1866","Berg, Albert","","Die preussische Expedition nach Ost-Asien","1866","Wissenschaft"
"https://www.deutschestextarchiv.de/berlepsch_alpen_1861","Berlepsch, Hermann Alexander von","","Die Alpen in Natur- und Lebensbildern","1861","Gebrauchs­literatur"
"https://www.deutschestextarchiv.de/berlin_wortblindheit_1887","Berlin, Rudolf","","Eine besondere Art der Wortblindheit (Dyslexie)","1887","Wissenschaft"
"https://www.deutschestextarchiv.de/bernd_lebensbeschreibung_1738","Bernd, Adam","","Eigene Lebens-Beschreibung","1738","Belletristik"
"https://www.deutschestextarchiv.de/524263","Bernhertz, Michael ","","Exequiae Lothinianae","1615","Gebrauchs­literatur"
"https://www.deutschestextarchiv.de/bernoulli_comet_1681","Bernoulli, Jakob I.",,"Neu-erfundene Anleitung / Wie man den Lauff der Comet- oder Schwantzsternen in gewisse grundmässige Gesätze einrichten und ihre Erscheinung vorhersagen könne","1681","Wissenschaft"
"https://www.deutschestextarchiv.de/bertram_verzeichnis_1787","Bertram",,"Betreff der zum Nationaltheater gehörigen Musikinstrumente","1787","Gebrauchs­literatur"
"https://www.deutschestextarchiv.de/ercker_aula02_1672","Berward, Christian","","Interpres Phraseologiæ Metallurgicæ Oder Erklärung der fürnembsten Terminorum und Redearten/ welche bey den Bergleuten/ Puchern/ Schmeltzern/ Probirern und Müntzmeistern/ [et]c. Jn Benennung ihrer Profession Sachen/ Gezeugs/ Gebäude/ Werckschafft/ und Jnstrumenten gebräuchlich sind/ wie nemlich solche nach gemeinem Deutschen zu verstehen","1673","Wissenschaft"
"https://www.deutschestextarchiv.de/beseler_kommentar_1851","Beseler, Georg",,"Kommentar über das Strafgesetzbuch für die Preußischen Staaten","1851","Wissenschaft"
"https://www.deutschestextarchiv.de/beseler_volksrecht_1843","Beseler, Georg",,"Volksrecht und Juristenrecht","1843","Wissenschaft"
"https://www.deutschestextarchiv.de/542550","Beuthelius, Johann","","Christliches Leben vnd Seliges Sterben","1603","Gebrauchs­literatur"
"https://www.deutschestextarchiv.de/beyer_poetik01_1882","Beyer, Conrad",,"Deutsche Poetik","1882","Wissenschaft"
"https://www.deutschestextarchiv.de/beyer_poetik02_1883","Beyer, Conrad",,"Deutsche Poetik","1883","Wissenschaft"
"https://www.deutschestextarchiv.de/beyer_poetik03_1884","Beyer, Conrad",,"Deutsche Poetik","1884","Wissenschaft"
"https://www.deutschestextarchiv.de/bierbaum_stilpe_1897","Bierbaum, Otto Julius",,"Stilpe","1897","Belletristik"
"https://www.deutschestextarchiv.de/esquirol_seelenstoerungen_1827","Bille, Karl Christian",,"Esquirol’s allgemeine und specielle Pathologie und Therapie der Seelenstörungen","1827","Wissenschaft"
"https://www.deutschestextarchiv.de/binder_aerztetag_1898","Binder, Sidonie",,"Zum Wiesbadener Ärztetag","1898","Gebrauchs­literatur"
"https://www.deutschestextarchiv.de/bion_werkschule03_1765","Bion, Nicolas",,"Dritte Eröfnung der neuen mathematischen Werkschule","1765","Wissenschaft"
"https://www.deutschestextarchiv.de/bion_werkschule01_1765","Bion, Nicolas",,"Neueröfnete mathematische Werkschule","1765","Wissenschaft"
"https://www.deutschestextarchiv.de/bion_werkschule02_1765","Bion, Nicolas",,"Zwote Eröfnung der neuen mathematischen Werkschule","1765","Wissenschaft"
"https://www.deutschestextarchiv.de/birken_friedensvergleich_1652","Birken, Sigmund von","","Die Fried-erfreuete Teutonje","1652","Gebrauchs­literatur"
"https://www.deutschestextarchiv.de/birken_sonntagswandel_1681","Birken, Sigmund von","","Heiliger Sonntags-Handel und Kirch-Wandel","1681","Gebrauchs­literatur"
