MARC ID,URL,Publication Date,Title,Image Set ID,Publication Type,Collection,Author,Publisher,Publication Country,Publication Language,Accession Number,Source Library,Full Text - Image,Full Text,USTC Classification,Release Date
52633213,https://search.proquest.com/eebo/docview/2240914762,1547,"Certayne sermons, or homilies, appoynted by the Kynges Maiestie, to be declared and redde, by all persones, vycares, or curates, euery Sonday in their churches, where they haue cure. Anno, 1547.",174016,Book,"Early English Books, 1475-1640 (STC)",Anon.,by Edwarde Whitchurche,England,English,STC (2nd ed.) / 13641.9,Folger Shakespeare Library,Y,N,Religious,10/1/19
52633295,https://search.proquest.com/eebo/docview/2240924005,1547,"Certayne sermons, or homilies, appoynted by the Kynges Maiestie, to be declared and redde, by all persones, vycars, or curates, euery Sõday in their churches, where they haue cure.",174719,Book,"Early English Books, 1475-1640 (STC)",Anon.,by Edwarde Whitchurche,England,English,STC (2nd ed.) / 13641.5,Folger Shakespeare Library,Y,N,Religious,10/1/19
52633296,https://search.proquest.com/eebo/docview/2248538768,1547,"Certayne sermons, or homilies, appoynted by the Kynges Maiestie, to be declared and redde, by all persones, vycars, or curates, euery Sõday in their churches, where they haue cure.",174720,Book,"Early English Books, 1475-1640 (STC)",Anon.,by Edwarde Whitchurche,England,English,STC (2nd ed.) / 13641.7,Folger Shakespeare Library,Y,N,Religious,10/1/19
54532260,https://search.proquest.com/eebo/docview/2240914819,1547,"1547 Set forthe by maister Iames Sauuage, doct. in phisicke and astronomy, and reader in the towne of Hañdwerpe..",180709,Book,"Early English Books, 1475-1640 (STC)","Sauvage, James.",by N. [Hill],England,English,STC (2nd ed.) / 507.11,Folger Shakespeare Library,Y,Y,"Astrology and cosmography|Calendars, almanacs and prognostications",10/1/19
54532424,https://search.proquest.com/eebo/docview/2248563700,1547,"This is the glasse of helth. A great treasure for pore men, necessary and nedefull for euery person to loke in, y[t] wyll kepe theyr body from syckenesses, and dyseases: and it sheweth how the planettes reygne in euery houre of the daye & the nyght, with the natures & exposicions of the .xii. sygnes, deuyded by the .xii. monethes of the yere. And after foloweth of all the euyll and daungerous dayes of the yere. And sheweth the remedyes, for dyuers infyrmyties and dyseases, that hurteth the body of man..",180848,Book,"Early English Books, 1475-1640 (STC)","Moulton, Thomas.|Wyer, Robert, fl. 1530-1556","Imprynted by me Robert Wyer, dwellynge in seynt Martyns parysshe, at charynge Crosse",England,English,STC (2nd ed.) / 18225.6,University of Glasgow Library,Y,Y,Astrology and cosmography|Medical texts,10/1/19
57402327,https://search.proquest.com/eebo/docview/2240943066,1547,"The supper of the Lorde. After the true meaning of the sixte of John and the .xi. of the fyrst epistle to the Corinthis [sic], w herunto [sic] is added an epystle to the reader. And incidently in the expositio[n] of the supper: is co[n]futed the letter of master More agaynst John Fryth.",181126,Book,"Early English Books, 1475-1640 (STC)","Tyndale, William, d. 1536.|Joye, George, d. 1553.|Crowley, Robert, 1518?-1588.",J. Day?],England,English,STC (2nd ed.) / 24470,Folger Shakespeare Library,Y,N,Religious,10/1/19
60827753,https://search.proquest.com/eebo/docview/2248522498,-1547,[Wyllyam Myddleton printer's device],182165,Book,Tract Supplement,"Myddelton, Wyllyam, d. 1547.",in Fletestrete at the sygne of the George by me Wyllyam Mydylton.,England,English,,British Library,Y,Y,"Book industry, catalogues and inventories",10/1/19
99836420,https://search.proquest.com/eebo/docview/2248573973,1547,A treatise of morall phylosophie contaynyng the sayinges of the wyse. Gathered and Englyshed by Wyl[lia]m Baldwyn.,692,Book,"Early English Books, 1475-1640 (STC)","Baldwin, William, ca. 1518-1563?","In Flete strete, at the signe of the Sunne, ouer agaynste the Conduyte, by Edwarde Whitchurche",England,English,STC (2nd ed) / 1253,British Library,Y,Y,Classical authors|Philosophy and morality,10/1/19
99837245,https://search.proquest.com/eebo/docview/2240895508,1547,De termino Michaelis anno. i. Hen. vi,1560,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George nexte to saynt Dunstons churche by Wyllyam Myddylton,England,Romance (Other),"Beale, J.H.  Engl. law, R71|STC (2nd ed.) / 9620",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837248,https://search.proquest.com/eebo/docview/2240885442,1547,De termino Michaelis. anno. ii. Henrici sexti,1563,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George next to saynt Dunstones church by wyllyam Myddilton,England,Romance (Other),"Beale, J.H.  Engl. law, R77|STC (2nd ed.) / 9626",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837267,https://search.proquest.com/eebo/docview/2240924793,1547,De termino Michaelis. anno. vii. Hen. vi,1582,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George nexte to saynt Dunstons churche by Wyllyam Myddylton,England,Romance (Other),"Beale, J.H.  Engl. law, R99|STC (2nd ed.) / 9644",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837269,https://search.proquest.com/eebo/docview/2240869422,1547,De termino Michaelis anno. x. Henrici sexti,1584,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George nexte to saynt Dunstans church by Wyllyam Myddylton,England,Romance (Other),"Beale, J.H.  Engl. law, R112|STC (2nd ed.) / 9659",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837272,https://search.proquest.com/eebo/docview/2248549001,1547,De termino Michaelis anno. xix. H. vi,1587,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George by Wyllyam Myddylton,England,Romance (Other),"Beale, J.H.  Engl. law, R139|STC (2nd ed.) / 9687",Cambridge University Library,Y,N,Jurisprudence|Literature,10/1/19
99838399,https://search.proquest.com/eebo/docview/2240880631,1547,"The garden of wysdome conteynynge pleasaunt floures, that is to say, propre and quycke sayinges of princes, philosophers and other sortes of me[n]. Drawe[n] forth of good aucthours, by Rycharde Tauerner.",2775,Book,"Early English Books, 1475-1640 (STC)","Taverner, Richard, 1505?-1575.",In Fletestrete at ye sygne of the George nexte to saynt Dunston churche by Wyllyam Myddylton,England,English,STC (2nd ed.) / 23714,Bodleian Library,Y,N,"Adages, aphorisms, emblem books, jests, proverbs",10/1/19
99838745,https://search.proquest.com/eebo/docview/2240876639,1547,Lucii Annei Senecae ad Gallioneni de remedis fortuitorum. The remedyes agaynst all casuall chaunces. Dialogus inter sensum et rationem. A dialgue betwene sensualyte and reason. Lately translated out of Latyn into Englishe by Robert Whyttynton poet laureat [and] now newely imprynted,3133,Book,"Early English Books, 1475-1640 (STC)","Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.|Whittington, Robert, d. ca. 1560.",In Fletestrete at the sygne of the George next to Saynt Du[n]stons church by Wyllyam Myddylton,England,English,STC (2nd ed.) / 22216,British Library,Y,N,Philosophy and morality,10/1/19
99838848,https://search.proquest.com/eebo/docview/2240904226,1547,"A godly inuectiue in the defence of the Gospell against such as murmure and woorke what thei can that the Bible shoulde not haue free passage, veray necessary to be red of euery faythfull Christian.",3237,Book,"Early English Books, 1475-1640 (STC)","Gerrard, Philip.","In the parishe of Christes Church within new gate by Richard Grafton, prynter to our soueraigne lorde Kyng Edward the. vi.",England,English,STC (2nd ed.) / 11797,British Library,Y,Y,Bibles,10/1/19
99839448,https://search.proquest.com/eebo/docview/2248584589,1547,A brife and faythfull declaration of the true fayth of Christ made by certeyne men susspected of heresye in these articles folowyng. Per me I.B.,3869,Book,"Early English Books, 1475-1640 (STC)","I. B., fl. 1547.|Bale, John, 1495-1563|Bradford, John, 1510?-1555",J. Day?],England,English,STC (2nd ed.) / 1034.7,British Library,Y,N,Religious,10/1/19
99839495,https://search.proquest.com/eebo/docview/2240907943,1547,"A declaration of the masse the fruite thereof, the cause and the meane, wherefore and howe it ought to be maynteyned. Newly perused and augmented by the first author therof. Maister Anthony Marcort at Geneue. Tra[n]slated newly out of French into Englishe. Anno M.D.XLvii.",3923,Book,"Early English Books, 1475-1640 (STC)","Marcourt, Antoine de, d. ca. 1560.|Vingle, Pierre de|Viret, Pierre, 1511-1571|Geranius, Cephas.","By H. Lufte [i.e. London, J. Day]",Germany,English,STC (2nd ed.) / 17314,British Library,Y,Y,Religious,10/1/19
99839524,https://search.proquest.com/eebo/docview/2248584250,1547,A bryefe and plaine declaracion of certayne sente[n]ces in this litle boke folowing to satisfie the consciences of them that haue iudged me therby to be a fauourer of the Anabaptistes.,173082,Book,"Early English Books, 1475-1640 (STC)","I. B., fl. 1547.|Bale, John, 1495-1563|Bradford, John, 1510?-1555",J. Day?,England,English,STC (2nd ed.) / 1035,,Y,N,Religious,10/1/19
99839525,https://search.proquest.com/eebo/docview/2240900512,1547,A bryfe and faythfull declaration of ye true fayth of Chryst made by certayne men susspected of heresye in these articles folowyng [...],173081,Book,"Early English Books, 1475-1640 (STC)","I. B., fl. 1547.|Bale, John, 1495-1563|Bradford, John, 1510?-1555",J. Day?,England,English,STC (2nd ed.) / 1035.5,Bodleian Library,Y,N,Religious,10/1/19
99839563,https://search.proquest.com/eebo/docview/2248584247,1547,"An exhortacion to the Scottes to conforme them selfes to the honorable, expedie[n]t, and godly vnion, betwene the twoo realmes of Englande and Scotlande.",3994,Book,"Early English Books, 1475-1640 (STC)","Harrison, James, fl. 1547.",In ædibus Richardi Graftoni typis impressoris,England,English,STC (2nd ed.) / 12857,British Library,Y,Y,History and chronicles,10/1/19
99839722,https://search.proquest.com/eebo/docview/2240912519,1547,"A simple, and religious consultation of vs Herman by the grace of God Archebishop of Colone, and prince Electour. [et] c. by what meanes a Christian reformation, and founded in Gods worde, of doctrine, administration of the deuine sacramentes, of ceremonies, and the hole cure of soules, and other ecclesiastical ministeries may be begon among men committed to our pastorall charge, vntil the Lorde graunt a better to be appoynted either by a free, and Christian cou[n]sayle, general, or national, or elles by the states of the empire of the natio[n] of Germanie, gathered together in the holye Gost",4169,Book,"Early English Books, 1475-1640 (STC)","Wied, Hermann von.|Melanchthon, Philipp, 1497-1560.|Bucer, Martin, 1491-1551.",Imprinted [by John Daye],England,English,STC (2nd ed.) / 13213,Cambridge University Library,Y,Y,Religious|History and chronicles,10/1/19
99839939,https://search.proquest.com/eebo/docview/2240878350,1547,An answer vnto my lord of wynthesters [sic] booke intytlyd a detection of the deuyls sophistrye wherwith he robith the vnlernyd people of the trew byleef in the moost blessyd sacrament of the aulter made by Johann Hoper.,4401,Book,"Early English Books, 1475-1640 (STC)","Hooper, John, d. 1555.",By Augustyne Fries,Switzerland,English,STC (2nd ed.) / 13741,British Library,Y,Y,Religious,10/1/19
99839940,https://search.proquest.com/eebo/docview/2240866319,1547,"A declaration of Christe and of his offyce compylyd, by Johan Hoper, anno 1547",4402,Book,"Early English Books, 1475-1640 (STC)","Hooper, John, d. 1555.",By Augustyne Fries,Switzerland,English,STC (2nd ed.) / 13745,British Library,Y,Y,Religious,10/1/19
99839982,https://search.proquest.com/eebo/docview/2240902476,1547,"The epistle of the famous and great clerke Philip Melancton made vnto oure late Souereygne Lorde Kynge Henry the eight, for the reuoking and abolishing of the six articles set forth and enacted by the craftie meanes and procurement of certeyne of our prelates of the clergie, newly tra[n]slated out of laten into Englishe by I.C.",4448,Book,"Early English Books, 1475-1640 (STC)","Melanchthon, Philipp, 1497-1560.|J. C., fl. 1547.",S. Mierdman],Belgium,English,STC (2nd ed.) / 17789,British Library,Y,N,History and chronicles,10/1/19
99840163,https://search.proquest.com/eebo/docview/2240892837,1547,"The ethiques of Aristotle, that is to saye, preceptes of good behauoute [sic] and perfighte honestie, now newly tra[n]slated into English",4637,Book,"Early English Books, 1475-1640 (STC)","Aristotle.|Wilkinson, John, servant to the Earl of Derby.|Latini, Brunetto, 1220-1295.","In the parishe of Christes Church within new gate by Richard Grafton, printer too our soueraigne lorde Kyng Edward the. VI.",England,English,STC (2nd ed.) / 754,British Library,Y,Y,Philosophy and morality,10/1/19
99840173,https://search.proquest.com/eebo/docview/2240900463,1547,"A faythfull and true pronosticatio[n] vpo[n] the yere .M.CCCCC.xlviii and parpetually after to the worldes ende gathered out of the prophecies and scriptures of god, by the experience and practise of his workes, very co[m]fortable for all Christen hertes deuyded into seuen chapters. And in the ende ye shal finde an almanack for euer, trtanslated newly out of hye Almayne into english by Myles Couerdale.",4648,Book,"Early English Books, 1475-1640 (STC)","Anon.|Coverdale, Miles, 1488-1568.","By [I. Herford for] Rychard Kele, dwellyng at the longe shoppe in the Poultry vnder saynt Meldreds church",England,English,STC (2nd ed) / 20423,Bodleian Library,Y,Y,"Calendars, almanacs and prognostications",10/1/19
99840467,https://search.proquest.com/eebo/docview/2240900415,1547,"A playne declaration made at Oxforde the 24. daye of July, by mayster Richarde Smyth, Doctor of diuinite, vpon hys Retractation made [and] published at Paules crosse in London, in the yeare of our lorde God, D.D.xlvii. the xv. daye of May",4976,Book,"Early English Books, 1475-1640 (STC)","Smith, Richard, 1500-1563.|Smith, Richard, 1500-1563.",[By Reynolde Wolfe],England,English,STC (2nd ed.) / 22824,Bodleian Library,Y,Y,Religious,10/1/19
99840608,https://search.proquest.com/eebo/docview/2240863006,1547,The parable of the wycked mammon Compiled in the yere of our lorde .M.d.xxxvi. W.T.,5130,Book,"Early English Books, 1475-1640 (STC)","Tyndale, William, d. 1536.","By Jhon daye, dwellyng in Sepulchres Paryshe at the signe of the Resurrectio[n], a litle aboue Holbourne Co[n]duit",England,English,STC (2nd ed.) / 24457,Bodleian Library,Y,Y,Religious|Bibles,10/1/19
99840740,https://search.proquest.com/eebo/docview/2240867968,1547,"A godly and faythfull retractation made and published at Paules crosse in London, the yeare of oure lorde God 1547. the 15. daye of May, by mayster Richard Smyth Doctor of diuinitye, and reader of the Kynges maiestyes lecture in Oxford. Reuokyng therin certeyn errors and faultes by hym committyd in some of hys bookes.",5269,Book,"Early English Books, 1475-1640 (STC)","Smith, Richard, 1500-1563.",[Reynolde Wolfe],England,English,STC (2nd ed.) / 22822,Bodleian Library,Y,Y,Religious,10/1/19
99840952,https://search.proquest.com/eebo/docview/2240904234,1547,"The supper of the Lorde After the true meaning of the sixte of John and the .xi. of the fyrst epistle to the Corinthia[n]s, wherunto is added an epystle to the reader. And incidently in the expositio[n] of the supper: is co[n]futed the letter of master More agaynst John Fryth.",5499,Book,"Early English Books, 1475-1640 (STC)","Tyndale, William, d. 1536.|Joye, George, d. 1553|Crowley, Robert, 1518?-1588.",J. Day?],England,English,STC (2nd ed.) / 24471,British Library,Y,N,Religious,10/1/19
99841102,https://search.proquest.com/eebo/docview/2240866519,1547,"The castel of helth corrected and in some places augmented, by the fyrst author therof, syr Thomas Elyot knyght, the yere of oure lorde 1541",5661,Book,"Early English Books, 1475-1640 (STC)","Elyot, Thomas, Sir, 1490?-1546.",In ædibus Thom[a]e Bertheleti rypographi [sic] regii typis impress.,England,English,STC (2nd ed.) / 7646.5,British Library,Y,N,Medical texts,10/1/19
99841112,https://search.proquest.com/eebo/docview/2240866488,1547,A compendious dittie wherin the state of mans lyfe is briefely touchid.,5671,Book,"Early English Books, 1475-1640 (STC)",Anon.,[Printed by Thomas Berthelet],England,English,STC (2nd ed.) / 6920,Bodleian Library,Y,Y,Poetry|Philosophy and morality,10/1/19
99841258,https://search.proquest.com/eebo/docview/2240853089,1547,De immensa dei misericordia,5827,Book,"Early English Books, 1475-1640 (STC)","Erasmus, Desiderius, d. 1536.|Hervet, Gentian, 1499-1584.",In fletestrete by Tho. Berth.,England,English,STC (2nd ed.) / 10476,British Library,Y,N,Religious,10/1/19
99842457,https://search.proquest.com/eebo/docview/2240870382,1547,"A declaration of the masse the fruyte therof the cause [and] the meane, wherfore and howe it oughte to be maynteyned. Newely perused and augmented by the fyrst author therof. Mayster Anthony Marcort at Geneue. Translated newly out of Frenche into Englyshe.",7110,Book,"Early English Books, 1475-1640 (STC)","Marcourt, Antoine de, d. ca. 1560.|Viret, Pierre, 1511-1571|Vingle, Pierre de|Geranius, Cephas.",By Hans Luft [i.e. J. Day]],England,English,STC (2nd ed.) / 17314a,Cambridge University Library,Y,N,Religious,10/1/19
99842468,https://search.proquest.com/eebo/docview/2240877025,1547,"The dysclosi[n]g of the canon of the popysh masse wyth a sermon annexed vnto it, of the famous clerke, of worthye memorye. D. Marten Luther.",7122,Book,"Early English Books, 1475-1640 (STC)","Anon.|Luther, Martin, 1483-1546.",Hans hitpricke,England,English,STC (2nd ed.) / 17627,Cambridge University Library,Y,Y,Religious,10/1/19
99842491,https://search.proquest.com/eebo/docview/2240854602,1547,"The iust reckenyng or accompt of the whole nomber of the yeares, from the beginnyng of the world vnto this present yere of. 1547 A certaine and sure declaracion that the world is at an ende. Of the last day of iudgement, or day of dome, and howe it shal come to passe. Translated out of the Germaine tonge into Englishe by Anthony Scoloker the .6. daye of July. Anno D[omi]ni. 1547.",7150,Book,"Early English Books, 1475-1640 (STC)","Anon.|Scoloker, Anthony, fl. 1548.",s.n.,England,English,STC (2nd ed.) / 20795,Cambridge University Library,Y,Y,Religious,10/1/19
99843526,https://search.proquest.com/eebo/docview/2240915874,1547,"Deuout psalmes and colletes gathered and set in suche order, as may be vsed for dayly meditacions.",8265,Book,"Early English Books, 1475-1640 (STC)",Anon.,"In Flete strete, at the signe of the Sunne, ouer agaynste the Conduyte, by Edwarde Whitchurche",England,English,STC (2nd ed.) / 2999,Cambridge University Library,Y,Y,,10/1/19
99844352,https://search.proquest.com/eebo/docview/2248508419,1547,"Iniunctions geuen by the moste excellente prince, Edward the. VI. by the grace of God, Kynge of Englande, Fraunce, and Ireland: defendour of the faith, [and] in earthe vnder Christe, of the Churche of Englande [and] of Irelande the supreme head: to all and singuler hys louinge subiectes, aswel of the clergie, as off the laietie.",9156,Book,"Early English Books, 1475-1640 (STC)","Church of England.|Edward VI, King of England, 1537-1553.","The last daie of Iulii, in the first yere of our Sovereigne Lord King Edvvard the. VI. by Richard Grafton printer to His Most Royall Maiestie",England,English,STC (2nd ed.) / 10088,British Library,Y,N,Religious|History and chronicles,10/1/19
99844356,https://search.proquest.com/eebo/docview/2240881660,1547,"Iniunccions geue[n] by the moste excellent prince, Edward the sixte by the grace of God, kyng of England, Frau[n]ce, and Irelande: defendor of the faythe, and in earthe vnder Christ, of the churche of Englande and of Ireland the supreme hedde: to all and singuler his louyng subiectes, aswell of the clergie, as of the laietie.",9161,Book,"Early English Books, 1475-1640 (STC)","Church of England.|Edward VI, King of England, 1537-1553.","The last daie of Iulii, in the first yere of the reigne of our Sovereigne Lord King Edvvard the. VI. by Richard Grafton printer to His Most Royall Maiestie",England,English,STC (2nd ed.) / 10089,British Library,Y,N,Religious|History and chronicles,10/1/19
99844360,https://search.proquest.com/eebo/docview/2240932487,1547,"Iniunccions geue[n] by the moste excellent prince, Edward the sixte, by the grace of God, kyng of England, Frau[n]ce and Irelande: defendor of the faythe, and in earthe vnder Christ, of the churche of Englande and of Ireland, the supreme hedde to all and singuler his louyng subiectes, aswell of the clergie, as of the laietie.",9166,Book,"Early English Books, 1475-1640 (STC)","Church of England.|Edward VI, King of England, 1537-1553.","The laste daie of Iulii, in the first yere of the reigne of our souereigne lord Kyng Edvvard the. VI. by Richard Grafton printer to His moste royall Maiestie",England,English,STC (2nd ed.) / 10090.5,British Library,Y,N,Religious|History and chronicles,10/1/19
99844362,https://search.proquest.com/eebo/docview/2240861690,1547,"Articles to be enquyred of, in the kynges maiesties visitacion",9168,Book,"Early English Books, 1475-1640 (STC)",Anon.|England and Wales. Sovereign (1509-1547 : Henry VIII),Richardus Grafton regis impressor excudebat,England,English,STC (2nd ed.) / 10114,British Library,Y,N,Religious,10/1/19
99844387,https://search.proquest.com/eebo/docview/2264190786,1547,"Iniunccions geue[n] by the moste excellent prince, Edward the sixte by the grace of God, kyng of England, Frau[n]ce, and Irelande: defendor of the faythe, and in earthe vnder Christ, of the churche of Englande and of Ireland the supreme hedde: to all and singuler his louyng subiectes, aswell of the clergie, as of the laietie.",9194,Book,"Early English Books, 1475-1640 (STC)","Church of England.|Edward VI, King of England, 1537-1553.","The laste daie of Iulii, in the first yere of the reigne of our Sovereigne Lord King Edvvard the. VI. by Richard Grafton printer to His Most Royall Maiestie",England,English,STC (2nd ed.) / 10090.3,,Y,Y,Religious|History and chronicles,10/1/19
99844388,https://search.proquest.com/eebo/docview/2240886425,1547,"Articles to bee enquired of, in the kynges maiesties visitacion",9196,Book,"Early English Books, 1475-1640 (STC)",Anon.|England and Wales. Sovereign (1509-1547 : Henry VIII),Richardus Grafton regis impressor excudebat,England,English,STC (2nd ed.) / 10115,British Library,Y,N,Religious,10/1/19
99844389,https://search.proquest.com/eebo/docview/2264191196,1547,"Articles to be enquired of, in the Kynges Maiesties visitacion.",12852,Book,"Early English Books, 1475-1640 (STC)",Anon.|Church of England.,Richardus Grafton regis impressor excudebat. Cumpriuilegio ad imprimendum solum.,England,English,STC (2nd ed.) / 10116.5,British Library,Y,Y,Religious,10/1/19
99844400,https://search.proquest.com/eebo/docview/2248509198,1547,Iniunccions geuen by the kynges Maiestie aswell to the clergie as to the laitie of this realme. Anno. M.D.XLVII.,9208,Book,"Early English Books, 1475-1640 (STC)","Church of England.|Edward VI, King of England, 1537-1553.","The laste daie of Iulii, in the first yere of the reigne of our Sovereigne Lord King Edvvard the. VI. by Richard Grafton printer to His Most Royall Maiestie",England,English,STC (2nd ed.) / 10087.5,Cambridge University Library,Y,N,Religious|History and chronicles,10/1/19
99844517,https://search.proquest.com/eebo/docview/2240864605,1547,"An heauenly acte concernynge how man shal lyue made by our suffraine lorde God the father, God the sonne, and God the holye goost, and al the whole clergie in heuen consenting to the same.",9337,Book,"Early English Books, 1475-1640 (STC)",Anon.,Be [sic] Jan Peterson [i.e. N. Hill],England,English,STC (2nd ed.) / 95,Cambridge University Library,Y,Y,Religious|Philosophy and morality,10/1/19
99844569,https://search.proquest.com/eebo/docview/2240875524,1547,The boke of hawkynge huntynge and fysshynge with all the propertyes and medecynes that are necessarye to be kepte.,9396,Book,"Early English Books, 1475-1640 (STC)","Berners, Juliana, b. 1388?","In forster laen, by [W. Copland for?] Iohn̄ Waley",England,English,STC (2nd ed.) / 3310.3,Bodleian Library,Y,N,"Economics|Agriculture, viticulture, texts on hunting, veterinary science",10/1/19
99844596,https://search.proquest.com/eebo/docview/2240888508,1547,"The lamentacion of a synner, made by ye most vertuous Ladie, Quene Caterin, bewayling the ignoraunce of her blind life: set furth and put in print at the instaunt desire of the righte gracious ladie Caterin duchesse of Suffolke, [and] the earnest requeste of the right honourable Lord, William Parre, Marquesse of North Hampton",9425,Book,"Early English Books, 1475-1640 (STC)","Catharine Parr, Queen, consort of Henry VIII, King of England, 1512-1548.|Burghley, William Cecil, Baron, 1520-1598.",In Fletestrete at the signe of the Sunne ouer agaynste the conduyte by Edwarde Whitchurche,England,English,STC (2nd ed.) / 4827,Cambridge University Library,Y,Y,Religious,10/1/19
99844702,https://search.proquest.com/eebo/docview/2240917393,1547,"The lattre examinacyon of Anne Askewe latelye martyred in Smythfelde, by the wycked Synagoge of Antichrist, with the Elucydacyon of Iohan Bale.",9537,Book,"Early English Books, 1475-1640 (STC)","Askew, Anne, 1521-1546.|Bale, John, 1495-1563.",Printed by D. van der Straten],Germany,English,STC (2nd ed.) / 850,British Library,Y,Y,Religious|History and chronicles,10/1/19
99844709,https://search.proquest.com/eebo/docview/2240870387,1547,"De mortuorum resurrectione, & extremo iuditio in quatuor linguis succincte conscriptum opusculu[m]. Ioanne Clerco autore. cui, ut studiosa iuuenta facilius peregrinarum linguarum comprehenderet mysteria, recenter accessere eiusdem autoris Italicæ & Gallicæ verborum coniugationes",9544,Book,"Early English Books, 1475-1640 (STC)","Clerk, John, d. 1552.","By John̄ Herforde for Roberte Toye, dwellynge in Paules churche yarde, at the signe of the Bell]",England,Latin,STC (2nd ed.) / 5409,Cambridge University Library,Y,Y,Religious,10/1/19
99844746,https://search.proquest.com/eebo/docview/2240870188,1547,A godly meditacion vpon. xx. select and chosen Psalmes of the prophet Dauid as wel necessary to al them that are desirous to haue ye darke wordes of the prophet declared and made playn: as also fruitfull to suche as delyte in the contemplatio[n] of the spiritual meanyng of them. Compiled and set furth by Sir Anthony Cope knight.,9586,Book,"Early English Books, 1475-1640 (STC)","Cope, Anthony, Sir, d. 1551.",In Sepulchres paryshe a lytle aboue Holborne Conduite at the sygne of the Resurrection by [R. Grafton for?] Ihon Daye,England,English,STC (2nd ed.) / 5717,British Library,Y,Y,Religious|Bibles,10/1/19
99844780,https://search.proquest.com/eebo/docview/2240884268,1547,"Prayers or medytacions wherein the mynd is stirred, paciently to suffre all afflictions here, to set at nought the vayne prosperitee of this worlde, and alwaie to longe for the euerlastynge felicitee: collected out of holy woorkes by the most vertuous and graciouse princesse Katherine quene of Englande, Fraunce, and Irelande.",9622,Book,"Early English Books, 1475-1640 (STC)","Catharine Parr, Queen, consort of Henry VIII, King of England, 1512-1548.","In Fletestrete by Thomas Berthelet, printer to the kynges highnes]",England,English,STC (2nd ed.) / 4822,British Library,Y,N,Religious,10/1/19
99844817,https://search.proquest.com/eebo/docview/2248524772,1547,[A tragedye or enterlude manyfestyng the chefe promyses of God unto man by all ages in the olde lawe from the fall of Adam to the incarnacyon of the lorde Iesus Christ. Compyled by Johan Bale ...],9663,Book,"Early English Books, 1475-1640 (STC)","Bale, John, 1495-1563.",Dirik van der Straten,Germany,English,"Greg I, 22(a)|STC (2nd ed.) / 1305",British Library,Y,Y,Religious|Drama,10/1/19
99844908,https://search.proquest.com/eebo/docview/2240875519,1547,"The new booke of iustices of peace, made by Anthony Fitzherbarde iudge, lately translated out of Frenche into Englyshe and newly corrected",9763,Book,"Early English Books, 1475-1640 (STC)","Fitzherbert, Anthony, Sir, 1470-1538.",In Fletestrete at the sygne of the George nexte to sayne Dunstones Church by me Wyllyam Powell],England,English,STC (2nd ed.) / 10973,British Library,Y,N,Jurisprudence,10/1/19
99844949,https://search.proquest.com/eebo/docview/2240913511,1547,"A proclamacion sent furthe by the kynges highnes with thaduice of his most dere vncle the Duke of Somerset, Lorde Protector of all his realmes, dominions and subiectes, and gouernor of his moste royall person, and the residue of his moste honorable counsaill concernyng a certificat to be brought of the debtes due by his graces father, late kyng of moste famous memory.",9808,Book,"Early English Books, 1475-1640 (STC)",Anon.|England and Wales. Sovereign (1547-1553 : Edward VI),"Richardus Grafton, Regis impressor excussit. Cum priuilegio ad imprimendum solum",England,English,"STC (2nd ed) / 7810|Steele, R.  Tudor and Stuart Proclamations, 307",British Library,Y,Y,History and chronicles,10/1/19
99844975,https://search.proquest.com/eebo/docview/2264195435,1547,"Edward, Duke of Somerset, Erle of Hertford ...",9834,Book,"Early English Books, 1475-1640 (STC)",Anon.|England and Wales. Sovereign (1547-1553 : Edward VI),In ædibus Richardi Graftoni regij impressoris. Cum privilegio ad imprimendum solum,England,English,"STC (2nd ed.) / 7811|Steele, R.  Tudor and Stuart proclamations, 312",Society of Antiquaries Library,Y,N,History and chronicles,10/1/19
99844980,https://search.proquest.com/eebo/docview/2248511208,1547,"A proclamation against the vnreuere[n]t disputers and talkers of the sacramente of the body and blood of Christ commonly called the sacrament of the aultar, set furth by the Kynges Maiestie, with thassente and co[n]sent of his most deere vncle, Edwarde Duke of Somerset, gouernour of his moste royall person, and of hys realmes, dominio[n]s and subiectes protector, and other of hys highnes most honorable pryuey counsaill, the .xxvii. daye of Decembre, in the first yeare of his Maiesties most gratious reigne.",9840,Book,"Early English Books, 1475-1640 (STC)",Anon.|England and Wales. Sovereign (1547-1553 : Edward VI),In ædibus Richardi Graftoni regij impressoris. Cum privilegio ad imprimendum solum,England,English,"STC (2nd ed.) / 7812|Steele, R.  Tudor and Stuart proclamations, 312",Society of Antiquaries Library,Y,Y,Religious|History and chronicles,10/1/19
