MARC ID,URL,Publication Date,Title,Image Set ID,Publication Type,Collection,Author,Publisher,Publication Country,Publication Language,Accession Number,Source Library,Full Text - Image,Full Text,USTC Classification,Release Date
99846892,https://search.proquest.com/eebo/docview/2240904563,1517,[Vita Christi],11888,Book,"Early English Books, 1475-1640 (STC)","Anon.|Love, Nicholas, fl. 1410.|Bonaventure, Saint, Cardinal, ca. 1217-1274",In flete strete at the sygne of [the] sonne by me wynkyn de worde,England,English,STC (2nd ed.) / 3264,British Library,Y,N,Religious,10/1/19
99846941,https://search.proquest.com/eebo/docview/2240950431,1517,"Roberti Wittintoni lichfeldiensis, grammatices magistri et prhouatis [sic] anglie in florentissima Oxoniensi achademia laureati, lucubrationes",178312,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Per Wynandum de Worde impressa,England,Latin,STC (2nd ed.) / 25527.3,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99846999,https://search.proquest.com/eebo/docview/2248527234,1517,Donatus minor vna cu[m] remigio ad pusillorum anglicanorum scolarium vsum incipit feliciter,12002,Book,"Early English Books, 1475-1640 (STC)","Donatus, Aelius.|Remigius, of Auxerre, ca. 841-908.",P[er] me winandu[m] de worde co[m]morantem in vico (the fletestrete) nu[n]cupato sub intersignio solis,England,Latin,STC (2nd ed.) / 7016.9,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99850216,https://search.proquest.com/eebo/docview/2240854623,1517,De termino sancti Michaelis. Anno regni Regis Henrici sexti. ii,15403,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impressum est hoc opus p[er] Richardu[m] Pynson,England,Romance (Other),"Beale, J.H.  Engl. law, R75|STC (2nd ed.) / 9624",Cambridge University Library,Y,N,Jurisprudence|Literature,10/1/19
99850631,https://search.proquest.com/eebo/docview/2240865764,1517,Uniuersis [et] singulis d[omi]nici gregis pastorib[us] [et] curatis q[ui]bus sapie[n]tis dictamine sui pecoris multu[m] petri iudicio agnoscere iubet[ur] presentiu[m] tenore innotescat [blank] hoc breue testimoniale deferente[m] et canonica[m] fecisse confessione[m] [et] absolucionis beneficiu[m] participasse indulgentiaru[m] virtute in euentuali ecclesia fratrum Augustinensium [blank] celebrataru[m] t[em]p[or]e quadragesimali. Anno salutis romana computatione. M.d.xvii,15846,Book,"Early English Books, 1475-1640 (STC)",Anon.|Augustinians.,Printed by Robert Pynson?,England,Latin,STC (2nd ed.) / 14077c.1,British Library,Y,Y,Religious,10/1/19
99852467,https://search.proquest.com/eebo/docview/2248541189,1517,The fruyte of redempcyon,17791,Book,"Early English Books, 1475-1640 (STC)","Simon, anchorite of London Wall.|Whitford, Richard, fl. 1495-1555?",Imprynted by Wynken Worde [sic],England,English,STC (2nd ed.) / 22558,Cambridge University Library,Y,N,Religious,10/1/19
99853326,https://search.proquest.com/eebo/docview/2248558490,1517,Prouysion made by the Kynges hyghnes and his counsayll for puttynge aparte thexcessyue fare [and] redusynge the same to such moderacion as folowyngly ensueth ...,18703,Book,"Early English Books, 1475-1640 (STC)",Anon.|England. Sovereign (1509-1547 : Henry VIII),[Imprynted at the com[m]au[n]dement of our soueraygne lorde the knynge and his counsayl by Richarde Pynson],England,English,"STC (2nd ed.) / 7768|Steele, R.  Tudor and Stuart proclamations, 75",British Library,Y,Y,"Economics|Ordinances, edicts, proclamations|Culinary arts|History and chronicles",10/1/19
99856224,https://search.proquest.com/eebo/docview/2240864874,1517,Be it knowen to all Cristen people that syr Ioh[an] Pyllet Englyssheman Knyght of the Holye Sepulcre ...,21753,Book,"Early English Books, 1475-1640 (STC)",Anon.,R. Pynson,England,English,STC (2nd ed.) / 14077c.132,Bodleian Library,Y,N,Religious,10/1/19
99856254,https://search.proquest.com/eebo/docview/2269047410,1517,Roberti Whitintoni lichfeldiensis gra[m]matices magistri [et] prothouatis Anglie in florentissima Oxoniensi academia laureati lucubrationes. [...],21783,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",[Per wynandu[m] de worde,England,Latin,STC (2nd ed.) / 25527,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99856392,https://search.proquest.com/eebo/docview/2248515708,1517,Expositio hymnorum totius anni secundum vsum Sar[um] diligentissime recognitorum multis elucidationibus aucta.,21936,Book,"Early English Books, 1475-1640 (STC)","Anon.|Badius, Josse, 1462-1535.|Catholic Church.",P[er] Wynandum de Worde in parrochia sancte brigide in vico anglice nuncupato (the fletestrete) ad signum solis commorantem,England,Latin,STC (2nd ed.) / 16128,British Library,Y,N,,10/1/19
99856423,https://search.proquest.com/eebo/docview/2240864857,1517,Hore beatissime virginis Marie ad legitimu[m] Eboracensis ecclesie ritum dilige[n]tissime accuratissimeq[ue] impresse cu[m] multis orationib[us] pulcherrimis et i[n]dulgentiis ia[m] vltimo de nouo adiectis. In conspectu altissimi immaculata permansi.,21972,Book,"Early English Books, 1475-1640 (STC)",Anon.|Church of England.,[I[m]pensis [et] sumptibus Guillermi bernard et Iacobi cousin] in officina Iacobi cousin in parrochia sancti nicolai ante atriu[m] bibliopolarum moram habentis,France,Latin,STC (2nd ed.) / 16104,British Library,Y,N,Religious,10/1/19
99856526,https://search.proquest.com/eebo/docview/2240860400,1517,Roberti Whittintoni lichfeldiensis gram[m]atices magistri [et] prothouatis anglie i[n] florentissima Oxoniensi academia laureati. Editio de concinnitate grammatices et constructione,22094,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Per winandu[m] de worde in vico vulgariter nuncupato (the flete strete) apud intersigniu[m] solis,England,Latin,STC (2nd ed.) / 25543,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99856612,https://search.proquest.com/eebo/docview/2248504110,1517,Tabula prime [-tercie] partis magni abbreuiame[n]ti libro[rum] legu[m] angloru[m],22190,Book,"Early English Books, 1475-1640 (STC)","Fitzherbert, Anthony, Sir, 1470-1538.",Impensis et industria Ioha[n]nis Rastell,England,Romance (Other),STC (2nd ed.) / 10955,British Library,Y,N,Jurisprudence,10/1/19
99856799,https://search.proquest.com/eebo/docview/2248500060,1517,Hymni canori cum iubilo secundum morem vsumq[ue] presta[n]tissime ac nominatissime ecclesie Eborace[n]sis emedati atq[ue] correcti recentissime iuxta exemplar ipsius prefate ecclesie. Impensa Iohannis gachet mercatoris libror[um] benemeriti iuxta p[ro]taxata ecclesia deget[es].,22428,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,"i[n] officicina M. P. Oliuier, co[m]pletu[m] est] Iohannis gachet [in York]",France,Latin,STC (2nd ed.) / 16135,British Library,Y,N,,10/1/19
99857015,https://search.proquest.com/eebo/docview/2264226231,1517,"Whittintoni editio secunda Opusculum affabre recognitum et ad vnguem elimatum. De no[m]i[nu]m generibus. De verborum preteritis et supinis. De formatione preteritoru[m] et supinoru[m] verborum passiuoru[m], deponentiu[m], [et] communiu[m]. De verbis defectiuis. De verbis que in prima p[er]sona sunt co[n]fusa. De iis que confusum habent preteritu[m]. De verbis sincopa[m] admittentibus. De crementis verborum [et] medie sillabe quantitate in omnibus verbis.",22674,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.","P[er] wynandu[m] de worde, in vico vulgariter nu[n]cupato (the Fletestrete) ad signu[m] Solis aurei co[m]morante[m]",England,Latin,STC (2nd ed.) / 25479.6,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99857225,https://search.proquest.com/eebo/docview/2240894575,1517,Editio roberti whittintoni lichfeldiensis grammatices magistri et prothouatis Anglie in florentissima Oxoniensi academia laureati Declinationes no[m]i[nu]m ta[m] latinoru[m] q[uam] grecoru[m] patronymicoru[m] [et] barbaror[um] e Prisciano Sipontino Sulpitio et Ascensio amussatim collecte cu[m] co[m]mentariolo interliniari [et] dictionu[m] interpretatiunculis. In quib[us] numerose digerendis adeo seruatur mediaru[m] syllabarum productio [et] abbreuiatio vt studiose eas legenti [et] quantitate[m] et accentum mediaru[m] syllabaru[m] in nominibus saltem cognoscere: vel parua preceptoris dilucidatione haud erit difficile.,22916,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Per wynandu[m] de worde in vico vulgariter nuncupato (the fletestrete) ad signu[m] Solis commorante[m],England,Latin,STC (2nd ed.) / 25445,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99891704,https://search.proquest.com/eebo/docview/2240923132,1517,Here after foloweth the newe pryuyleges and indulge[n]ces graunted by our holy Father the Pope Leo. X. to the house of seynt Thomas of Acres in London.,194321,Book,Tract Supplement,"Anon.|St. Thomas's Hospital (London, England)",Richard Pynson,England,English,Early English books tract supplement interim guide / C.18.e.2[91]|STC (2nd ed.) / 14077c.58,British Library,Y,N,Religious,10/1/19
99891895,https://search.proquest.com/eebo/docview/2248559641,1517,Uniuersis [et] singulis d[omi]nici gregis pastorib[us] [et] curatis q[ui]bus sapie[n]tis dictamine sui pecoris multu[m] petri iudicio agnoscere iubet[ur] presentiu[m] tenore innotescat [blank] hoc breue testimoniale deferente[m] et canonica[m] fecisse confessione[m] [et] absolucionis beneficiu[m] participasse indulgentiaru[m] virtute in euentuali ecclesia fratrum Augustinensium [blank] celebrataru[m] t[em]p[or]e quadragesimali. Anno salutis romana computatione. M.d.xvii,194264,Book,Tract Supplement,Anon.|Augustinians.,Printed by Robert Pynson?,England,Latin,Early English books tract supplement interim guide / C.18.e.2[10]|Early English books tract supplement interim guide / C.18.e.2[11]|STC (2nd ed.) / 14077c.1,British Library,Y,N,Religious|History and chronicles,10/1/19
99893078,https://search.proquest.com/eebo/docview/2240929444,1517,Here foloweth the maner of good [and] salutary lyuynge for euery ma[n] [and] woma[n] called the muroure [sic] of conscyence.,194338,Book,Tract Supplement,Anon.,U. Mylner,England,English,Early English books tract supplement interim guide / C.18.e.2[113]|STC (2nd ed.) / 17979.5,British Library,Y,N,Political tracts|Religious,10/1/19
99893127,https://search.proquest.com/eebo/docview/2240920663,1517,"Be it knowen to all Criste[n] people that Syr Iohn[n] Pyllet Eng[lysshe] knyght of the holy sepulcre of Criste co[m]mynge from Iherusalem, was t[aken by the] Mauris [and] infidels ...",194290,Book,Tract Supplement,Anon.|Catholic Church. Pope (1513-1521 : Leo X),R. Pynson,England,English,"Early English books tract supplement interim guide / C.18.e.2[49]|Lemon / 1|STC (2nd ed.) / 14077c.131|STC (2nd ed.), / 7769",British Library,Y,N,Religious|History and chronicles,10/1/19
99898265,https://search.proquest.com/eebo/docview/2240861851,1517,"Ortus vocabulo[rum] alphabetico ordine fere o[mn]ia que in Catholicon, Breuiloquio Cornucopia Ge[m]ma vocabulo[rum] atq[ue] Medulla gra[m]matice ponu[n]tur cu[m] vernacule lingue Anglicane expositio[n]e [con]tine[n]s.",173576,Book,"Early English Books, 1475-1640 (STC)","Anon.|Galfridus, Anglicus, fl. 1440","per Eustachiu[m] Hardy. Impensis honestorum virorum Johannis Caillard librarii Rothomagi moram trahe[m]tis, et Johannis Gachet Herfordensis co[m]morantis",France,Latin,STC (2nd ed.) / 13833.5,Folger Shakespeare Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
123914536,https://search.proquest.com/eebo/docview/2248579787,1517,Joãnes angelʼ Arcimboldʼ Juris utriusqz doctor. prepositʼ de Arcisate ... Forma absolutions in vita totiens quotiens ... Forma absolutionis 7 plenissime remissiõis ... ... Leonis ... pape decimi Referẽdarius Nec nõ in Colonieñ. Trevereñ. Saltzburgeñ. ... pervinciis ... per fabrica Basilice p̃ncipis aplorum de Urbe Nucius & Cõmissarius Salutem ...,194320,Book,Tract Supplement,"Anon.|Leo X, Pope, 1475-1521.|Catholic Church. Pope (1513-1521 : Leo X)",s.n.,Germany,English,Early English books tract supplement interim guide / C.18.e.2[88],British Library,Y,N,Religious|History and chronicles,10/1/19
166384440,https://search.proquest.com/eebo/docview/2248529753,1517,Multorum vocabulorum equiuocorum interpretatio magistri Ioha[n]nis de garlandia grammatico et latini cupido : permanxima necessaria incipit,191558,Book,"Early English Books, 1475-1640 (STC)","John, of Garland, ca. 1195-ca. 1272.",Per wyandu[m] de worde. in vico vulgariter nuncupato (the fletestrete) ad signum solis commorantem,England,Latin,STC (2nd ed.) / 11608a,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages|Linguistics and philology",10/1/19
166384443,https://search.proquest.com/eebo/docview/2240907351,1517,Synonima magistri Joha[n]nis de Garlandia:,191560,Book,"Early English Books, 1475-1640 (STC)","John, of Garland, ca. 1195-ca. 1272.|Galfridus, Anglicus, fl. 1440.","Per wynanadum de worde, in parrochia sancte Bridgide in vico anglice nuncupato (the fletestrete) sub inter signo solis commorantem, Anno d[omi]ni millesimo quingentesimo decimoseptimo vicesimo die mensis Februarii. [1517]",England,English,STC (2nd ed.) / 11616a,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
226317703,https://search.proquest.com/eebo/docview/2240867161,1517,Tabula prime partis magni abbreuiame[n]ti libroru[m] legu[m] angloru[m],203279,Book,Tract Supplement,"Fitzherbert, Anthony, Sir, 1470-1538.|Rastell, John, d. 1536.|Fitzherbert, Anthony, Sir, 1470-1538.",J. Rastell,England,Latin,"Early English books tract supplement interim guide / Harl.5963[24]|STC (2nd ed.), / 10955",British Library,Y,N,Jurisprudence,10/1/19
789662598,https://search.proquest.com/eebo/docview/2248541489,1517,Processionale ad vsu[m] matris ecclíe Sa[rum] recentissime ac de nouo ampliatu[m] et vltra prius i[m]pressa (ta[m] in breui [quod] notulis et p[ac]ibus) iuxta antiqua[m] ac moderna[m] veritate[m] solerti vigilantia ac dilige[n]ti cura correctu[m] atq[ue] eme[n]datu[m]. ...,211054,Book,"Early English Books, 1475-1640 (STC)","Anon.|Morin, Martin, fl. 1488-1523.|Caillard, Johann.|Catholic Church.","p[er] magistrum[m] Martinu[m] Morin, i[m]pressu[m]. Impe[n]sis honesti viri Ioha[n]nis caillard librarij dict Rothom[agi] co[m]mora[nt]u[m]",France,Latin,STC (2nd ed.) / 16234,"The Queen's College Library, University of Oxford",Y,N,Religious,10/1/19
811766121,https://search.proquest.com/eebo/docview/2240894068,1517,[Accidentia ex Stanbrigiana editione nuper recognita et castigata lima Roberti Whitintoni Lichfeldiensis in florentissima Oxoniensi academia laureati],212863,Book,"Early English Books, 1475-1640 (STC)","Stanbridge, John, 1463-1510.|Whittington, Robert, d. ca. 1560|Worde, Wynkyn de, d. 1534?","by Wynkyn de Worde, in the fletestrete, at the sygne of the Sonne.",England,English,"ESTC, / S95323|STC (2nd ed.), / 23147.4",Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
879380321,https://search.proquest.com/eebo/docview/2240930514,1517,[Psalterium cum hymnis. ps.i.],213483,Book,"Early English Books, 1475-1640 (STC)","Anon.|Worde, Wynkyn de, -1534?|Catholic Church.",W. de Worde?,England,English,"ESTC / S93733|STC (2nd ed.), / 16259.3",York Minster Library,Y,N,"Religious|Literature|Book industry, catalogues and inventories",10/1/19
907301360,https://search.proquest.com/eebo/docview/2248514467,1517,"Opusculum affabre recognitum et ad vngue[m] elimatum. De no[m]i[nu]m generibus. De verborum preteritis & supinis. De formatione preteritoru[m] et supinis. De formatione preterioru[m] & supinorum verborum passiuoru[m], deponentium & co[m]munium. De verbis defectiuis. De verbis que in prima persona sunt co[n]fusa. De iis que co[n]fusum habent preteritum. De verbis sincopam admittentibus. De crementis verborum & medie sillabe, quantitate in omnibus verbis..",214261,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, -approximately 1560.|Worde, Wynkyn de, -1534?","[Per] Wynandu[m] de worde, in vico vulgariter nuncupato (the Fletestrete) ad signu[m] Solis aurei co[m]morante[m].",England,Latin,"ESTC, / S95815|STC (2nd ed.), / 25479.8","The John Rylands Library, University of Manchester",Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
24124050_22684,https://search.proquest.com/eebo/docview/2264220668,1517,De heteroclitis nominibus editio Roberti Whittintoni ... ; de heteroclitis nominibus & gradibus comparationis ; tetrastichon eiusde[m] ad lectorem ... ; distichon eiusdem in zoilum ...,22684,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Impressa per Wynandu[m] de Worde in vico anglice nu[n]cupato (the Flete strete) ad signu[m] solis com[m]orante[m] explicit,England,Latin,STC (2nd ed.) / 25459.9,,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
24124050_22685,https://search.proquest.com/eebo/docview/2264220791,1517,De heteroclitis nominibus editio Roberti Whittintoni ... ; de heteroclitis nominibus & gradibus comparationis ; tetrastichon eiusde[m] ad lectorem ... ; distichon eiusdem in zoilum ...,22685,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Impressa per Wynandu[m] de Worde in vico anglice nu[n]cupato (the Flete strete) ad signu[m] solis com[m]orante[m] explicit,England,Latin,STC (2nd ed.) / 25459.9,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
24124050_22686,https://search.proquest.com/eebo/docview/2264218829,1517,De heteroclitis nominibus editio Roberti Whittintoni ... ; de heteroclitis nominibus & gradibus comparationis ; tetrastichon eiusde[m] ad lectorem ... ; distichon eiusdem in zoilum ...,22686,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Impressa per Wynandu[m] de Worde in vico anglice nu[n]cupato (the Flete strete) ad signu[m] solis com[m]orante[m] explicit,England,Latin,STC (2nd ed.) / 25459.9,Cambridge University Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
24137531_22591,https://search.proquest.com/eebo/docview/2248537777,1517,Roberti Whittintoni Lichfeldiensis gra[m]matices magistri & prothouatis Anglie in florentissima Oxoniensi academia laureati lucubrationes de noim appellatiuoru[m] ... : de epithetis ... : de varia[n]di formulis ta[m] pedestri q[uam?] soluto sermone : experientie de virtutis immortalitate : de veteru[m] romanoru[m] magistratibus ...,22591,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Per Wynandum de Worde impressa,England,Latin,STC (2nd ed.) / 25527.2,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
29614470_23113,https://search.proquest.com/eebo/docview/2264225041,1517,Roberti Whittintoni Lichfeldie[n]sis gra[m]matices magistri et prothouatis Anglie in florentissima Oxoniensi achademia laureati de octo partibus orationis Roberti Whittintoni distichon ... : facu[n]dissimi remacli florenatis hexasticho[n] ...,23113,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Impressus p[er] me Wyna[n]dum de Worde in vico anglice nu[n]cupato (the Fletestrete) in intersignio Solis co[m]morantem,England,Latin,STC (2nd ed.) / 25498.3,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99839426_3844,https://search.proquest.com/eebo/docview/2264173221,1517,[Prognostication for the year] M.CCCCC.xvij. translate in the [fa]mous cite of Andwerpe.,3844,Book,"Early English Books, 1475-1640 (STC)","Laet, Jaspar, fl. 1492-1530.",Emprynted by Nycolas the Graue,Belgium,English,STC (2nd ed.) / 470.3,British Library,Y,N,"Calendars, almanacs and prognostications",10/1/19
99839426_3845,https://search.proquest.com/eebo/docview/2264171948,1517,[Prognostication for the year] M.CCCCC.xvij. translate in the [fa]mous cite of Andwerpe.,3845,Book,"Early English Books, 1475-1640 (STC)","Laet, Jaspar, fl. 1492-1530.",Emprynted by Nycolas the Graue,Belgium,English,STC (2nd ed.) / 470.3,British Library,Y,N,"Calendars, almanacs and prognostications",10/1/19
99857015_22675,https://search.proquest.com/eebo/docview/2264221751,1517,"Whittintoni editio secunda Opusculum affabre recognitum et ad vnguem elimatum. De no[m]i[nu]m generibus. De verborum preteritis et supinis. De formatione preteritoru[m] et supinoru[m] verborum passiuoru[m], deponentiu[m], [et] communiu[m]. De verbis defectiuis. De verbis que in prima p[er]sona sunt co[n]fusa. De iis que confusum habent preteritu[m]. De verbis sincopa[m] admittentibus. De crementis verborum [et] medie sillabe quantitate in omnibus verbis.",22675,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.","P[er] wynandu[m] de worde, in vico vulgariter nu[n]cupato (the Fletestrete) ad signu[m] Solis aurei co[m]morante[m]",England,Latin,STC (2nd ed.) / 25479.6,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99891895_194265,https://search.proquest.com/eebo/docview/2264198370,1517,Uniuersis [et] singulis d[omi]nici gregis pastorib[us] [et] curatis q[ui]bus sapie[n]tis dictamine sui pecoris multu[m] petri iudicio agnoscere iubet[ur] presentiu[m] tenore innotescat [blank] hoc breue testimoniale deferente[m] et canonica[m] fecisse confessione[m] [et] absolucionis beneficiu[m] participasse indulgentiaru[m] virtute in euentuali ecclesia fratrum Augustinensium [blank] celebrataru[m] t[em]p[or]e quadragesimali. Anno salutis romana computatione. M.d.xvii,194265,Book,Tract Supplement,Anon.|Augustinians.,Printed by Robert Pynson?,England,Latin,Early English books tract supplement interim guide / C.18.e.2[10]|Early English books tract supplement interim guide / C.18.e.2[11]|STC (2nd ed.) / 14077c.1,British Library,Y,N,Religious|History and chronicles,10/1/19
22632890,https://search.proquest.com/eebo/docview/2240945436,1518,De heteroclitis nominibus editio Roberti Whittintoni ... ; de heteroclitis nominibus et gradibus comparat[i]onis ...,25644,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Impressa [per?] Joanne[m] Scolar in viculo diui Joannis Baptiste moram trahentem,England,Latin,STC (2nd ed.) / 25460,University of Illinois Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
22718694,https://search.proquest.com/eebo/docview/2240927535,1518,Moretu[m] me[n]dicantiu[m] isagogicon in grammaticam,25678,Book,"Early English Books, 1475-1640 (STC)","Belland, Edmund.",R. Pynson,Undetermined,Latin,STC (2nd ed.) / 1833.5,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
23166962,https://search.proquest.com/eebo/docview/2248545746,1518,Paruuloru[m] institutio ex Stanbrigiana collectione,22600,Book,"Early English Books, 1475-1640 (STC)","Anon.|Stanbridge, John, 1463-1510.",Inprynted at London in the Flete strete at y[e] sygne of the Sonne by Wynkyn de Worde,England,English,STC (2nd ed.) / 23167.3,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
24137666,https://search.proquest.com/eebo/docview/2240942972,1518,Roberti Whitintoni Lichfeldiensis gra[m]matices magistri & prothouatis Anglie i[n] flore[n]tissima Oxoniensi achademia laureati lucubrationes de synonimis ... : de epithetis ... : de variandi formulis ta[m] pedestri q[uam?] soluto sermone : experientie de virtutis immortalitate : de veterum romanoru[m] magistratibus ...,27238,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Per Richardu[m] Pynchon impressa,England,Latin,STC (2nd ed.) / 25527.8,"St. John's College Library, University of Cambridge",Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
24138016,https://search.proquest.com/eebo/docview/2240946790,1518,"Roberti Whittintoni Lichfeldiensis gra[m]matices magistri & prothouatis Anglie in florentiss[i]ma Oxoniensi academia laureati, editio de concinnitate grammatices & co[n]structione",22937,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Per Wynandu[m] de Worde in vico vulgariter nu[n]cupato (the Fletestrete) sub intersignio solis,England,Latin,STC (2nd ed.) / 25545.3,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
24383412,https://search.proquest.com/eebo/docview/2240912883,1518,"This is the cronycle of all the kyng[es] names that haue ben in  Englande, and how many yeres they reygned and how many saynt[es] & martyrs haue ben i[n] this lande, and shewith the hole su[m]me, from the makyng of the worlde tyll the co[m]mynge of Brute, ye whiche is        iiii.M.lxxvii. yeres and fro[m] the co[m]mynge of Brute to the Incarnation of Christe is M.C.xxii yeres, & from the Incarnacion to the xxiiii yere of Kynge Henry the vi is M.CCCC.xlvi yeres.",27599,Book,"Early English Books, 1475-1640 (STC)",Anon.,Imprinted by Rychard Pynson ...,Undetermined,English,STC (2nd ed.) / 9983.3,Bodleian Library,Y,Y,History and chronicles,10/1/19
39961105,https://search.proquest.com/eebo/docview/2240923845,1518,Equiuoca magistri Johãnis de Garlandia,150399,Book,"Early English Books, 1475-1640 (STC)","John, of Garland, ca. 1195-ca. 1272.",p[er] Wynãdũ de Worde in vico vulgariter nũcupato (the Fletestrete) ad signum solis commorantem,England,Latin,STC (2nd ed.) / 11608a.3,British Library,Y,N,"Dialectics and rhetoric|Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
39961106,https://search.proquest.com/eebo/docview/2248562054,1518,"Synonima magistri Johãnis de Garlandia cum expositione magistri Galfri di anglici, nuperrime correcta.",11701,Book,"Early English Books, 1475-1640 (STC)","John, of Garland, ca. 1195-ca. 1272.|Ganivet, Jean, fl. 1431-1434.",per Wynãdum de Worde in parrochia sancte Brigide in vico anglice nũcupato (the Fletestrete) sub intersignio solis commemorãtem,England,Latin,STC (2nd ed.) / 11617,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
72798882,https://search.proquest.com/eebo/docview/2240876668,1518,Here begynneth the Complaynte of them that ben to late maryed,184027,Book,"Early English Books, 1475-1640 (STC)","Copland, Robert, fl. 1508-1547.",s.n.,Undetermined,English,STC (2nd ed.) / 5728.5,The Huntington Library,Y,Y,Poetry|Literature,10/1/19
99836687,https://search.proquest.com/eebo/docview/2248573969,1518,"[Here endeth ye hystorye of Olyuer of Castylle, and of the fayre Helayne]",971,Book,"Early English Books, 1475-1640 (STC)","Anon.|Watson, Henry, fl. 1500-1518.",In Fletestrete at the sygne of the sonne by wynkyn de worde,England,English,STC (2nd ed.) / 18808,Pierpont Morgan Library,Y,Y,Literature,10/1/19
99837113,https://search.proquest.com/eebo/docview/2248542918,1518,De termino Pasche. Anno regni Regis Henrici sexti. ix,1423,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impressum per (Richardum Pynson) Regis impressorem,England,Romance (Other),"Beale, J.H.  Engl. law, R104|STC (2nd ed.) / 9651",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837209,https://search.proquest.com/eebo/docview/2240916935,1518,De termino Hillarii. Anno regni Regis Edwardi tertii. post conquestum quadragesimo octauo,1524,Book,"Early English Books, 1475-1640 (STC)",Anon.,Imprimend[us] p[er] Richardu[m] Pynson Regis impressorem,England,Romance (Other),"Beale, J.H.  Engl. law, R40|STC (2nd ed.) / 9596",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99838808,https://search.proquest.com/eebo/docview/2240898709,1518,The pardon grauntyd to the fraternyte of Seynt Cornelys Westmynster vicet gyue or sende to it,177723,Book,"Early English Books, 1475-1640 (STC)","Anon.|(Westminster, Confraternity of St. Cornelius)",W. de Worde,England,English,STC (2nd ed.) / 14077c.83,Bodleian Library,Y,N,Religious,10/1/19
99839440,https://search.proquest.com/eebo/docview/2240897026,1518,The longe accydence newly correcte,3861,Book,"Early English Books, 1475-1640 (STC)","Anon.|Stanbridge, John, 1463-1510|Donatus, Aelius",By Wynkyn de Worde,England,English,STC (2nd ed.) / 23154,British Library,Y,Y,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
