token,cluster,freq,token_len
"9,c^c,c,o,c,N,c,9",7,1,8
"9,c^c,c,o,x",8,2,5
"9,c^c,cc,c,9",4,1,5
"9,c^c,i,8,9",4,1,5
"9,c^c,o",5,5,3
"9,c^c,o,Z",5,3,4
"9,c^c,o,m",8,1,4
"9,c^c,o,x",5,2,4
"9,c^c,o,x,c^c,9",3,1,6
"9,c^c?,o",1,1,3
"9,cc,8,9",8,1,4
"9,cc,8,9,N,cc,8,9",1,1,8
"9,cc,8,a,n",5,1,5
"9,cc,9",3,5,3
"9,cc,9,N,cc,9",5,1,6
"9,cc,M,9",9,1,4
"9,cc,M,a,m",5,1,5
"9,cc,M,a,n",7,1,5
"9,cc,M,a,n,2",5,1,6
"9,cc,N,9",3,1,4
"9,cc,N,x,N,a,m",6,1,7
"9,cc,a,Q",9,1,4
"9,cc,a,Z",5,1,4
"9,cc,a,i,Z",3,1,5
"9,cc,a,m",5,1,4
"9,cc,a,n",5,3,4
"9,cc,c,2",8,2,4
"9,cc,c,8",4,2,4
"9,cc,c,8,9",1,11,5
"9,cc,c,8,a,Z",7,3,6
"9,cc,c,8,a,m",1,2,6
"9,cc,c,8,a,n",0,1,6
"9,cc,c,8,a,x",8,2,6
"9,cc,c,8,x",1,1,5
"9,cc,c,9",8,15,4
"9,cc,c,M,c,o,8",3,1,7
"9,cc,c,N,c,9",1,1,6
"9,cc,c,N,c,c,9",3,1,7
"9,cc,c,N,c,c,o,Z",7,1,8
"9,cc,c,N,cc,9",3,1,6
"9,cc,c,a,Z",5,3,5
"9,cc,c,a,Z,9",2,1,6
"9,cc,c,a,n",0,1,5
"9,cc,c,a,x",5,1,5
"9,cc,c,a,x,o,8",3,1,7
"9,cc,c,c,2",1,2,5
"9,cc,c,c,8,9",0,7,6
"9,cc,c,c,8,a,m",6,1,7
"9,cc,c,c,9",0,24,5
"9,cc,c,c,9,M,9,8,a,m",8,1,10
"9,cc,c,c,?",6,1,5
"9,cc,c,c,M,c,9",1,1,7
"9,cc,c,c,N,c,c,9",4,2,8
"9,cc,c,c,a,2",0,1,6
"9,cc,c,c,c,N,c,9",7,1,8
"9,cc,c,c,cc,9",2,1,6
"9,cc,c,c,o",7,7,5
"9,cc,c,c,o,8,9",1,1,7
"9,cc,c,c,o,8,a,n",0,1,8
"9,cc,c,c,o,9",7,1,6
"9,cc,c,c,o,Z",6,1,6
"9,cc,c,c,o,x",0,2,6
"9,cc,c,o",7,10,4
"9,cc,c,o,2",0,1,5
"9,cc,c,o,2,a,m",6,1,7
"9,cc,c,o,8",7,2,5
"9,cc,c,o,8,9",6,2,6
"9,cc,c,o,8,a,n",7,1,7
"9,cc,c,o,M,c,c,o",2,1,8
"9,cc,c,o,M,o",7,1,6
"9,cc,c,o,N,9",2,3,6
"9,cc,c,o,Z",2,8,5
"9,cc,c,o,Z,a,m",8,1,7
"9,cc,c,o,a,Z",4,1,6
"9,cc,c,o,c,N,c,9",7,2,8
"9,cc,c,o,o,x",2,1,6
"9,cc,c,o,x",8,10,5
"9,cc,c,o,x,N",1,1,6
"9,cc,c,o,x,N,a,m",7,1,8
"9,cc,c,o,x,N,a,n",4,1,8
"9,cc,i,o,Z",5,1,5
"9,cc,o",3,4,3
"9,cc,o,2",2,1,4
"9,cc,o,2,a,Z",3,1,6
"9,cc,o,8,9",6,2,5
"9,cc,o,8,a,m",2,1,6
"9,cc,o,9",3,1,4
"9,cc,o,?,P2,9",9,1,6
"9,cc,o,N,cc,c,9",5,1,7
"9,cc,o,P2,o,Z,8,Q",5,1,8
"9,cc,o,Q",2,1,4
"9,cc,o,Z",5,14,4
"9,cc,o,c,M,c,9",2,1,7
"9,cc,o,c,N,c,9",3,1,7
"9,cc,o,c,P2,c,9",5,1,7
"9,cc,o,c,c,2",3,1,6
"9,cc,o,x",2,12,4
"9,cc,o,x,8,cc,9",3,1,7
"9,o",9,1,2
"9,o,8,a,Q",8,1,5
"9,o,8,a,m",5,2,5
"9,o,M,8,9",7,1,5
"9,o,M,a,m",2,1,5
"9,o,M,c,8,9",1,1,6
"9,o,N,a,m",2,1,5
"9,o,N,a,x,o,8",3,1,7
"9,o,N,c,c,9",2,2,6
"9,o,N,c,c,o,x",2,1,7
"9,o,N,c,o,8,9",2,1,7
"9,o,N,o,Z",3,1,5
"9,o,Q?",0,1,3
"9,o,Z",5,2,3
"9,o,Z,a,m",7,1,5
"9,o,Z,a,n",9,1,5
"9,o,a,Z",9,1,4
"9,o,c,c,2",2,1,5
"9,o,cc,o,Z",2,1,5
"9,o,m",1,1,3
"9,o,x",5,1,3
"9,o,x,2",5,1,4
"9,o,x,M,o,x",3,1,6
"9,o,x,N,o,x",5,1,6
"9,o,x,c^c,c,c,9",1,1,7
"9,t?,a,x",0,1,4
"9,x",0,1,2
"9,x,9",1,1,3
"9,x,N,a,m",0,2,5
"9,x,Q",3,1,3
"9,x,a,Z",6,1,4
"9,x,cc,8,9",4,1,5
"9,x,cc,c,8,o,Z",7,1,7
"9,x,cc,c,c,9",6,1,6
"9,x,o,Z",6,1,4
9?,8,2,1
"9?,M,c,8,9",4,1,5
"9?,M,c,o,P2",7,1,5
"9?,c^c,8,a,n",1,1,5
"9^,9,P1,cc,9",3,1,5
<,5,4,1
<*,9,1,1
>,3,3,1
?,2,12,1
"?,2",3,1,2
"?,2,a,m",3,1,4
"?,4,o,x,9,4,o,Z",7,1,8
"?,9",2,1,2
"?,?",6,18,2
"?,?,8,a,Z",2,1,5
"?,?,?",1,1,3
"?,?,N,c,9",5,1,5
"?,?,c,o,c,M,c,9",2,1,8
"?,?,m",2,1,3
"?,?,o,n",6,1,4
"?,M,9",3,1,3
"?,M,c,9",6,1,4
"?,M,c,c,?,9,2",2,1,7
"?,M,c,c,Z",2,1,5
"?,M,c,o,Z",2,1,5
"?,M,cc,c,9",2,1,5
"?,M?,a,x",9,1,4
"?,N,9",9,2,3
"?,N,?,N,c,c,8,9",1,1,8
"?,N,a,Z",6,1,4
"?,N,c,9",5,1,4
"?,N,c,c,8,9",0,1,6
"?,N,c,c,9",0,2,5
"?,N,c,cc,o,2",2,1,6
"?,P1,c,c,o",9,1,5
"?,P2,c,c,a,8,9",2,1,7
"?,P2,c^c,c,8",1,1,5
"?,P2,cc,c,8,9",6,1,6
"?,Z",7,3,2
"?,Z,a,Z,9",1,1,5
"?,Z,a,m",9,1,4
"?,a,2",8,1,3
"?,a,Q",1,1,3
"?,a,Z,9",7,1,4
"?,a,m",6,2,3
"?,a,n",3,2,3
"?,a,n,8,9",5,1,5
"?,a,x",5,1,3
"?,c,M,c,9",7,1,5
"?,c,P1,c,c,8,9",1,1,7
"?,c,c,N,c,9",1,1,6
"?,c,o",2,1,3
"?,c^c,c,c,o",2,1,5
"?,cc,9",3,2,3
"?,cc,c,8,9",1,1,5
"?,cc,c,c,N,cc,9",5,1,7
"?,cc,c,o,x",0,1,5
"?,o,2",7,1,3
"?,o,8,o,Z",5,1,5
"?,o,N,a,Q",6,1,5
"?,o,N,c,9",2,1,5
"?,o,Z",5,2,3
"?,o,c,M,c,o,Z",3,1,7
"?,o,c,c,2",6,1,5
"?,o,m",2,1,3
"?,o,x",1,1,3
"?,o?,2,o,Z",4,1,5
"?,x,cc,c,2",1,1,5
"?,x,o,x,8,9",0,1,6
M,4,3,1
"M,8,a,Q",4,1,4
"M,8,a,n",2,2,4
"M,8,o,N,cc,c,P1,c,9",9,1,9
"M,8,o,x",9,1,4
"M,9",3,16,2
"M,9,8,x,o",5,1,5
"M,9,P2,cc,c,9",8,1,6
"M,?,?",6,1,3
"M,?,P1,c,9",1,1,5
"M,?,m",4,1,3
"M,a",3,1,2
"M,a,2",0,1,3
"M,a,2,o,8,a,m",8,1,7
"M,a,8",5,1,3
"M,a,8,9",7,1,4
"M,a,8,a,m",7,1,5
"M,a,8,a,n",7,1,5
"M,a,?,?",5,1,4
"M,a,?,a,m",8,1,5
"M,a,N,9",3,1,4
"M,a,Q",7,4,3
"M,a,Q,8,9",1,1,5
"M,a,Z",7,42,3
"M,a,Z,N,a,n",7,1,6
"M,a,Z,a,M,9",0,1,6
"M,a,Z,a,Q",6,1,5
"M,a,Z,a,Z",1,4,5
"M,a,Z,a,Z,a,n",8,1,7
"M,a,Z,a,i,Z",3,1,6
"M,a,Z,a,i,Z,9",6,1,7
"M,a,Z,a,m",7,2,5
"M,a,Z,a,x",4,2,5
"M,a,Z,cc,c,c,Q",6,1,7
"M,a,Z,cc,o,Z",7,1,6
"M,a,Z,o,2",8,1,5
"M,a,Z,o,Z",6,1,5
"M,a,Z,o,x",7,2,5
"M,a,c,N,c,9",7,1,6
"M,a,c^c,c,o",8,1,5
"M,a,i",6,1,3
"M,a,i,2",6,2,4
"M,a,i,8,9",6,1,5
"M,a,i,N,9",4,1,5
"M,a,i,P2,a,Z",7,1,6
"M,a,i,Q",7,1,4
"M,a,i,Z",8,11,4
"M,a,i,Z,o,a,Z",7,1,7
"M,a,m",7,36,3
"M,a,m+",0,1,3
"M,a,n",6,14,3
"M,a,n,Q",6,1,4
"M,a,n,o",7,1,4
"M,a,o,Z",3,1,4
"M,a,x",4,22,3
"M,a,x,8,a,n",4,2,6
"M,a,x,9",1,2,4
"M,a,x,N,c^c,c,9",3,1,7
"M,a,x,N,x",6,1,5
"M,a,x,a,Q",7,1,5
"M,a,x,a,Z",7,1,5
"M,a,x,a,n",7,1,5
"M,a,x,c^c,8,9",8,1,6
"M,a,x,c^c,c,9",8,1,6
"M,a,x,cc,8,a,n",7,1,7
"M,a,x,cc,o,2",7,1,6
"M,a,x,o,8,9",7,1,6
"M,a,x,o,Z",4,1,5
"M,a,x,o,x",7,1,5
"M,c,8",1,1,3
"M,c,8,9",1,39,4
"M,c,8,9,N,a,m",7,1,7
"M,c,8,9,o,x",0,1,6
"M,c,8,a,Q",0,3,5
"M,c,8,a,Z",1,1,5
"M,c,8,a,i,Z",7,2,6
"M,c,8,a,m",7,3,5
"M,c,8,a,n",1,4,5
"M,c,8,a,x",4,1,5
"M,c,8,cc,c,o",0,1,6
"M,c,8,o",1,2,4
"M,c,9",0,9,3
"M,c,9,M,a,Z",2,1,6
"M,c,9,M,c,Q",1,1,6
"M,c,?,c,a,x",2,1,6
"M,c,?,x,9",6,1,5
"M,c,a,Z",0,2,4
"M,c,a,m",3,1,4
"M,c,a,x",4,1,4
"M,c,a,x,2",2,1,5
"M,c,c,2,o,8,9",8,1,7
"M,c,c,8",6,1,4
"M,c,c,8,9",0,14,5
"M,c,c,8,a",0,1,5
"M,c,c,8,a,2,a,Q",8,1,8
"M,c,c,8,a,Q",1,1,6
"M,c,c,8,a,Z",0,2,6
"M,c,c,8,a,x",0,1,6
"M,c,c,9",6,14,4
"M,c,c,9,2",9,1,5
"M,c,c,a,2",8,1,5
"M,c,c,a,Z",0,1,5
"M,c,c,c,8,9",0,3,6
"M,c,c,c,o",0,1,5
"M,c,c,o",4,1,4
"M,c,c,o,8,9",0,2,6
"M,c,c,o,8,a,i",3,1,7
"M,c,c,o,8,a,m",8,1,7
"M,c,c,o,8,a,n",6,1,7
"M,c,c,o,Z",1,1,5
"M,c,c,o,a,Z",7,1,6
"M,c,c,o,x",4,4,5
"M,c,c,o,x,M,c,c,8,9",0,1,10
"M,c,c,o,x,a,n",4,1,7
"M,c,cc,9",6,1,4
"M,c,cc,c,8,9",1,1,6
"M,c,cc,o,x",0,1,5
"M,c,o",5,2,3
"M,c,o,2",1,1,4
"M,c,o,8,9",7,8,5
"M,c,o,8,N,a,m",7,1,7
"M,c,o,8,a,Z",2,2,6
"M,c,o,8,a,Z,o,8,9",7,1,9
"M,c,o,8,a,m",7,1,6
"M,c,o,8,a,x",9,2,6
"M,c,o,8,c,c,9",8,1,7
"M,c,o,8,c,c,o,Z",9,1,8
"M,c,o,9",8,1,4
"M,c,o,M,c,c,9",8,1,7
"M,c,o,Z",3,3,4
"M,c,o,a,Z",6,1,5
"M,c,o,c,M,c,c,9",2,1,8
"M,c,o,x",2,15,4
"M,c,o,x,N,c,8,a,n",6,1,9
"M,c,o,x,c^c,9",6,1,6
"M,c?c,c,8,9",0,1,5
"M,c^c",3,1,2
"M,c^c,8,9",1,4,4
"M,c^c,8,a,Z",9,1,5
"M,c^c,8,o,x",1,2,5
"M,c^c,9",8,4,3
"M,c^c,a,Z",9,1,4
"M,c^c,a,m",5,1,4
"M,c^c,a,x,9",9,1,5
"M,c^c,c,2",6,1,4
"M,c^c,c,8",1,2,4
"M,c^c,c,8,9",4,8,5
"M,c^c,c,8,N,9",4,1,6
"M,c^c,c,8,a,Z",7,2,6
"M,c^c,c,8,a,n",3,1,6
"M,c^c,c,8,o,Z",1,1,6
"M,c^c,c,9",0,7,4
"M,c^c,c,c,8",1,1,5
"M,c^c,c,c,9",6,1,5
"M,c^c,c,c,o,Z",2,1,6
"M,c^c,c,o,2",2,1,5
"M,c^c,c,o,8,9",8,2,6
"M,c^c,c,o,8,a,Z",2,1,7
"M,c^c,c,o,8,a,x",9,1,7
"M,c^c,c,o,8,x",7,1,6
"M,c^c,c,o,N,c,c,8,9",1,1,9
"M,c^c,c,o,a,Z,o,Q",3,1,8
"M,c^c,o",3,4,3
"M,c^c,o,8",4,2,4
"M,c^c,o,8,P2,9",9,1,6
"M,c^c,o,8,a,i,Z",9,1,7
"M,c^c,o,8,a,m",9,1,6
"M,c^c,o,8,c,c,2,9",6,1,8
"M,c^c,o,8,o,8,9",3,1,7
"M,c^c,o,N,9",3,1,5
"M,c^c,o,N,c,o,8,9",1,1,8
"M,c^c,o,Z",6,4,4
"M,c^c,o,a,Z",0,1,5
"M,c^c,o,x",7,6,4
"M,c^c,o,x,8,9",9,1,6
"M,c^c,o,x,8,cc,9",3,1,7
"M,c^c,o,x,o,x",5,1,6
"M,cc",5,1,2
"M,cc,8",4,1,3
"M,cc,8,8,9",8,1,5
"M,cc,8,9",7,10,4
"M,cc,8,9,2",1,1,5
"M,cc,8,a,Z,o,x",4,1,7
"M,cc,8,a,m",7,2,5
"M,cc,8,a,x,M,8,9",6,1,8
"M,cc,8,o,Z",7,2,5
"M,cc,9",5,17,3
"M,cc,9,M,9",5,1,5
"M,cc,?",4,1,3
"M,cc,?,8,9",6,1,5
"M,cc,?,9",3,1,4
"M,cc,M,9",5,1,4
"M,cc,M,cc,o",3,1,5
"M,cc,M,o,8",3,1,5
"M,cc,N,a,m",7,1,5
"M,cc,a,Q",8,1,4
"M,cc,a,Z",6,5,4
"M,cc,a,m",3,1,4
"M,cc,a,n",6,1,4
"M,cc,a,x",4,1,4
"M,cc,a,x,9",5,1,5
"M,cc,a,x,o,x,N,c,c",1,1,9
"M,cc,c,8",6,1,4
"M,cc,c,8,9",0,29,5
"M,cc,c,8,a,Z",1,3,6
"M,cc,c,8,a,i,Z",9,1,7
"M,cc,c,8,a,m",2,1,6
"M,cc,c,8,a,x",4,1,6
"M,cc,c,8,c",6,1,5
"M,cc,c,8,o,Z",1,2,6
"M,cc,c,8,o,x",9,1,6
"M,cc,c,9",5,19,4
"M,cc,c,9,cc,c,8,9",5,1,8
"M,cc,c,M,c,9",4,1,6
"M,cc,c,a,n",5,1,5
"M,cc,c,c,9",3,5,5
"M,cc,c,c,P2,cc,c,9",9,1,8
"M,cc,c,c,c",5,1,5
"M,cc,c,o",0,5,4
"M,cc,c,o,2",2,1,5
"M,cc,c,o,8,9",2,5,6
"M,cc,c,o,8,a,2",1,1,7
"M,cc,c,o,8,a,m",5,1,7
"M,cc,c,o,8,a,x",5,1,7
"M,cc,c,o,8,x",4,1,6
"M,cc,c,o,N,9",6,1,6
"M,cc,c,o,Z",7,4,5
"M,cc,c,o,Z,c^c,o",9,1,7
"M,cc,c,o,c^c,9",1,1,6
"M,cc,c,o,x",0,6,5
"M,cc,c,o,x,cc,9",0,1,7
"M,cc,o",5,4,3
"M,cc,o,2",8,3,4
"M,cc,o,2,o,2",3,1,6
"M,cc,o,3",2,1,4
"M,cc,o,8",5,2,4
"M,cc,o,8,9",3,7,5
"M,cc,o,8,9,P2,o,8,a,Z",9,1,10
"M,cc,o,8,a,Z",9,1,6
"M,cc,o,8,a,i,Z,o,2",0,1,9
"M,cc,o,8,a,m",7,4,6
"M,cc,o,8,a,n",7,1,6
"M,cc,o,8,o,x",2,1,6
"M,cc,o,8,x,2",9,1,6
"M,cc,o,M,c^c,c,9",3,1,7
"M,cc,o,M,cc,c,9",9,1,7
"M,cc,o,M,cc,o,Z",3,1,7
"M,cc,o,M,cc,o,x",3,1,7
"M,cc,o,N,9",3,2,5
"M,cc,o,N,9,8",3,1,6
"M,cc,o,N,c,8,9",0,1,7
"M,cc,o,Z",3,17,4
"M,cc,o,Z,9",2,1,5
"M,cc,o,a,Z",7,1,5
"M,cc,o,c,P2",9,1,5
"M,cc,o,o,x",4,1,5
"M,cc,o,x",3,13,4
"M,cc,o,x,2",5,1,5
"M,cc,o,x,9",7,1,5
"M,cc,o,x,N,a,m",7,1,7
"M,cc,o,x,o,x",3,1,6
"M,cc?,9",6,1,3
"M,o,2",2,2,3
"M,o,8",3,2,3
"M,o,8,9",3,9,4
"M,o,8,9,8,9",9,1,6
"M,o,8,N,9",8,1,5
"M,o,8,a,Z",2,2,5
"M,o,8,a,c^c,Y",9,1,6
"M,o,8,a,m",7,5,5
"M,o,8,a,n",3,1,5
"M,o,8,a,x",7,3,5
"M,o,8,a,x,9",7,1,6
"M,o,8,a,x,a,n",7,1,7
"M,o,8,c,c,9",7,1,6
"M,o,8,c,c,c,9",7,1,7
"M,o,8,o,Z",9,1,5
"M,o,9",5,3,3
"M,o,?,?",9,1,4
"M,o,M,cc,9",3,1,5
"M,o,M,o,x",0,1,5
"M,o,N,9",7,1,4
"M,o,N,a,Z",7,1,5
"M,o,N,a,Z,9",6,1,6
"M,o,N,a,n",0,2,5
"M,o,N,o,x",1,1,5
"M,o,P2,a,m",0,1,5
"M,o,Q",2,1,3
"M,o,Z",7,15,3
"M,o,Z,a,n",7,1,5
"M,o,Z,c^c,o,Z",3,2,6
"M,o,Z,cc,9",3,2,5
"M,o,Z,cc,c,9",7,1,6
"M,o,Z,o,Z",7,2,5
"M,o,Z,o,a,x,8,a,Z",9,1,9
"M,o,Z,o,x,c^c,2,8,9",1,1,9
"M,o,a,Z",8,3,4
"M,o,a,i,Z,c^c,9",9,1,7
"M,o,a,m",7,2,4
"M,o,c,M,c,9",8,1,6
"M,o,c,M,c,c,9",4,1,7
"M,o,c,N,c,9",8,3,6
"M,o,c,P2,c,c,c,9",8,1,8
"M,o,c,P2,c,o,x",3,1,7
"M,o,c,a,x,cc,2",2,1,7
"M,o,c,c,2",1,1,5
"M,o,c,c,8,9",1,2,6
"M,o,c,o,N,9",5,1,6
"M,o,c^c",5,1,3
"M,o,c^c,9",9,1,4
"M,o,c^c,c,9",2,1,5
"M,o,c^c,c,o",8,1,5
"M,o,cc,2,9",1,1,5
"M,o,cc,?,o",2,1,5
"M,o,cc,c,9",4,1,5
"M,o,cc,c,o",2,1,5
"M,o,cc,o,i",5,1,5
"M,o,cc,o,x",3,1,5
"M,o,m",5,2,3
"M,o,x",8,26,3
"M,o,x,2,a,2,9",7,1,7
"M,o,x,8",3,1,4
"M,o,x,8,9",1,3,5
"M,o,x,8,a,x",4,1,6
"M,o,x,8,c^c,9",8,1,6
"M,o,x,9",2,1,4
"M,o,x,N,a,m",5,1,6
"M,o,x,N,a,n",4,2,6
"M,o,x,N,c,9",7,1,6
"M,o,x,N,c,c,9",8,1,7
"M,o,x,N,c,c,c,8,9",8,1,9
"M,o,x,N,c,c,o,8,a,m",0,1,10
"M,o,x,N,c,o,x",1,1,7
"M,o,x,N,cc,8,9",1,1,7
"M,o,x,N,o,x",2,1,6
"M,o,x,P2,cc,9",1,1,6
"M,o,x,a,i,Z",9,1,6
"M,o,x,c,c,c^c,a,x",5,1,8
"M,o,x,c^c,9",3,2,5
"M,o,x,c^c,c,9",0,1,6
"M,o,x,c^c,c,o,Z",4,1,7
"M,o,x,c^c,c,o,c,N,c,c,8,9",1,1,12
"M,o,x,c^c,c,o,x",1,1,7
"M,o,x,c^c,o,2,o,Z",0,1,8
"M,o,x,cc,8",9,1,5
"M,o,x,cc,8,a,Z",1,1,7
"M,o,x,cc,c,8,9",0,2,7
"M,o,x,cc,o,Z",5,2,6
"M,o,x,cc,o,Z,9",9,1,7
"M,o,x,o,2",1,1,5
"M,o,x,o,N,c,c,8,9",4,1,9
"M,o,x,o,Z",3,1,5
"M,o,x,o,x",3,1,5
N,5,6,1
"N,2,a,Q",0,1,4
"N,2,o,Z",5,1,4
"N,8,cc,o,8,9",2,1,6
"N,9",3,13,2
"N,9,8,a,n",3,1,5
"N,9,8,a,n,9",5,1,6
"N,9,N,9",3,1,4
"N,9,c^c,c,9",3,1,5
"N,9,cc,c,o,Z",5,1,6
"N,?,?,cc,9",3,1,5
"N,?,Q",6,1,3
"N,?,cc,o,8,c^c,c,9",1,1,8
"N,a",5,1,2
"N,a,2",6,4,3
"N,a,2,a,i,Q",9,1,6
"N,a,8,a,Q",5,1,5
"N,a,?,cc",9,1,4
"N,a,Q",8,8,3
"N,a,Q,8,9",1,1,5
"N,a,Q,8,a,Q",6,1,6
"N,a,Z",7,47,3
"N,a,Z,8",6,1,4
"N,a,Z,8,9",3,1,5
"N,a,Z,9",7,4,4
"N,a,Z,?",7,1,4
"N,a,Z,a,Q",7,1,5
"N,a,Z,a,Z",8,1,5
"N,a,Z,a,Z,o",8,1,6
"N,a,Z,a,n,9",0,1,6
"N,a,Z,a,x",3,1,5
"N,a,Z,cc,9",8,1,5
"N,a,Z,o,8,9",9,1,6
"N,a,Z,o,x",4,1,5
"N,a,c,M,c,9",6,1,6
"N,a,c^c,c,9",6,1,5
"N,a,i",5,1,3
"N,a,i,2",7,4,4
"N,a,i,2,9",9,1,5
"N,a,i,2,a,Q",2,1,6
"N,a,i,2,o,Z",8,1,6
"N,a,i,8,9",7,1,5
"N,a,i,P2,9",7,1,5
"N,a,i,Z",7,9,4
"N,a,i,Z,a,Q",8,1,6
"N,a,i,c^c,8",7,1,5
"N,a,i,x",6,1,4
"N,a,m",7,52,3
"N,a,m+",5,2,3
"N,a,m,8,a,x",2,1,6
"N,a,n",6,40,3
"N,a,n,2",4,1,4
"N,a,n,Q",5,1,4
"N,a,n,c^c,8,9",0,1,6
"N,a,o,x,N,a,Z",8,1,7
"N,a,x",8,24,3
"N,a,x,8,9",4,5,5
"N,a,x,8,a,m",4,1,6
"N,a,x,8,a,n,Q?",6,1,7
"N,a,x,9",7,3,4
"N,a,x,N,a,i,Z",1,1,7
"N,a,x,N,a,x",8,1,6
"N,a,x,cc,8,9",7,2,6
"N,a,x,cc,c,8,9",6,1,7
"N,a,x,o,2",0,1,5
"N,a?",6,1,2
"N,c,2,8",1,1,4
"N,c,2,a,m",8,1,5
"N,c,2,o,a,Z",8,1,6
"N,c,8",8,2,3
"N,c,8,9",1,35,4
"N,c,8,9,8,9",1,1,6
"N,c,8,a,Z",1,3,5
"N,c,8,a,Z,Y,9",0,1,7
"N,c,8,a,i,Z",7,1,6
"N,c,8,a,m+",7,1,5
"N,c,8,a,x",5,1,5
"N,c,8,a,x,c,c,9",9,1,8
"N,c,9",8,10,3
"N,c,?,9",7,1,4
"N,c,P2,cc,9",3,1,5
"N,c,a,Q",3,1,4
"N,c,a,Z",5,1,4
"N,c,a,i,Q",0,1,5
"N,c,c,2",5,1,4
"N,c,c,2,o,8,a,x",9,1,8
"N,c,c,8",4,2,4
"N,c,c,8,9",1,45,5
"N,c,c,8,9,Q",6,1,6
"N,c,c,8,a,2",0,1,6
"N,c,c,8,a,n",6,2,6
"N,c,c,8,a,x",0,2,6
"N,c,c,8,c,9",9,1,6
"N,c,c,8,c,c,8,9",7,1,8
"N,c,c,8,o,Z",0,1,6
"N,c,c,9",0,38,4
"N,c,c,9,P1,a,Z",7,1,7
"N,c,c,?",2,1,4
"N,c,c,a,Z",0,4,5
"N,c,c,a,m",5,1,5
"N,c,c,c,8,9",6,2,6
"N,c,c,c,8,a,x",6,1,7
"N,c,c,c,9",0,10,5
"N,c,c,c,9,8",5,1,6
"N,c,c,c,a,x,2",5,1,7
"N,c,c,c,c,2",3,1,6
"N,c,c,c,o",4,1,5
"N,c,c,c,o,8,9",0,1,7
"N,c,c,c,o,x",8,2,6
"N,c,c,c^c,o",0,1,5
"N,c,c,c^c,o,8,9",4,1,7
"N,c,c,cc,9",3,3,5
"N,c,c,cc,c,9",8,1,6
"N,c,c,o",2,6,4
"N,c,c,o,2",0,4,5
"N,c,c,o,8",3,1,5
"N,c,c,o,8,9",8,11,6
"N,c,c,o,8,a,Z",0,1,7
"N,c,c,o,8,a,x",6,1,7
"N,c,c,o,8,cc,c,9",2,1,8
"N,c,c,o,8,o,x",5,1,7
"N,c,c,o,9",7,1,5
"N,c,c,o,N,c,cc,9",2,1,8
"N,c,c,o,Q",5,1,5
"N,c,c,o,Z",2,7,5
"N,c,c,o,a,x",6,1,6
"N,c,c,o,x",8,12,5
"N,c,c,o,x,8",2,1,6
"N,c,c,o,x,8,9",2,1,7
"N,c,c,o,x,c^c,c,9",1,1,8
"N,c,c^c,8,9",1,1,5
"N,c,c^c,c,8",9,1,5
"N,c,c^c,c,9",2,1,5
"N,c,c^c,o,Z",9,1,5
"N,c,cc,8,9",8,3,5
"N,c,cc,8,9,x,o",9,1,7
"N,c,cc,9",6,3,4
"N,c,cc,c,8,9",8,3,6
"N,c,cc,c,9",4,1,5
"N,c,cc,o,8,9",8,1,6
"N,c,cc?,c,o,N,c,o",0,1,8
"N,c,o",2,3,3
"N,c,o,2",8,1,4
"N,c,o,8,9",8,18,5
"N,c,o,8,?",8,1,5
"N,c,o,8,N,9",0,1,6
"N,c,o,8,a,Q",2,1,6
"N,c,o,8,a,Z",7,2,6
"N,c,o,8,a,m",7,2,6
"N,c,o,8,a,x",9,1,6
"N,c,o,N,9",3,1,5
"N,c,o,Q",5,1,4
"N,c,o,Z",8,7,4
"N,c,o,Z,a,m?",7,1,6
"N,c,o,Z,o,x",5,1,6
"N,c,o,a,Z",9,1,5
"N,c,o,x",5,18,4
"N,c,o,x,9",4,1,5
"N,c,o,x,cc,c,9",5,1,7
"N,c,o,x,o,Z",6,1,6
"N,c^,cc,8,9",1,1,5
"N,c^c,8",1,1,3
"N,c^c,8,9",1,4,4
"N,c^c,8,a,n",7,1,5
"N,c^c,8,o,Z",1,1,5
"N,c^c,9",3,5,3
"N,c^c,?,8,9",8,1,5
"N,c^c,a,Z",8,3,4
"N,c^c,a,Z,8,9",5,1,6
"N,c^c,a,Z,M,a,Z",6,1,7
"N,c^c,a,m",5,1,4
"N,c^c,a,x",3,1,4
"N,c^c,c,2",5,1,4
"N,c^c,c,8",0,2,4
"N,c^c,c,8,9",1,7,5
"N,c^c,c,9",4,5,4
"N,c^c,c,9,Z",5,1,5
"N,c^c,c,c,9",7,1,5
"N,c^c,c,c,o,x",9,2,6
"N,c^c,c,o",3,4,4
"N,c^c,c,o,8,9",8,5,6
"N,c^c,c,o,8,a,Z",9,1,7
"N,c^c,c,o,8,a,x",8,1,7
"N,c^c,c,o,8,x",5,1,6
"N,c^c,c,o,a,Z,9",6,1,7
"N,c^c,c,o,x",6,2,5
"N,c^c,o",5,8,3
"N,c^c,o,8,9",2,2,5
"N,c^c,o,9",3,1,4
"N,c^c,o,M,o,x",3,1,6
"N,c^c,o,Z",3,2,4
"N,c^c,o,Z,a,m",7,1,6
"N,c^c,o,x",3,2,4
"N,c^c,o,x,o",3,1,5
"N,cc,2",1,1,3
"N,cc,2,2,2",5,1,5
"N,cc,2,9",7,1,4
"N,cc,8,9",1,21,4
"N,cc,8,P2,9",6,1,5
"N,cc,8,a,Q",6,1,5
