token,cluster,freq,token_len
"4,o,N,c,c,8,o,8,9",7,1,9
"4,o,N,c,c,9",0,301,6
"4,o,N,c,c,9,x",0,1,7
"4,o,N,c,c,9,x,9",0,1,8
"4,o,N,c,c,?,8,9",1,1,8
"4,o,N,c,c,?,Z",4,1,7
"4,o,N,c,c,P1,?",0,1,7
"4,o,N,c,c,a,2",4,1,7
"4,o,N,c,c,a,Q",9,1,7
"4,o,N,c,c,a,Z",0,2,7
"4,o,N,c,c,a,m",5,2,7
"4,o,N,c,c,a,x",0,2,7
"4,o,N,c,c,c",2,1,6
"4,o,N,c,c,c,2",7,2,7
"4,o,N,c,c,c,2,9",3,1,8
"4,o,N,c,c,c,8,9",0,4,8
"4,o,N,c,c,c,9",0,28,7
"4,o,N,c,c,c,c",5,1,7
"4,o,N,c,c,c,cc,9",6,1,8
"4,o,N,c,c,c,o,2",4,1,8
"4,o,N,c,c,c,o,8,9",5,1,9
"4,o,N,c,c,c,o,Z",2,1,8
"4,o,N,c,c,c^c,9",6,1,7
"4,o,N,c,c,cc,9",6,5,7
"4,o,N,c,c,cc,a,Q",2,1,8
"4,o,N,c,c,cc,c,9",6,1,8
"4,o,N,c,c,o",0,22,6
"4,o,N,c,c,o,2",8,3,7
"4,o,N,c,c,o,8",6,2,7
"4,o,N,c,c,o,8,9",2,11,8
"4,o,N,c,c,o,8,a,m",0,1,9
"4,o,N,c,c,o,8,a,x",8,1,9
"4,o,N,c,c,o,8,o,Z",9,1,9
"4,o,N,c,c,o,9",6,2,7
"4,o,N,c,c,o,N,9",2,1,8
"4,o,N,c,c,o,N,a,n",6,1,9
"4,o,N,c,c,o,Z",2,10,7
"4,o,N,c,c,o,a,Z",7,1,8
"4,o,N,c,c,o,x",2,9,7
"4,o,N,c,c,o,x,cc,c,8,9",0,1,11
"4,o,N,c,c,o,x,cc,c,9",0,1,10
"4,o,N,c,c,x",0,1,6
"4,o,N,c,c^c,2",8,1,6
"4,o,N,c,c^c,8,9",1,1,7
"4,o,N,c,c^c,9",1,1,6
"4,o,N,c,c^c,c",1,1,6
"4,o,N,c,c^c,c,8,9",8,1,8
"4,o,N,c,c^c,c,9",4,1,7
"4,o,N,c,cc,8,9",0,4,7
"4,o,N,c,cc,9",0,11,6
"4,o,N,c,cc,c,8,9",4,4,8
"4,o,N,c,cc,c,9",4,1,7
"4,o,N,c,cc,c,N,c,9",4,1,9
"4,o,N,c,cc,c,o,2",6,1,8
"4,o,N,c,cc,o",7,1,6
"4,o,N,c,i,9",4,1,6
"4,o,N,c,i,x",4,1,6
"4,o,N,c,m",7,1,5
"4,o,N,c,o",2,8,5
"4,o,N,c,o,2",8,6,6
"4,o,N,c,o,8",2,7,6
"4,o,N,c,o,8,9",2,30,7
"4,o,N,c,o,8,a,Z",6,1,8
"4,o,N,c,o,8,a,i,Z",4,1,9
"4,o,N,c,o,8,o,x",2,1,8
"4,o,N,c,o,9",0,1,6
"4,o,N,c,o,N,c,8,9",0,1,9
"4,o,N,c,o,Q",2,3,6
"4,o,N,c,o,Z",2,14,6
"4,o,N,c,o,Z,9",6,1,7
"4,o,N,c,o,Z,a,n",4,1,8
"4,o,N,c,o,Z,a,x",3,1,8
"4,o,N,c,o,c,P1,9",9,1,8
"4,o,N,c,o,cc,9",3,1,7
"4,o,N,c,o,x",2,46,6
"4,o,N,c,o,x,9",4,1,7
"4,o,N,c,o,x,N,c,c,8,9",6,1,11
"4,o,N,c,o,x,o",2,1,7
"4,o,N,c^c",6,1,4
"4,o,N,c^c,8",1,3,5
"4,o,N,c^c,8,9",9,4,6
"4,o,N,c^c,9",3,9,5
"4,o,N,c^c,c",5,1,5
"4,o,N,c^c,c,8,9",4,10,7
"4,o,N,c^c,c,9",4,7,6
"4,o,N,c^c,c,c,8,9",0,1,8
"4,o,N,c^c,c,o",6,1,6
"4,o,N,c^c,c,o,9",5,1,7
"4,o,N,c^c,o,x",3,1,6
"4,o,N,cc",5,1,4
"4,o,N,cc,2",5,1,5
"4,o,N,cc,8",7,4,5
"4,o,N,cc,8,9",7,44,6
"4,o,N,cc,8,9,x",4,1,7
"4,o,N,cc,8,a,Z",7,1,7
"4,o,N,cc,8,a,Z,o,x,8,9",0,1,11
"4,o,N,cc,8,a,n",8,1,7
"4,o,N,cc,9",3,64,5
"4,o,N,cc,9,N,9",3,1,7
"4,o,N,cc,?",6,1,5
"4,o,N,cc,?,8,9",0,2,7
"4,o,N,cc,a,Z",4,1,6
"4,o,N,cc,a,i",5,1,6
"4,o,N,cc,a,m",5,2,6
"4,o,N,cc,a,n",3,1,6
"4,o,N,cc,a,x",2,1,6
"4,o,N,cc,c,8",4,1,6
"4,o,N,cc,c,8,9",0,37,7
"4,o,N,cc,c,9",6,25,6
"4,o,N,cc,c,c,8,9",6,2,8
"4,o,N,cc,c,c,9",5,2,7
"4,o,N,cc,c,o",2,2,6
"4,o,N,cc,c,o,8,9",3,1,8
"4,o,N,cc,c,o,8,a,m",0,1,9
"4,o,N,cc,c,o,Z",3,1,7
"4,o,N,cc,c,o,x",2,1,7
"4,o,N,cc,i,o",9,1,6
"4,o,N,cc,o",5,11,5
"4,o,N,cc,o,8",2,4,6
"4,o,N,cc,o,8,9",3,2,7
"4,o,N,cc,o,8,a,x",2,1,8
"4,o,N,cc,o,?",5,1,6
"4,o,N,cc,o,Z",3,10,6
"4,o,N,cc,o,Z,9",3,1,7
"4,o,N,cc,o,x",3,18,6
"4,o,N,n,Z",9,1,5
"4,o,N,o",6,7,4
"4,o,N,o,2",2,1,5
"4,o,N,o,8",3,7,5
"4,o,N,o,8,9",9,7,6
"4,o,N,o,8,a,Z",9,1,7
"4,o,N,o,8,a,m",2,1,7
"4,o,N,o,8,a,x",2,1,7
"4,o,N,o,9",0,1,5
"4,o,N,o,?",2,1,5
"4,o,N,o,?,Z",2,1,6
"4,o,N,o,N,?,x",8,1,7
"4,o,N,o,N,cc,9",3,1,7
"4,o,N,o,N,o,Z",5,1,7
"4,o,N,o,P2,9",9,1,6
"4,o,N,o,Q",5,1,5
"4,o,N,o,Q,?",2,1,6
"4,o,N,o,Z",8,22,5
"4,o,N,o,Z,9",3,1,6
"4,o,N,o,Z,a,Z",8,2,7
"4,o,N,o,Z,a,x",5,1,7
"4,o,N,o,Z,o,Z",7,1,7
"4,o,N,o,c,c,9",0,1,7
"4,o,N,o,cc,9",9,1,6
"4,o,N,o,i,Q",5,1,6
"4,o,N,o,m",5,5,5
"4,o,N,o,m+",3,1,5
"4,o,N,o,m,?,8,a",2,1,8
"4,o,N,o,x",2,90,5
"4,o,N,o,x,8",8,1,6
"4,o,N,o,x,8,9",3,3,7
"4,o,N,o,x,9",8,1,6
"4,o,N,o,x,N,9",8,1,7
"4,o,N,o,x,cc,c,8,9",4,2,9
"4,o,N,o,x,cc,c,9",7,1,8
"4,o,N,o,x,o,x,a,x",2,1,9
"4,o,N,x",4,9,4
"4,o,N,x,a,m",7,1,6
"4,o,N,x,a,n",6,1,6
"4,o,N,x,cc,c,c,9",6,1,8
"4,o,P1",6,1,3
"4,o,P1,9,8,a,m",3,1,7
"4,o,P1,a,i,Z",9,1,6
"4,o,P1,a,m",1,1,5
"4,o,P1,a,n",4,1,5
"4,o,P1,c^c,9",9,1,5
"4,o,P1,c^c,c,9",8,1,6
"4,o,P1,c^c,c,c,c,9",9,1,8
"4,o,P1,cc,8,9",1,3,6
"4,o,P1,cc,8,a,Z",7,1,7
"4,o,P1,cc,8,a,m",9,1,7
"4,o,P1,cc,8,a,x",1,1,7
"4,o,P1,cc,9",3,1,5
"4,o,P1,cc,a,x",8,1,6
"4,o,P1,cc,c,8,9",1,8,7
"4,o,P1,cc,c,9",6,1,6
"4,o,P1,cc,c,a,x",9,1,7
"4,o,P1,cc,c,c,P2,9",9,1,8
"4,o,P1,cc,c,o,x",7,2,7
"4,o,P1,cc,o",3,1,5
"4,o,P1,cc,o,Z",5,1,6
"4,o,P1,cc,o,x",9,2,6
"4,o,P1,o,8",9,1,5
"4,o,P1,o,Z,o,Q",9,1,7
"4,o,P1,o,c,N,c,8,9",9,1,9
"4,o,P1,o,m",3,1,5
"4,o,P1,o,x",9,2,5
"4,o,P2",9,5,3
"4,o,P2,2",9,1,4
"4,o,P2,8,a,m",9,1,6
"4,o,P2,8,a,n",7,1,6
"4,o,P2,9",9,6,4
"4,o,P2,9,8,a,m",1,1,7
"4,o,P2,a,Q",7,1,5
"4,o,P2,a,Z",1,5,5
"4,o,P2,a,Z,9",1,1,6
"4,o,P2,a,Z,a,m",6,1,7
"4,o,P2,a,i,Z,a,Q",0,1,8
"4,o,P2,a,m",9,7,5
"4,o,P2,a,m,Q",4,1,6
"4,o,P2,a,x",2,2,5
"4,o,P2,a,x,o,Z",4,1,7
"4,o,P2,c,c,c,8,a,Z",1,1,9
"4,o,P2,c^c,c,8,9",4,5,7
"4,o,P2,cc,2,8",9,1,6
"4,o,P2,cc,8",1,1,5
"4,o,P2,cc,8,9",1,16,6
"4,o,P2,cc,9",3,10,5
"4,o,P2,cc,9,P2,cc,o",3,1,8
"4,o,P2,cc,9,Z",9,1,6
"4,o,P2,cc,a,Q",9,1,6
"4,o,P2,cc,a,Z",5,2,6
"4,o,P2,cc,a,i,2",4,1,7
"4,o,P2,cc,a,m",2,1,6
"4,o,P2,cc,c,2",8,1,6
"4,o,P2,cc,c,2,9",8,1,7
"4,o,P2,cc,c,8,8,9",8,1,8
"4,o,P2,cc,c,8,9",1,32,7
"4,o,P2,cc,c,8,9,8",9,1,8
"4,o,P2,cc,c,8,a,m",9,1,8
"4,o,P2,cc,c,8,a,x",6,1,8
"4,o,P2,cc,c,9",3,9,6
"4,o,P2,cc,c,M,9",9,1,7
"4,o,P2,cc,c,P1,c,9",0,1,8
"4,o,P2,cc,c,c,8,9",7,2,8
"4,o,P2,cc,c,c,9",1,4,7
"4,o,P2,cc,c,o",9,1,6
"4,o,P2,cc,c,o,2",9,1,7
"4,o,P2,cc,c,o,8,9",9,2,8
"4,o,P2,cc,c,o,Z",1,1,7
"4,o,P2,cc,c,o,a,n",1,1,8
"4,o,P2,cc,c,o,x",9,1,7
"4,o,P2,cc,o,8,9",9,1,7
"4,o,P2,cc,o,Z",3,2,6
"4,o,P2,cc,o,x",9,5,6
"4,o,P2,cc,o,x,9",9,1,7
"4,o,P2,o,Z",1,4,5
"4,o,P2,o,c,c,9",9,1,7
"4,o,P2,o,x",1,5,5
"4,o,Z",6,20,3
"4,o,Z,a,Z",6,1,5
"4,o,Z,a,m",4,1,5
"4,o,Z,a,n",6,4,5
"4,o,Z,c^c,9",4,1,5
"4,o,Z,cc,?,?",6,1,6
"4,o,Z,cc,c,8,9",4,1,7
"4,o,a,Z",4,12,4
"4,o,a,Z,c^c,a,Z",9,1,7
"4,o,a,c,M,c,9",9,1,7
"4,o,a,c,N,c,9",8,1,7
"4,o,a,i,2",6,1,5
"4,o,a,i,Z",5,2,5
"4,o,a,m",0,23,4
"4,o,a,n",2,6,4
"4,o,a,n,Z",8,1,5
"4,o,a,x",7,4,4
"4,o,a,x,N,a,m",7,1,7
"4,o,c,2,c,8,9",2,1,7
"4,o,c,2,c,c,8,9",2,1,8
"4,o,c,8,9",7,2,5
"4,o,c,8,a,m",1,3,6
"4,o,c,8,c,c,9",1,1,7
"4,o,c,M,a,Q",8,1,6
"4,o,c,M,a,Z",4,1,6
"4,o,c,M,a,m",9,1,6
"4,o,c,M,a,x",6,1,6
"4,o,c,M,c",6,1,5
"4,o,c,M,c,2,9",9,1,7
"4,o,c,M,c,8,9",1,1,7
"4,o,c,M,c,9",2,7,6
"4,o,c,M,c,?",7,1,6
"4,o,c,M,c,c,2",4,1,7
"4,o,c,M,c,c,8,9",4,3,8
"4,o,c,M,c,c,9",8,2,7
"4,o,c,M,c,c,?",8,1,7
"4,o,c,M,c,c,o,8,9",9,1,9
"4,o,c,M,c,c,o,x",8,1,8
"4,o,c,M,c,o,8,9",3,1,8
"4,o,c,M,c,o,Z",8,1,7
"4,o,c,M,c,o,x",5,2,7
"4,o,c,M,c,o,x,9",5,1,8
"4,o,c,M,cc,9",4,1,6
"4,o,c,M,cc,c,9",1,2,7
"4,o,c,N",8,2,4
"4,o,c,N,9",6,3,5
"4,o,c,N,a,Z",2,1,6
"4,o,c,N,a,m",2,1,6
"4,o,c,N,a,x,9",7,1,7
"4,o,c,N,c,8,9",0,2,7
"4,o,c,N,c,9",8,16,6
"4,o,c,N,c,?,9",4,1,7
"4,o,c,N,c,a,x",6,1,7
"4,o,c,N,c,c,8",0,1,7
"4,o,c,N,c,c,8,9",0,4,8
"4,o,c,N,c,c,9",2,18,7
"4,o,c,N,c,c,c,8,9",0,1,9
"4,o,c,N,c,c,c,9",0,2,8
"4,o,c,N,c,c,o,2",4,1,8
"4,o,c,N,c,c,o,Z",2,1,8
"4,o,c,N,c,c,o,x",2,1,8
"4,o,c,N,c,o,2",9,1,7
"4,o,c,N,c,o,8,9",2,1,8
"4,o,c,N,c,o,Q",3,1,7
"4,o,c,N,c,o,Z",5,2,7
"4,o,c,N,c,o,x",2,9,7
"4,o,c,N,cc,8,9",1,1,7
"4,o,c,N,cc,9",2,2,6
"4,o,c,N,cc,a,Z",7,1,7
"4,o,c,N,cc,c,9",8,1,7
"4,o,c,N,o,x",2,2,6
"4,o,c,P2,c,8,9",1,2,7
"4,o,c,P2,c,9",8,2,6
"4,o,c,P2,c,c,9",9,2,7
"4,o,c,P2,c,c,c,c,N,c,9",9,1,11
"4,o,c,P2,c,o,8,9",6,1,8
"4,o,c,P2,c^c,c,o,8,9",9,1,9
"4,o,c,P2,cc,9",9,1,6
"4,o,c,a,Z",2,1,5
"4,o,c,a,i,Z",0,1,6
"4,o,c,c,2",6,1,5
"4,o,c,c,8",7,1,5
"4,o,c,c,8,9",0,18,6
"4,o,c,c,8,a",0,1,6
"4,o,c,c,8,a,m",6,3,7
"4,o,c,c,8,a,n",7,1,7
"4,o,c,c,8,c,o,8,9",9,1,9
"4,o,c,c,9",0,13,5
"4,o,c,c,?",4,1,5
"4,o,c,c,N,a,n",8,1,7
"4,o,c,c,N,c,c,8,9",0,1,9
"4,o,c,c,a,Z",7,2,6
"4,o,c,c,c,2",9,3,6
"4,o,c,c,c,8,9",0,3,7
"4,o,c,c,c,9",0,5,6
"4,o,c,c,c,a,Z",6,1,7
"4,o,c,c,c,c,M,9",8,1,8
"4,o,c,c,c,o",6,1,6
"4,o,c,c,cc,8,9",8,1,7
"4,o,c,c,cc,9",6,1,6
"4,o,c,c,o",2,1,5
"4,o,c,c,o,8,9",8,3,7
"4,o,c,c,o,Z",6,3,6
"4,o,c,c,o,x",8,2,6
"4,o,c,o,Z",2,2,5
"4,o,c,o,x",2,3,5
"4,o,c^c,c,8,9",6,1,6
"4,o,c^c,c,c,N,c,c,9",1,1,9
"4,o,c^c,c,o",4,1,5
"4,o,c^c,o,c,P2,?,9",9,1,8
"4,o,cc,9",5,2,4
"4,o,cc,a,Z",5,1,5
"4,o,cc,a,m",0,1,5
"4,o,cc,c,2",9,1,5
"4,o,cc,c,8,9",0,2,6
"4,o,cc,c,8,a,n",1,1,7
"4,o,cc,c,9",0,5,5
"4,o,cc,c,c,9",2,1,6
"4,o,cc,c,c,o,x",7,1,7
"4,o,cc,c,o",4,1,5
"4,o,cc,c,o,M,?",8,1,7
"4,o,cc,c,o,Z",5,1,6
"4,o,cc,o,8,a,m",3,1,7
"4,o,cc,o,M,a,m",5,1,7
"4,o,cc,o,c,M,c,9",2,1,8
"4,o,cc,o,x",5,1,5
"4,o,i,2,a,x",6,1,6
"4,o,i?,Z,a,n?",0,1,6
"4,o,m",0,3,3
"4,o,m+",6,4,3
"4,o,m,o,x",1,1,5
"4,o,n",4,1,3
"4,o,o,2",5,2,4
"4,o,o,8,9",8,1,5
"4,o,o,8,a,n",0,1,6
"4,o,o,N,a,m",0,1,6
"4,o,o,N,o",3,1,5
"4,o,o,Z",2,9,4
"4,o,o,Z,a,Z",9,1,6
"4,o,o,m+",3,1,4
"4,o,o,x",8,4,4
"4,o,o,x,8,9",3,1,6
"4,o,o,x,N,a,x",4,1,7
"4,o,o,x,N,c,c,8,9",0,1,9
"4,o,o,x,N,c,c,9",2,1,8
"4,o,x",4,135,3
"4,o,x,2,a",0,1,5
"4,o,x,2,o,Z",3,1,6
"4,o,x,8,9",4,2,5
"4,o,x,8,a,Z",7,1,6
"4,o,x,9",4,7,4
"4,o,x,M,c,8,9",1,1,7
"4,o,x,M,c,c,8,9",4,1,8
"4,o,x,N,9",4,4,5
"4,o,x,N,a,Z,9",4,1,7
"4,o,x,N,a,m",9,2,6
"4,o,x,N,a,n",4,5,6
"4,o,x,N,c,8,9",1,2,7
"4,o,x,N,c,9",0,1,6
"4,o,x,N,c,c,8,9",4,10,8
"4,o,x,N,c,c,9",4,7,7
"4,o,x,N,c,c,c,8,9",0,1,9
"4,o,x,N,c,c,c,9",0,1,8
"4,o,x,N,c,c,o,x,9",4,1,9
"4,o,x,N,c,c^c,8,9",4,1,8
"4,o,x,N,c^c,c,9",4,1,7
"4,o,x,P2",9,1,4
"4,o,x,Z",4,1,4
"4,o,x,a,Z",4,3,5
"4,o,x,a,i,Z",0,1,6
"4,o,x,a,m",4,4,5
"4,o,x,a,n",4,3,5
"4,o,x,a,x",4,2,5
"4,o,x,c^c,8,9",4,1,6
"4,o,x,c^c,9",4,2,5
"4,o,x,c^c,c,8,9",4,2,7
"4,o,x,c^c,c,9",6,2,6
"4,o,x,c^c,c,c,8,9",4,5,8
"4,o,x,c^c,c,o,x",4,1,7
"4,o,x,cc,8,9",4,1,6
"4,o,x,cc,9",1,2,5
"4,o,x,cc,c,8,9",4,12,7
"4,o,x,cc,c,9",4,10,6
"4,o,x,cc,c,c,8,9",0,2,8
"4,o,x,cc,c,c,9",0,1,7
"4,o,x,cc,c,o,Z",3,1,7
"4,o,x,cc,c,o,x",6,1,7
"4,o,x,o,8,9",3,1,6
"4,o,x,o,x",4,1,5
"4,o,x,o,x,9",4,1,6
"4,o,x,x,M,a,m",4,1,7
"4,o?,M,cc?,9",6,1,5
"4,o?,N,a,x",1,1,5
"4,o?,c,c,9",0,1,5
"4,ô",5,3,2
"4,ô,8",5,1,3
"4,ô,8,c,c,8,9",1,1,7
"4,ô,N,9",3,1,4
"4,ô,N,c^c,o,8,a,m",5,1,8
"4,ô,N,cc,o,N,9",5,1,7
"4,ô,c,o,x",2,1,5
"4,ô,cc,o",2,1,4
"4,о̄",3,1,2
"4,о̄,N,a,Z",6,1,5
4?,2,1,1
"4?,o,a,i,2",6,1,5
8,5,32,1
"8,2",3,2,2
"8,2,9",3,1,3
"8,2,a,m",5,1,4
"8,2,c,cc,c,9",0,1,6
"8,2,cc,c,c,9",3,1,6
"8,8,9",3,2,3
"8,8,a,Z",3,1,4
"8,8,o,Z",8,1,4
"8,8?,a?,x?,8?,c^c",9,1,6
"8,9",3,209,2
"8,9,2",4,2,3
"8,9,8,9",5,2,4
"8,9,8,9,8",3,1,5
"8,9,8,9,8,9",1,1,6
"8,9,8,a,m",3,1,5
"8,9,8,a,n",5,1,5
"8,9,M,9",5,2,4
"8,9,M,9,8,9",7,3,6
"8,9,M,a,Z,9",4,1,6
"8,9,M,a,m",3,1,5
"8,9,M,a,n",4,1,5
"8,9,M,a,x",7,1,5
"8,9,M,c,8,9",1,2,6
"8,9,M,c,9",0,1,5
"8,9,M,c,c,9",1,2,6
"8,9,M,c^c,9",1,1,5
"8,9,M,c^c,c,8,9",1,1,7
"8,9,M,cc,8,9",7,1,6
"8,9,M,cc,9",3,3,5
"8,9,M,cc,c,9",3,1,6
"8,9,M,cc,c,c,9",3,1,7
"8,9,M,cc,o,Z",5,1,6
"8,9,M,o,Z,9",5,1,6
"8,9,M,o,x,9",9,1,6
"8,9,N,9",1,6,4
"8,9,N,a,Z,a,i",7,1,7
"8,9,N,a,m",3,3,5
"8,9,N,a,n",7,1,5
"8,9,N,a,x,9",1,1,6
"8,9,N,c,8,9",4,2,6
"8,9,N,c,9",7,1,5
"8,9,N,c,c,8,9",1,2,7
"8,9,N,c,c,8,a,n",1,1,8
"8,9,N,c,o,8,9",1,1,7
"8,9,N,c,o,Z",2,1,6
"8,9,N,c^c,9",1,1,5
"8,9,N,cc,9",3,2,5
"8,9,N,cc,a,x",8,1,6
"8,9,P1,cc,8,9",1,1,6
"8,9,P2,cc,9",3,1,5
"8,9,Q",4,1,3
"8,9,a,i,Z",6,1,5
"8,9,a,m",9,1,4
"8,9,c,c,c,2",5,1,6
"8,9,cc,9",6,1,4
"8,9,cc,c,8,9",3,2,6
"8,9,cc,o,N,cc,9",3,1,7
"8,9,x,cc,c,2",1,1,6
"8,9,x,cc,c,8,9",1,1,7
"8,?",0,4,2
"8,?,8,9",2,1,4
"8,?,?",2,2,3
"8,?,?,?",9,1,4
"8,?,Z",6,3,3
"8,?,a,m",6,1,4
"8,?,c,8,9",1,1,5
"8,?,m",0,2,3
"8,M,a,m",3,1,4
"8,M,a,x",4,1,4
"8,M,c,o,8,o,m",9,1,7
"8,M,c^c,o,x",7,1,5
"8,M,cc,9",5,1,4
"8,M,cc,a,i",3,1,5
"8,M,o,2",4,1,4
"8,M,o,a,m",5,1,5
"8,N,9",3,1,3
"8,N,a,Z",0,1,4
"8,N,a,Z,a,Z",8,1,6
"8,N,a,i,Z",1,1,5
"8,N,a,n",4,2,4
"8,N,c,8,9",1,2,5
"8,N,c,8,a,Q",4,1,6
"8,N,c,c,9,M,a,Z",1,1,8
"8,N,c,c,o,Z",5,1,6
"8,N,c^c,9",8,1,4
"8,N,c^c,c,9",1,2,5
"8,N,c^c,c,c,9",5,1,6
"8,N,cc,2",8,1,4
"8,N,o,x",5,1,4
"8,P2,cc,9",3,2,4
"8,P2,cc,c,8,9",0,1,6
"8,Q",2,2,2
"8,Y,a,Z",7,1,4
"8,Z,a,x",7,1,4
"8,a",2,7,2
"8,a,2",4,1,3
"8,a,2,9",4,1,4
"8,a,2,a,8,9",3,1,6
"8,a,2,a,Q",7,1,5
"8,a,8,9",5,1,4
"8,a,8,a,Q",2,1,5
"8,a,?",4,4,3
"8,a,?,2",8,1,4
"8,a,?,8,9",8,1,5
"8,a,?,Z",0,1,4
"8,a,M,i,o,8,a",2,1,7
"8,a,N",8,1,3
"8,a,N,9",5,2,4
"8,a,N,o,?,N",9,1,6
"8,a,Q",5,85,3
"8,a,Q,8,Z",8,1,5
"8,a,Q,o",2,3,4
"8,a,Q,o,Q",7,1,5
"8,a,Z",7,278,3
"8,a,Z,8",9,1,4
"8,a,Z,8,9",5,2,5
"8,a,Z,8,9,Z",0,1,6
"8,a,Z,8,a,Q",5,1,6
"8,a,Z,9",8,17,4
"8,a,Z,9,M,a,Q",4,1,7
"8,a,Z,N,a,m",7,1,6
"8,a,Z,a,Q",7,7,5
"8,a,Z,a,Q,8,a,x",9,1,8
"8,a,Z,a,Z",7,4,5
"8,a,Z,a,Z,8,a,Q",9,1,8
"8,a,Z,a,Z,9",7,1,6
"8,a,Z,a,i,Q?,2",7,1,7
"8,a,Z,a,i,x",9,1,6
"8,a,Z,a,m",5,3,5
"8,a,Z,a,m+",9,2,5
"8,a,Z,a,m,Q",9,1,6
"8,a,Z,a,n",3,1,5
"8,a,Z,a,x",7,3,5
"8,a,Z,a,x,8,9",6,1,7
"8,a,Z,a,x,9",8,1,6
"8,a,Z,a,x,a",5,1,6
"8,a,Z,a,x,o,c,P1,c,9",9,1,10
"8,a,Z,c,a",2,1,5
"8,a,Z,c^c,9",6,1,5
"8,a,Z,c^c,c,8",6,1,6
"8,a,Z,c^c,c,o,9",2,1,7
"8,a,Z,c^c,o,8,9",3,1,7
"8,a,Z,cc,8,a,Z",1,1,7
"8,a,Z,cc,9",1,1,5
"8,a,Z,cc,a,m",5,1,6
"8,a,Z,cc,c,8,9",0,2,7
"8,a,Z,cc,c,9",4,1,6
"8,a,Z,cc,c,o,Z",9,1,7
"8,a,Z,i,n",7,1,5
"8,a,Z,i,o",7,1,5
"8,a,Z,o",9,1,4
"8,a,Z,o,8,9",1,3,6
"8,a,Z,o,8,c,P2",9,1,7
"8,a,Z,o,Q",4,3,5
"8,a,Z,o,Z",4,2,5
"8,a,Z,o,Z,8,a,n",1,1,8
"8,a,Z,o,Z,9",4,1,6
"8,a,Z,o,a,x",6,1,6
"8,a,Z,o,x",7,2,5
"8,a,Z,o,x,2,9",4,1,7
"8,a,Z,o,x,Q",4,1,6
"8,a,Z,o,x,a,x,9",9,1,8
"8,a,Z?,c,N,9",9,1,6
"8,a,a,Z",6,1,4
"8,a,c,N,c,9",4,1,6
"8,a,c,N,c,9,N,9",8,1,8
"8,a,c,Z,o,8",9,1,6
"8,a,i",5,15,3
"8,a,i,2",4,5,4
"8,a,i,2,9,N,o,8,a,2",9,1,10
"8,a,i,2,?",2,1,5
"8,a,i,2,a,Q",7,1,6
"8,a,i,2,a,x",6,1,6
"8,a,i,2,o,Q",3,1,6
"8,a,i,8",3,1,4
"8,a,i,8,9",5,1,5
"8,a,i,9",3,1,4
"8,a,i,M",3,1,4
"8,a,i,N,a,Q",7,1,6
"8,a,i,N,c,o,8,9",8,1,8
"8,a,i,Q",8,9,4
"8,a,i,Q,Q",5,1,5
"8,a,i,Q,o,Q?",2,1,6
"8,a,i,Z",0,78,4
"8,a,i,Z,9",8,3,5
"8,a,i,Z,9,8,9",4,1,7
"8,a,i,Z,?",5,2,5
"8,a,i,Z,Q",3,1,5
"8,a,i,Z,a,Q",5,1,6
"8,a,i,Z,a,Z",8,2,6
"8,a,i,Z,a,i,Z",8,2,7
"8,a,i,Z,a,n",7,1,6
"8,a,i,Z,a,x",8,2,6
"8,a,i,Z,a,x,8,9",5,1,8
"8,a,i,Z,a,x,9",8,1,7
"8,a,i,Z,cc,c,9",4,1,7
"8,a,i,Z,i,9",0,1,6
"8,a,i,Z,n",2,3,5
"8,a,i,Z,o",3,1,5
"8,a,i,Z,o,8",3,1,6
"8,a,i,Z,o,8,9",9,3,7
"8,a,i,Z,o,8,Q",3,1,7
"8,a,i,Z,o,8,a,n",5,1,8
"8,a,i,Z,o,x",4,1,6
"8,a,i,Z,x",3,1,5
"8,a,i,c,M,c,9",3,1,7
"8,a,i,cc,9",0,1,5
"8,a,i,x",4,2,4
"8,a,i,x,8,a,n",8,1,7
"8,a,m",5,794,3
"8,a,m+",2,11,3
"8,a,m+,9",7,1,4
"8,a,m+,c",9,1,4
"8,a,m,8,9",0,3,5
"8,a,m,9",3,3,4
"8,a,m,Q",3,1,4
"8,a,m,Z",8,1,4
"8,a,m,Z,cc,9",5,1,6
"8,a,m,a,Z",0,1,5
"8,a,m,cc,o,?",5,1,6
"8,a,m,o",8,1,4
"8,a,m,o,8,9",2,1,6
"8,a,m,o,P2,a,x",6,1,7
"8,a,m,o,x",3,1,5
"8,a,m,x,2",9,1,5
"8,a,m?",4,3,3
"8,a,n",5,209,3
"8,a,n,2,a,x,9",9,1,7
"8,a,n,8,9",5,5,5
"8,a,n,8,a,x",7,1,6
"8,a,n,8,x",7,1,5
"8,a,n,9",5,2,4
"8,a,n,M,9",5,1,5
"8,a,n,Q",8,6,4
"8,a,n,Q,8",2,1,5
"8,a,n,Z",2,14,4
"8,a,n,Z,a,x",0,2,6
"8,a,n,Z,o,x",3,1,6
"8,a,n,a,x,8,9",8,1,7
"8,a,n,c,M,c,9",2,1,7
"8,a,n,o,8",3,1,5
"8,a,n,o,8,9",9,1,6
"8,a,n,o,8,a,n",2,1,7
"8,a,n,o,a,Q",0,1,6
"8,a,n,o,x",5,1,5
"8,a,n,x",5,2,4
"8,a,n,x,8",3,1,5
"8,a,n,x,8,9",2,1,6
"8,a,n?",6,3,3
"8,a,x",4,202,3
"8,a,x,2",5,7,4
